"Time","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}"
2025-11-16 05:17:00,10.4 vCPU,7.75 vCPU,10.0 vCPU,8.27 vCPU,7.07 vCPU,9.67 vCPU,7.58 vCPU,6.95 vCPU,6.65 vCPU,6.35 vCPU,13.5 vCPU,14.2 vCPU,8.92 vCPU,9.28 vCPU,8.93 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:17:15,10.0 vCPU,8.35 vCPU,11.2 vCPU,7.63 vCPU,6.68 vCPU,11.2 vCPU,6.80 vCPU,8.63 vCPU,6.25 vCPU,7.12 vCPU,9.60 vCPU,6.60 vCPU,6.97 vCPU,7.87 vCPU,8.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:17:30,10.2 vCPU,7.95 vCPU,11.2 vCPU,6.37 vCPU,6.88 vCPU,11.1 vCPU,7.78 vCPU,8.80 vCPU,7.60 vCPU,7.70 vCPU,9.42 vCPU,6.35 vCPU,7.63 vCPU,7.73 vCPU,7.08 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:17:45,9.45 vCPU,7.88 vCPU,9.83 vCPU,7.15 vCPU,6.23 vCPU,8.00 vCPU,10.8 vCPU,7.97 vCPU,7.82 vCPU,7.63 vCPU,9.67 vCPU,6.72 vCPU,7.90 vCPU,8.12 vCPU,8.10 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:18:00,8.25 vCPU,7.35 vCPU,7.88 vCPU,6.60 vCPU,6.03 vCPU,5.92 vCPU,11.1 vCPU,6.38 vCPU,8.37 vCPU,11.4 vCPU,8.85 vCPU,7.38 vCPU,12.4 vCPU,7.45 vCPU,8.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:18:15,9.08 vCPU,8.02 vCPU,7.38 vCPU,6.97 vCPU,6.07 vCPU,5.72 vCPU,11.1 vCPU,6.33 vCPU,6.85 vCPU,10.7 vCPU,5.78 vCPU,7.10 vCPU,12.6 vCPU,6.95 vCPU,8.13 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:18:30,9.65 vCPU,7.08 vCPU,6.38 vCPU,6.17 vCPU,6.45 vCPU,5.92 vCPU,8.35 vCPU,6.15 vCPU,6.98 vCPU,11.0 vCPU,5.37 vCPU,8.55 vCPU,13.0 vCPU,5.93 vCPU,6.12 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:18:45,9.67 vCPU,8.68 vCPU,6.78 vCPU,6.85 vCPU,7.75 vCPU,5.85 vCPU,7.68 vCPU,5.90 vCPU,6.33 vCPU,7.03 vCPU,5.85 vCPU,7.77 vCPU,8.45 vCPU,6.45 vCPU,6.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:19:00,8.45 vCPU,8.12 vCPU,7.13 vCPU,6.47 vCPU,7.17 vCPU,7.78 vCPU,6.83 vCPU,7.50 vCPU,5.77 vCPU,7.37 vCPU,6.08 vCPU,7.67 vCPU,6.68 vCPU,6.72 vCPU,6.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:19:15,8.45 vCPU,7.87 vCPU,7.23 vCPU,6.83 vCPU,6.77 vCPU,7.55 vCPU,8.00 vCPU,7.67 vCPU,5.38 vCPU,6.73 vCPU,6.10 vCPU,5.43 vCPU,5.83 vCPU,6.05 vCPU,10.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:19:30,8.35 vCPU,6.08 vCPU,7.13 vCPU,6.42 vCPU,5.72 vCPU,7.63 vCPU,8.17 vCPU,10.7 vCPU,5.22 vCPU,5.63 vCPU,5.75 vCPU,5.70 vCPU,5.93 vCPU,5.85 vCPU,12.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:19:45,7.75 vCPU,6.42 vCPU,6.85 vCPU,6.68 vCPU,6.07 vCPU,6.37 vCPU,8.00 vCPU,8.78 vCPU,8.83 vCPU,5.62 vCPU,5.88 vCPU,5.70 vCPU,5.88 vCPU,5.45 vCPU,12.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:20:00,6.82 vCPU,7.37 vCPU,9.60 vCPU,6.38 vCPU,5.72 vCPU,6.35 vCPU,8.63 vCPU,8.75 vCPU,9.27 vCPU,12.0 vCPU,10.4 vCPU,6.00 vCPU,5.97 vCPU,6.82 vCPU,9.48 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:20:15,12.9 vCPU,13.8 vCPU,15.3 vCPU,10.3 vCPU,10.9 vCPU,10.4 vCPU,11.3 vCPU,9.03 vCPU,10.0 vCPU,16.1 vCPU,15.4 vCPU,10.3 vCPU,11.4 vCPU,7.92 vCPU,9.32 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:20:30,31.4 vCPU,22.2 vCPU,30.4 vCPU,21.6 vCPU,27.1 vCPU,28.3 vCPU,27.4 vCPU,29.1 vCPU,20.6 vCPU,33.7 vCPU,34.5 vCPU,23.6 vCPU,21.2 vCPU,19.9 vCPU,29.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:20:45,90.3 vCPU,37.6 vCPU,42.2 vCPU,38.4 vCPU,39.1 vCPU,39.9 vCPU,51.1 vCPU,39.5 vCPU,36.9 vCPU,37.7 vCPU,41.1 vCPU,40.3 vCPU,36.8 vCPU,33.9 vCPU,43.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:21:00,138 vCPU,44.8 vCPU,49.9 vCPU,44.9 vCPU,44.5 vCPU,45.9 vCPU,59.1 vCPU,47.2 vCPU,46.1 vCPU,45.1 vCPU,48.3 vCPU,54.5 vCPU,41.4 vCPU,43.3 vCPU,49.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:21:15,179 vCPU,48.6 vCPU,46.7 vCPU,52.0 vCPU,38.9 vCPU,37.7 vCPU,52.5 vCPU,36.9 vCPU,44.1 vCPU,35.6 vCPU,37.4 vCPU,50.8 vCPU,41.9 vCPU,42.4 vCPU,39.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:21:30,179 vCPU,44.3 vCPU,42.1 vCPU,45.2 vCPU,37.0 vCPU,34.7 vCPU,35.9 vCPU,35.4 vCPU,37.3 vCPU,33.9 vCPU,35.3 vCPU,44.3 vCPU,35.2 vCPU,47.8 vCPU,34.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:21:45,173 vCPU,42.9 vCPU,40.1 vCPU,44.9 vCPU,35.1 vCPU,34.5 vCPU,41.3 vCPU,33.2 vCPU,35.2 vCPU,31.2 vCPU,31.4 vCPU,34.4 vCPU,35.7 vCPU,45.5 vCPU,34.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:22:00,159 vCPU,39.9 vCPU,37.8 vCPU,34.8 vCPU,32.6 vCPU,39.6 vCPU,40.1 vCPU,30.9 vCPU,31.4 vCPU,30.8 vCPU,30.5 vCPU,33.5 vCPU,33.7 vCPU,42.3 vCPU,32.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:22:15,139 vCPU,39.3 vCPU,37.7 vCPU,34.0 vCPU,31.3 vCPU,39.6 vCPU,39.6 vCPU,30.5 vCPU,29.4 vCPU,29.5 vCPU,29.2 vCPU,34.9 vCPU,33.1 vCPU,29.7 vCPU,38.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:22:30,141 vCPU,37.1 vCPU,38.5 vCPU,32.2 vCPU,30.5 vCPU,37.5 vCPU,33.3 vCPU,35.0 vCPU,30.4 vCPU,29.5 vCPU,29.6 vCPU,40.1 vCPU,31.7 vCPU,30.5 vCPU,36.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:22:45,143 vCPU,40.8 vCPU,41.0 vCPU,32.8 vCPU,31.3 vCPU,30.5 vCPU,34.9 vCPU,36.4 vCPU,31.3 vCPU,30.3 vCPU,31.6 vCPU,41.8 vCPU,43.6 vCPU,30.0 vCPU,39.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:23:00,154 vCPU,41.6 vCPU,46.1 vCPU,33.0 vCPU,32.0 vCPU,31.5 vCPU,36.7 vCPU,37.9 vCPU,35.1 vCPU,32.0 vCPU,31.7 vCPU,47.7 vCPU,45.6 vCPU,33.4 vCPU,33.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:23:15,159 vCPU,42.2 vCPU,50.5 vCPU,33.1 vCPU,34.2 vCPU,33.7 vCPU,36.1 vCPU,34.5 vCPU,36.2 vCPU,33.1 vCPU,34.2 vCPU,46.5 vCPU,45.5 vCPU,32.8 vCPU,34.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:23:30,168 vCPU,40.4 vCPU,52.9 vCPU,32.3 vCPU,33.8 vCPU,33.4 vCPU,34.5 vCPU,32.9 vCPU,37.8 vCPU,32.6 vCPU,32.6 vCPU,50.0 vCPU,34.3 vCPU,35.6 vCPU,33.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:23:45,166 vCPU,40.9 vCPU,47.9 vCPU,31.1 vCPU,32.8 vCPU,32.7 vCPU,33.8 vCPU,36.3 vCPU,35.2 vCPU,32.2 vCPU,41.6 vCPU,41.8 vCPU,32.6 vCPU,33.1 vCPU,31.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:24:00,153 vCPU,39.7 vCPU,40.2 vCPU,29.7 vCPU,30.2 vCPU,30.0 vCPU,33.3 vCPU,34.7 vCPU,35.5 vCPU,31.4 vCPU,38.7 vCPU,37.5 vCPU,31.5 vCPU,32.2 vCPU,29.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:24:15,132 vCPU,40.0 vCPU,35.9 vCPU,29.3 vCPU,29.9 vCPU,30.9 vCPU,34.3 vCPU,36.2 vCPU,41.0 vCPU,38.3 vCPU,39.2 vCPU,33.0 vCPU,31.1 vCPU,31.3 vCPU,28.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:24:30,150 vCPU,39.2 vCPU,38.4 vCPU,29.6 vCPU,38.2 vCPU,30.9 vCPU,35.5 vCPU,31.6 vCPU,42.4 vCPU,38.4 vCPU,31.4 vCPU,34.8 vCPU,31.2 vCPU,32.4 vCPU,31.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:24:45,158 vCPU,42.4 vCPU,41.2 vCPU,33.2 vCPU,46.2 vCPU,32.3 vCPU,36.0 vCPU,32.1 vCPU,42.9 vCPU,38.1 vCPU,31.9 vCPU,37.2 vCPU,33.0 vCPU,33.4 vCPU,33.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:25:00,173 vCPU,42.4 vCPU,40.6 vCPU,33.8 vCPU,46.2 vCPU,31.4 vCPU,36.0 vCPU,38.3 vCPU,36.0 vCPU,32.2 vCPU,32.9 vCPU,36.7 vCPU,33.4 vCPU,33.2 vCPU,34.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:25:15,156 vCPU,41.4 vCPU,37.8 vCPU,33.4 vCPU,38.0 vCPU,33.1 vCPU,34.0 vCPU,37.9 vCPU,35.5 vCPU,32.4 vCPU,38.6 vCPU,35.1 vCPU,34.2 vCPU,31.7 vCPU,31.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:25:30,157 vCPU,39.1 vCPU,36.1 vCPU,30.4 vCPU,32.2 vCPU,32.2 vCPU,34.5 vCPU,42.6 vCPU,35.6 vCPU,32.1 vCPU,38.7 vCPU,33.2 vCPU,32.8 vCPU,31.7 vCPU,30.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:25:45,145 vCPU,38.7 vCPU,34.8 vCPU,35.4 vCPU,30.4 vCPU,31.0 vCPU,32.6 vCPU,35.5 vCPU,34.0 vCPU,30.1 vCPU,36.9 vCPU,32.8 vCPU,31.0 vCPU,29.8 vCPU,30.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:26:00,137 vCPU,36.5 vCPU,35.7 vCPU,34.4 vCPU,35.9 vCPU,28.6 vCPU,31.8 vCPU,34.2 vCPU,33.1 vCPU,31.0 vCPU,31.6 vCPU,30.9 vCPU,29.3 vCPU,29.2 vCPU,29.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:26:15,127 vCPU,38.0 vCPU,37.1 vCPU,36.9 vCPU,35.0 vCPU,30.5 vCPU,31.9 vCPU,30.5 vCPU,31.9 vCPU,30.8 vCPU,30.9 vCPU,35.1 vCPU,36.0 vCPU,29.8 vCPU,30.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:26:30,158 vCPU,37.0 vCPU,40.1 vCPU,32.1 vCPU,37.3 vCPU,32.7 vCPU,34.9 vCPU,32.2 vCPU,35.0 vCPU,32.4 vCPU,32.4 vCPU,38.5 vCPU,37.7 vCPU,33.1 vCPU,30.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:26:45,165 vCPU,41.5 vCPU,38.9 vCPU,35.0 vCPU,37.2 vCPU,32.4 vCPU,35.4 vCPU,32.4 vCPU,35.5 vCPU,30.3 vCPU,31.1 vCPU,39.6 vCPU,38.4 vCPU,34.0 vCPU,31.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:27:00,169 vCPU,40.8 vCPU,37.9 vCPU,41.6 vCPU,37.8 vCPU,31.6 vCPU,34.9 vCPU,32.0 vCPU,36.1 vCPU,36.8 vCPU,31.2 vCPU,35.9 vCPU,32.1 vCPU,33.5 vCPU,31.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:27:15,117 vCPU,40.7 vCPU,36.1 vCPU,41.0 vCPU,36.6 vCPU,30.4 vCPU,32.6 vCPU,31.0 vCPU,33.9 vCPU,35.7 vCPU,30.2 vCPU,36.0 vCPU,30.9 vCPU,30.5 vCPU,30.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:27:30,99.9 vCPU,39.5 vCPU,37.8 vCPU,40.9 vCPU,34.1 vCPU,31.8 vCPU,34.5 vCPU,30.5 vCPU,36.0 vCPU,35.3 vCPU,29.7 vCPU,42.1 vCPU,38.1 vCPU,31.3 vCPU,31.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:27:45,75.6 vCPU,38.8 vCPU,38.7 vCPU,42.1 vCPU,32.8 vCPU,32.7 vCPU,34.1 vCPU,31.6 vCPU,34.9 vCPU,30.4 vCPU,31.0 vCPU,42.0 vCPU,38.1 vCPU,31.9 vCPU,32.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:28:00,79.9 vCPU,38.9 vCPU,39.3 vCPU,42.1 vCPU,33.8 vCPU,32.9 vCPU,34.5 vCPU,31.0 vCPU,35.2 vCPU,31.4 vCPU,31.5 vCPU,38.2 vCPU,38.3 vCPU,38.6 vCPU,33.7 vCPU,,,,,,,,,,,,,,,
