"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}"
2025-11-28 19:21:00,716 kb/s,636 kb/s,639 kb/s,621 kb/s,665 kb/s,601 kb/s,617 kb/s,628 kb/s,641 kb/s,640 kb/s,673 kb/s,606 kb/s,,,,,,,,,,,,
2025-11-28 19:21:15,751 kb/s,681 kb/s,680 kb/s,637 kb/s,699 kb/s,623 kb/s,669 kb/s,672 kb/s,660 kb/s,675 kb/s,705 kb/s,631 kb/s,,,,,,,,,,,,
2025-11-28 19:21:30,764 kb/s,693 kb/s,677 kb/s,665 kb/s,700 kb/s,636 kb/s,671 kb/s,669 kb/s,665 kb/s,670 kb/s,703 kb/s,628 kb/s,,,,,,,,,,,,
2025-11-28 19:21:45,754 kb/s,687 kb/s,686 kb/s,671 kb/s,704 kb/s,642 kb/s,678 kb/s,683 kb/s,683 kb/s,690 kb/s,680 kb/s,623 kb/s,,,,,,,,,,,,
2025-11-28 19:22:00,785 kb/s,683 kb/s,659 kb/s,668 kb/s,729 kb/s,638 kb/s,663 kb/s,662 kb/s,680 kb/s,680 kb/s,705 kb/s,648 kb/s,,,,,,,,,,,,
2025-11-28 19:22:15,788 kb/s,698 kb/s,688 kb/s,671 kb/s,726 kb/s,627 kb/s,696 kb/s,679 kb/s,677 kb/s,682 kb/s,706 kb/s,646 kb/s,,,,,,,,,,,,
2025-11-28 19:22:30,784 kb/s,701 kb/s,684 kb/s,694 kb/s,715 kb/s,640 kb/s,693 kb/s,683 kb/s,663 kb/s,659 kb/s,708 kb/s,649 kb/s,,,,,,,,,,,,
2025-11-28 19:22:45,755 kb/s,700 kb/s,683 kb/s,698 kb/s,704 kb/s,647 kb/s,701 kb/s,693 kb/s,690 kb/s,679 kb/s,693 kb/s,635 kb/s,,,,,,,,,,,,
2025-11-28 19:23:00,786 kb/s,687 kb/s,665 kb/s,699 kb/s,730 kb/s,648 kb/s,689 kb/s,672 kb/s,686 kb/s,674 kb/s,711 kb/s,661 kb/s,,,,,,,,,,,,
2025-11-28 19:23:15,791 kb/s,704 kb/s,692 kb/s,700 kb/s,720 kb/s,640 kb/s,707 kb/s,692 kb/s,669 kb/s,693 kb/s,709 kb/s,656 kb/s,,,,,,,,,,,,
2025-11-28 19:23:30,783 kb/s,711 kb/s,685 kb/s,718 kb/s,712 kb/s,661 kb/s,703 kb/s,692 kb/s,657 kb/s,665 kb/s,706 kb/s,660 kb/s,,,,,,,,,,,,
2025-11-28 19:23:45,769 kb/s,699 kb/s,689 kb/s,724 kb/s,700 kb/s,661 kb/s,710 kb/s,695 kb/s,676 kb/s,690 kb/s,687 kb/s,660 kb/s,,,,,,,,,,,,
2025-11-28 19:24:00,797 kb/s,692 kb/s,665 kb/s,722 kb/s,723 kb/s,655 kb/s,695 kb/s,673 kb/s,680 kb/s,686 kb/s,693 kb/s,671 kb/s,,,,,,,,,,,,
2025-11-28 19:24:15,803 kb/s,713 kb/s,688 kb/s,710 kb/s,726 kb/s,638 kb/s,710 kb/s,687 kb/s,669 kb/s,694 kb/s,689 kb/s,676 kb/s,,,,,,,,,,,,
2025-11-28 19:24:30,803 kb/s,713 kb/s,678 kb/s,730 kb/s,721 kb/s,663 kb/s,705 kb/s,678 kb/s,653 kb/s,670 kb/s,686 kb/s,677 kb/s,,,,,,,,,,,,
2025-11-28 19:24:45,798 kb/s,694 kb/s,679 kb/s,737 kb/s,722 kb/s,673 kb/s,709 kb/s,683 kb/s,669 kb/s,686 kb/s,665 kb/s,668 kb/s,,,,,,,,,,,,
2025-11-28 19:25:00,837 kb/s,681 kb/s,658 kb/s,742 kb/s,752 kb/s,663 kb/s,681 kb/s,660 kb/s,670 kb/s,674 kb/s,696 kb/s,684 kb/s,,,,,,,,,,,,
2025-11-28 19:25:15,842 kb/s,710 kb/s,675 kb/s,721 kb/s,746 kb/s,647 kb/s,703 kb/s,681 kb/s,658 kb/s,688 kb/s,697 kb/s,686 kb/s,,,,,,,,,,,,
2025-11-28 19:25:30,839 kb/s,710 kb/s,677 kb/s,743 kb/s,735 kb/s,662 kb/s,698 kb/s,675 kb/s,652 kb/s,665 kb/s,690 kb/s,682 kb/s,,,,,,,,,,,,
2025-11-28 19:25:45,825 kb/s,711 kb/s,688 kb/s,739 kb/s,709 kb/s,662 kb/s,707 kb/s,679 kb/s,666 kb/s,684 kb/s,673 kb/s,661 kb/s,,,,,,,,,,,,
2025-11-28 19:26:00,849 kb/s,696 kb/s,669 kb/s,735 kb/s,717 kb/s,652 kb/s,682 kb/s,659 kb/s,681 kb/s,679 kb/s,693 kb/s,677 kb/s,,,,,,,,,,,,
2025-11-28 19:26:15,847 kb/s,699 kb/s,694 kb/s,711 kb/s,716 kb/s,645 kb/s,707 kb/s,682 kb/s,670 kb/s,684 kb/s,698 kb/s,681 kb/s,,,,,,,,,,,,
2025-11-28 19:26:30,838 kb/s,699 kb/s,701 kb/s,731 kb/s,704 kb/s,661 kb/s,709 kb/s,672 kb/s,663 kb/s,668 kb/s,701 kb/s,679 kb/s,,,,,,,,,,,,
2025-11-28 19:26:45,814 kb/s,693 kb/s,710 kb/s,740 kb/s,682 kb/s,674 kb/s,715 kb/s,677 kb/s,685 kb/s,693 kb/s,684 kb/s,659 kb/s,,,,,,,,,,,,
2025-11-28 19:27:00,838 kb/s,684 kb/s,688 kb/s,731 kb/s,700 kb/s,666 kb/s,688 kb/s,659 kb/s,691 kb/s,693 kb/s,700 kb/s,676 kb/s,,,,,,,,,,,,
2025-11-28 19:27:15,840 kb/s,694 kb/s,716 kb/s,709 kb/s,702 kb/s,657 kb/s,715 kb/s,682 kb/s,685 kb/s,699 kb/s,691 kb/s,671 kb/s,,,,,,,,,,,,
2025-11-28 19:27:30,840 kb/s,692 kb/s,721 kb/s,731 kb/s,703 kb/s,668 kb/s,710 kb/s,671 kb/s,662 kb/s,681 kb/s,688 kb/s,668 kb/s,,,,,,,,,,,,
2025-11-28 19:27:45,819 kb/s,682 kb/s,730 kb/s,727 kb/s,680 kb/s,673 kb/s,717 kb/s,676 kb/s,686 kb/s,703 kb/s,671 kb/s,642 kb/s,,,,,,,,,,,,
2025-11-28 19:28:00,839 kb/s,664 kb/s,704 kb/s,715 kb/s,709 kb/s,669 kb/s,709 kb/s,653 kb/s,695 kb/s,692 kb/s,687 kb/s,661 kb/s,,,,,,,,,,,,
2025-11-28 19:28:15,844 kb/s,681 kb/s,724 kb/s,699 kb/s,723 kb/s,653 kb/s,732 kb/s,675 kb/s,687 kb/s,702 kb/s,697 kb/s,665 kb/s,,,,,,,,,,,,
2025-11-28 19:28:30,838 kb/s,688 kb/s,719 kb/s,710 kb/s,716 kb/s,674 kb/s,727 kb/s,680 kb/s,672 kb/s,672 kb/s,696 kb/s,665 kb/s,,,,,,,,,,,,
2025-11-28 19:28:45,815 kb/s,674 kb/s,733 kb/s,714 kb/s,698 kb/s,679 kb/s,730 kb/s,682 kb/s,682 kb/s,691 kb/s,685 kb/s,649 kb/s,,,,,,,,,,,,
2025-11-28 19:29:00,828 kb/s,663 kb/s,712 kb/s,712 kb/s,721 kb/s,672 kb/s,714 kb/s,663 kb/s,678 kb/s,690 kb/s,704 kb/s,665 kb/s,,,,,,,,,,,,
2025-11-28 19:29:15,828 kb/s,686 kb/s,729 kb/s,698 kb/s,717 kb/s,657 kb/s,738 kb/s,677 kb/s,676 kb/s,701 kb/s,702 kb/s,663 kb/s,,,,,,,,,,,,
2025-11-28 19:29:30,812 kb/s,693 kb/s,727 kb/s,714 kb/s,707 kb/s,669 kb/s,730 kb/s,670 kb/s,660 kb/s,685 kb/s,704 kb/s,660 kb/s,,,,,,,,,,,,
2025-11-28 19:29:45,783 kb/s,690 kb/s,730 kb/s,702 kb/s,674 kb/s,674 kb/s,739 kb/s,671 kb/s,676 kb/s,721 kb/s,678 kb/s,642 kb/s,,,,,,,,,,,,
2025-11-28 19:30:00,799 kb/s,664 kb/s,713 kb/s,701 kb/s,688 kb/s,667 kb/s,705 kb/s,652 kb/s,678 kb/s,707 kb/s,705 kb/s,655 kb/s,,,,,,,,,,,,
2025-11-28 19:30:15,800 kb/s,677 kb/s,729 kb/s,677 kb/s,691 kb/s,654 kb/s,730 kb/s,666 kb/s,670 kb/s,717 kb/s,700 kb/s,656 kb/s,,,,,,,,,,,,
2025-11-28 19:30:30,796 kb/s,668 kb/s,726 kb/s,689 kb/s,680 kb/s,668 kb/s,726 kb/s,668 kb/s,649 kb/s,698 kb/s,698 kb/s,652 kb/s,,,,,,,,,,,,
2025-11-28 19:30:45,781 kb/s,659 kb/s,729 kb/s,686 kb/s,667 kb/s,679 kb/s,725 kb/s,665 kb/s,661 kb/s,720 kb/s,678 kb/s,640 kb/s,,,,,,,,,,,,
2025-11-28 19:31:00,804 kb/s,653 kb/s,700 kb/s,680 kb/s,670 kb/s,677 kb/s,698 kb/s,642 kb/s,659 kb/s,714 kb/s,692 kb/s,662 kb/s,,,,,,,,,,,,
2025-11-28 19:31:15,817 kb/s,667 kb/s,708 kb/s,660 kb/s,668 kb/s,663 kb/s,714 kb/s,662 kb/s,653 kb/s,715 kb/s,695 kb/s,657 kb/s,,,,,,,,,,,,
2025-11-28 19:31:30,810 kb/s,661 kb/s,700 kb/s,667 kb/s,667 kb/s,673 kb/s,706 kb/s,662 kb/s,633 kb/s,687 kb/s,688 kb/s,654 kb/s,,,,,,,,,,,,
2025-11-28 19:31:45,787 kb/s,649 kb/s,698 kb/s,672 kb/s,644 kb/s,672 kb/s,710 kb/s,668 kb/s,644 kb/s,700 kb/s,672 kb/s,640 kb/s,,,,,,,,,,,,
2025-11-28 19:31:51,,,,,,,,,,,,,650 kb/s,696 kb/s,672 kb/s,672 kb/s,649 kb/s,710 kb/s,698 kb/s,668 kb/s,787 kb/s,660 kb/s,693 kb/s,656 kb/s
