"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}"
2025-11-28 19:21:00,955 kb/s,864 kb/s,835 kb/s,687 kb/s,759 kb/s,711 kb/s,767 kb/s,789 kb/s,825 kb/s,815 kb/s,841 kb/s,784 kb/s,,,,,,,,,,,,
2025-11-28 19:21:15,997 kb/s,905 kb/s,891 kb/s,704 kb/s,787 kb/s,728 kb/s,811 kb/s,830 kb/s,868 kb/s,851 kb/s,872 kb/s,817 kb/s,,,,,,,,,,,,
2025-11-28 19:21:30,996 kb/s,915 kb/s,892 kb/s,726 kb/s,790 kb/s,766 kb/s,822 kb/s,832 kb/s,866 kb/s,849 kb/s,881 kb/s,831 kb/s,,,,,,,,,,,,
2025-11-28 19:21:45,982 kb/s,922 kb/s,901 kb/s,734 kb/s,778 kb/s,772 kb/s,834 kb/s,835 kb/s,894 kb/s,884 kb/s,880 kb/s,826 kb/s,,,,,,,,,,,,
2025-11-28 19:22:00,1.01 Mb/s,901 kb/s,892 kb/s,745 kb/s,799 kb/s,771 kb/s,820 kb/s,821 kb/s,912 kb/s,888 kb/s,896 kb/s,846 kb/s,,,,,,,,,,,,
2025-11-28 19:22:15,1.01 Mb/s,919 kb/s,905 kb/s,751 kb/s,809 kb/s,762 kb/s,831 kb/s,845 kb/s,899 kb/s,903 kb/s,900 kb/s,849 kb/s,,,,,,,,,,,,
2025-11-28 19:22:30,1.01 Mb/s,917 kb/s,903 kb/s,775 kb/s,816 kb/s,787 kb/s,832 kb/s,835 kb/s,895 kb/s,892 kb/s,895 kb/s,846 kb/s,,,,,,,,,,,,
2025-11-28 19:22:45,1.01 Mb/s,907 kb/s,921 kb/s,792 kb/s,809 kb/s,791 kb/s,841 kb/s,838 kb/s,910 kb/s,917 kb/s,895 kb/s,835 kb/s,,,,,,,,,,,,
2025-11-28 19:23:00,1.03 Mb/s,891 kb/s,900 kb/s,796 kb/s,826 kb/s,782 kb/s,827 kb/s,827 kb/s,921 kb/s,915 kb/s,918 kb/s,853 kb/s,,,,,,,,,,,,
2025-11-28 19:23:15,1.04 Mb/s,910 kb/s,918 kb/s,796 kb/s,840 kb/s,769 kb/s,850 kb/s,852 kb/s,922 kb/s,913 kb/s,924 kb/s,861 kb/s,,,,,,,,,,,,
2025-11-28 19:23:30,1.04 Mb/s,906 kb/s,927 kb/s,821 kb/s,839 kb/s,783 kb/s,848 kb/s,849 kb/s,909 kb/s,903 kb/s,929 kb/s,863 kb/s,,,,,,,,,,,,
2025-11-28 19:23:45,1.03 Mb/s,904 kb/s,936 kb/s,826 kb/s,827 kb/s,787 kb/s,849 kb/s,856 kb/s,926 kb/s,925 kb/s,919 kb/s,840 kb/s,,,,,,,,,,,,
2025-11-28 19:24:00,1.04 Mb/s,883 kb/s,920 kb/s,824 kb/s,843 kb/s,788 kb/s,815 kb/s,842 kb/s,932 kb/s,921 kb/s,948 kb/s,867 kb/s,,,,,,,,,,,,
2025-11-28 19:24:15,1.04 Mb/s,900 kb/s,935 kb/s,822 kb/s,844 kb/s,784 kb/s,845 kb/s,863 kb/s,933 kb/s,925 kb/s,946 kb/s,866 kb/s,,,,,,,,,,,,
2025-11-28 19:24:30,1.04 Mb/s,906 kb/s,945 kb/s,845 kb/s,841 kb/s,800 kb/s,837 kb/s,865 kb/s,924 kb/s,906 kb/s,950 kb/s,867 kb/s,,,,,,,,,,,,
2025-11-28 19:24:45,1.02 Mb/s,911 kb/s,959 kb/s,847 kb/s,815 kb/s,798 kb/s,847 kb/s,873 kb/s,946 kb/s,935 kb/s,946 kb/s,851 kb/s,,,,,,,,,,,,
2025-11-28 19:25:00,1.03 Mb/s,895 kb/s,944 kb/s,839 kb/s,824 kb/s,805 kb/s,837 kb/s,860 kb/s,948 kb/s,934 kb/s,958 kb/s,868 kb/s,,,,,,,,,,,,
2025-11-28 19:25:15,1.02 Mb/s,914 kb/s,965 kb/s,838 kb/s,835 kb/s,802 kb/s,858 kb/s,877 kb/s,948 kb/s,942 kb/s,965 kb/s,870 kb/s,,,,,,,,,,,,
2025-11-28 19:25:30,1.03 Mb/s,914 kb/s,958 kb/s,859 kb/s,833 kb/s,812 kb/s,854 kb/s,877 kb/s,937 kb/s,920 kb/s,967 kb/s,872 kb/s,,,,,,,,,,,,
2025-11-28 19:25:45,1.01 Mb/s,902 kb/s,956 kb/s,858 kb/s,824 kb/s,815 kb/s,857 kb/s,882 kb/s,961 kb/s,942 kb/s,953 kb/s,864 kb/s,,,,,,,,,,,,
2025-11-28 19:26:00,1.03 Mb/s,890 kb/s,931 kb/s,853 kb/s,848 kb/s,818 kb/s,844 kb/s,865 kb/s,950 kb/s,935 kb/s,970 kb/s,883 kb/s,,,,,,,,,,,,
2025-11-28 19:26:15,1.04 Mb/s,914 kb/s,941 kb/s,853 kb/s,853 kb/s,800 kb/s,859 kb/s,885 kb/s,954 kb/s,950 kb/s,966 kb/s,876 kb/s,,,,,,,,,,,,
2025-11-28 19:26:30,1.04 Mb/s,911 kb/s,924 kb/s,878 kb/s,851 kb/s,822 kb/s,851 kb/s,882 kb/s,938 kb/s,925 kb/s,961 kb/s,879 kb/s,,,,,,,,,,,,
2025-11-28 19:26:45,1.03 Mb/s,928 kb/s,929 kb/s,880 kb/s,845 kb/s,824 kb/s,860 kb/s,897 kb/s,955 kb/s,949 kb/s,948 kb/s,862 kb/s,,,,,,,,,,,,
2025-11-28 19:27:00,1.05 Mb/s,912 kb/s,911 kb/s,877 kb/s,866 kb/s,822 kb/s,853 kb/s,878 kb/s,960 kb/s,946 kb/s,965 kb/s,881 kb/s,,,,,,,,,,,,
2025-11-28 19:27:15,1.05 Mb/s,933 kb/s,923 kb/s,871 kb/s,865 kb/s,807 kb/s,864 kb/s,894 kb/s,949 kb/s,953 kb/s,973 kb/s,887 kb/s,,,,,,,,,,,,
2025-11-28 19:27:30,1.04 Mb/s,937 kb/s,909 kb/s,884 kb/s,850 kb/s,828 kb/s,865 kb/s,902 kb/s,941 kb/s,925 kb/s,964 kb/s,886 kb/s,,,,,,,,,,,,
2025-11-28 19:27:45,1.03 Mb/s,937 kb/s,915 kb/s,892 kb/s,840 kb/s,828 kb/s,863 kb/s,908 kb/s,955 kb/s,941 kb/s,945 kb/s,875 kb/s,,,,,,,,,,,,
2025-11-28 19:28:00,1.04 Mb/s,925 kb/s,898 kb/s,896 kb/s,852 kb/s,830 kb/s,837 kb/s,891 kb/s,950 kb/s,943 kb/s,964 kb/s,889 kb/s,,,,,,,,,,,,
2025-11-28 19:28:15,1.05 Mb/s,945 kb/s,929 kb/s,885 kb/s,846 kb/s,825 kb/s,862 kb/s,909 kb/s,948 kb/s,952 kb/s,956 kb/s,887 kb/s,,,,,,,,,,,,
2025-11-28 19:28:30,1.04 Mb/s,939 kb/s,928 kb/s,915 kb/s,848 kb/s,839 kb/s,861 kb/s,901 kb/s,935 kb/s,941 kb/s,953 kb/s,884 kb/s,,,,,,,,,,,,
2025-11-28 19:28:45,1.03 Mb/s,941 kb/s,936 kb/s,913 kb/s,833 kb/s,842 kb/s,871 kb/s,908 kb/s,957 kb/s,964 kb/s,932 kb/s,866 kb/s,,,,,,,,,,,,
2025-11-28 19:29:00,1.06 Mb/s,925 kb/s,918 kb/s,905 kb/s,849 kb/s,842 kb/s,846 kb/s,891 kb/s,966 kb/s,957 kb/s,953 kb/s,885 kb/s,,,,,,,,,,,,
2025-11-28 19:29:15,1.07 Mb/s,932 kb/s,933 kb/s,887 kb/s,845 kb/s,837 kb/s,866 kb/s,911 kb/s,957 kb/s,970 kb/s,949 kb/s,885 kb/s,,,,,,,,,,,,
2025-11-28 19:29:30,1.06 Mb/s,921 kb/s,920 kb/s,904 kb/s,844 kb/s,856 kb/s,861 kb/s,906 kb/s,948 kb/s,939 kb/s,945 kb/s,890 kb/s,,,,,,,,,,,,
2025-11-28 19:29:45,1.05 Mb/s,909 kb/s,923 kb/s,914 kb/s,834 kb/s,850 kb/s,855 kb/s,908 kb/s,965 kb/s,942 kb/s,930 kb/s,876 kb/s,,,,,,,,,,,,
2025-11-28 19:30:00,1.08 Mb/s,889 kb/s,898 kb/s,897 kb/s,831 kb/s,840 kb/s,842 kb/s,884 kb/s,956 kb/s,937 kb/s,938 kb/s,888 kb/s,,,,,,,,,,,,
2025-11-28 19:30:15,1.07 Mb/s,901 kb/s,917 kb/s,881 kb/s,823 kb/s,826 kb/s,853 kb/s,899 kb/s,943 kb/s,939 kb/s,936 kb/s,883 kb/s,,,,,,,,,,,,
2025-11-28 19:30:30,1.07 Mb/s,914 kb/s,912 kb/s,899 kb/s,816 kb/s,846 kb/s,845 kb/s,887 kb/s,931 kb/s,916 kb/s,928 kb/s,881 kb/s,,,,,,,,,,,,
2025-11-28 19:30:45,1.03 Mb/s,911 kb/s,911 kb/s,901 kb/s,794 kb/s,839 kb/s,848 kb/s,894 kb/s,949 kb/s,938 kb/s,914 kb/s,861 kb/s,,,,,,,,,,,,
2025-11-28 19:31:00,1.05 Mb/s,895 kb/s,897 kb/s,893 kb/s,802 kb/s,825 kb/s,828 kb/s,871 kb/s,944 kb/s,930 kb/s,934 kb/s,876 kb/s,,,,,,,,,,,,
2025-11-28 19:31:15,1.04 Mb/s,910 kb/s,927 kb/s,873 kb/s,801 kb/s,807 kb/s,853 kb/s,884 kb/s,930 kb/s,938 kb/s,926 kb/s,875 kb/s,,,,,,,,,,,,
2025-11-28 19:31:30,1.02 Mb/s,894 kb/s,914 kb/s,890 kb/s,784 kb/s,819 kb/s,843 kb/s,867 kb/s,913 kb/s,913 kb/s,927 kb/s,873 kb/s,,,,,,,,,,,,
2025-11-28 19:31:45,993 kb/s,893 kb/s,921 kb/s,887 kb/s,759 kb/s,822 kb/s,835 kb/s,867 kb/s,926 kb/s,926 kb/s,905 kb/s,850 kb/s,,,,,,,,,,,,
2025-11-28 19:31:51,,,,,,,,,,,,,927 kb/s,921 kb/s,887 kb/s,822 kb/s,893 kb/s,835 kb/s,921 kb/s,867 kb/s,993 kb/s,762 kb/s,922 kb/s,864 kb/s
