"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}"
2025-11-16 14:09:45,828 kb/s,726 kb/s,754 kb/s,776 kb/s,776 kb/s,641 kb/s,702 kb/s,712 kb/s,718 kb/s,662 kb/s,819 kb/s,653 kb/s,659 kb/s,752 kb/s,720 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:10:00,808 kb/s,748 kb/s,755 kb/s,791 kb/s,776 kb/s,632 kb/s,731 kb/s,724 kb/s,697 kb/s,669 kb/s,837 kb/s,667 kb/s,652 kb/s,763 kb/s,719 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:10:15,836 kb/s,739 kb/s,765 kb/s,803 kb/s,791 kb/s,627 kb/s,724 kb/s,718 kb/s,711 kb/s,674 kb/s,831 kb/s,657 kb/s,662 kb/s,742 kb/s,720 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:10:30,836 kb/s,752 kb/s,763 kb/s,784 kb/s,781 kb/s,639 kb/s,727 kb/s,730 kb/s,701 kb/s,669 kb/s,818 kb/s,681 kb/s,652 kb/s,758 kb/s,730 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:10:45,852 kb/s,732 kb/s,773 kb/s,770 kb/s,813 kb/s,644 kb/s,714 kb/s,722 kb/s,709 kb/s,669 kb/s,801 kb/s,676 kb/s,671 kb/s,747 kb/s,725 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:11:00,822 kb/s,746 kb/s,766 kb/s,771 kb/s,807 kb/s,637 kb/s,731 kb/s,723 kb/s,685 kb/s,673 kb/s,821 kb/s,689 kb/s,668 kb/s,756 kb/s,725 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:11:15,852 kb/s,736 kb/s,772 kb/s,785 kb/s,824 kb/s,633 kb/s,723 kb/s,704 kb/s,711 kb/s,684 kb/s,822 kb/s,673 kb/s,672 kb/s,728 kb/s,716 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:11:30,848 kb/s,744 kb/s,766 kb/s,780 kb/s,806 kb/s,654 kb/s,735 kb/s,713 kb/s,705 kb/s,675 kb/s,812 kb/s,690 kb/s,660 kb/s,735 kb/s,726 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:11:45,862 kb/s,726 kb/s,782 kb/s,769 kb/s,829 kb/s,659 kb/s,713 kb/s,706 kb/s,719 kb/s,671 kb/s,797 kb/s,681 kb/s,673 kb/s,732 kb/s,713 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:12:00,835 kb/s,739 kb/s,772 kb/s,785 kb/s,826 kb/s,647 kb/s,730 kb/s,713 kb/s,714 kb/s,672 kb/s,823 kb/s,695 kb/s,673 kb/s,741 kb/s,709 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:12:15,854 kb/s,726 kb/s,768 kb/s,796 kb/s,832 kb/s,642 kb/s,721 kb/s,698 kb/s,729 kb/s,678 kb/s,830 kb/s,687 kb/s,682 kb/s,705 kb/s,712 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:12:30,849 kb/s,735 kb/s,754 kb/s,791 kb/s,799 kb/s,658 kb/s,724 kb/s,708 kb/s,724 kb/s,673 kb/s,826 kb/s,710 kb/s,668 kb/s,724 kb/s,718 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:12:45,856 kb/s,715 kb/s,764 kb/s,797 kb/s,826 kb/s,665 kb/s,697 kb/s,705 kb/s,733 kb/s,674 kb/s,807 kb/s,705 kb/s,681 kb/s,716 kb/s,711 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:13:00,834 kb/s,733 kb/s,752 kb/s,803 kb/s,820 kb/s,661 kb/s,718 kb/s,703 kb/s,723 kb/s,676 kb/s,826 kb/s,720 kb/s,678 kb/s,730 kb/s,710 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:13:15,848 kb/s,725 kb/s,761 kb/s,811 kb/s,829 kb/s,656 kb/s,713 kb/s,688 kb/s,746 kb/s,689 kb/s,829 kb/s,695 kb/s,687 kb/s,703 kb/s,702 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:13:30,844 kb/s,733 kb/s,744 kb/s,806 kb/s,806 kb/s,661 kb/s,722 kb/s,698 kb/s,744 kb/s,682 kb/s,818 kb/s,713 kb/s,666 kb/s,727 kb/s,704 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:13:45,855 kb/s,707 kb/s,748 kb/s,799 kb/s,836 kb/s,666 kb/s,698 kb/s,687 kb/s,761 kb/s,676 kb/s,795 kb/s,705 kb/s,684 kb/s,720 kb/s,697 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:14:00,826 kb/s,720 kb/s,741 kb/s,804 kb/s,824 kb/s,661 kb/s,714 kb/s,688 kb/s,739 kb/s,688 kb/s,810 kb/s,721 kb/s,677 kb/s,729 kb/s,705 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:14:15,844 kb/s,711 kb/s,736 kb/s,807 kb/s,842 kb/s,649 kb/s,705 kb/s,674 kb/s,751 kb/s,693 kb/s,811 kb/s,700 kb/s,681 kb/s,708 kb/s,697 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:14:30,838 kb/s,721 kb/s,719 kb/s,806 kb/s,826 kb/s,662 kb/s,710 kb/s,674 kb/s,735 kb/s,677 kb/s,793 kb/s,715 kb/s,667 kb/s,722 kb/s,705 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:14:45,842 kb/s,699 kb/s,728 kb/s,796 kb/s,846 kb/s,663 kb/s,689 kb/s,665 kb/s,747 kb/s,671 kb/s,771 kb/s,701 kb/s,687 kb/s,715 kb/s,704 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:15:00,821 kb/s,714 kb/s,719 kb/s,799 kb/s,837 kb/s,658 kb/s,701 kb/s,665 kb/s,731 kb/s,678 kb/s,790 kb/s,705 kb/s,675 kb/s,728 kb/s,702 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:15:15,846 kb/s,704 kb/s,716 kb/s,816 kb/s,846 kb/s,651 kb/s,695 kb/s,660 kb/s,753 kb/s,680 kb/s,791 kb/s,686 kb/s,672 kb/s,707 kb/s,700 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:15:30,838 kb/s,710 kb/s,708 kb/s,808 kb/s,810 kb/s,664 kb/s,705 kb/s,676 kb/s,747 kb/s,668 kb/s,777 kb/s,696 kb/s,655 kb/s,727 kb/s,716 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:15:45,849 kb/s,693 kb/s,724 kb/s,800 kb/s,834 kb/s,670 kb/s,687 kb/s,663 kb/s,754 kb/s,661 kb/s,762 kb/s,687 kb/s,670 kb/s,718 kb/s,709 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:16:00,822 kb/s,710 kb/s,718 kb/s,802 kb/s,827 kb/s,668 kb/s,702 kb/s,669 kb/s,734 kb/s,666 kb/s,780 kb/s,693 kb/s,661 kb/s,729 kb/s,708 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:16:15,848 kb/s,698 kb/s,719 kb/s,806 kb/s,836 kb/s,655 kb/s,696 kb/s,661 kb/s,752 kb/s,674 kb/s,776 kb/s,674 kb/s,672 kb/s,716 kb/s,703 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:16:30,837 kb/s,712 kb/s,712 kb/s,795 kb/s,806 kb/s,668 kb/s,707 kb/s,674 kb/s,752 kb/s,663 kb/s,767 kb/s,684 kb/s,659 kb/s,737 kb/s,713 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:16:45,849 kb/s,701 kb/s,726 kb/s,783 kb/s,835 kb/s,674 kb/s,689 kb/s,662 kb/s,756 kb/s,665 kb/s,753 kb/s,677 kb/s,666 kb/s,728 kb/s,698 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:17:00,821 kb/s,718 kb/s,722 kb/s,789 kb/s,827 kb/s,668 kb/s,700 kb/s,663 kb/s,737 kb/s,668 kb/s,777 kb/s,684 kb/s,659 kb/s,743 kb/s,692 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:17:15,845 kb/s,709 kb/s,735 kb/s,792 kb/s,836 kb/s,655 kb/s,699 kb/s,654 kb/s,756 kb/s,674 kb/s,775 kb/s,664 kb/s,671 kb/s,726 kb/s,689 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:17:30,848 kb/s,719 kb/s,726 kb/s,780 kb/s,810 kb/s,668 kb/s,714 kb/s,664 kb/s,749 kb/s,667 kb/s,767 kb/s,685 kb/s,660 kb/s,749 kb/s,694 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:17:45,848 kb/s,701 kb/s,736 kb/s,782 kb/s,836 kb/s,673 kb/s,687 kb/s,659 kb/s,757 kb/s,664 kb/s,753 kb/s,674 kb/s,675 kb/s,742 kb/s,683 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:18:00,837 kb/s,718 kb/s,730 kb/s,798 kb/s,824 kb/s,664 kb/s,704 kb/s,665 kb/s,735 kb/s,664 kb/s,762 kb/s,683 kb/s,672 kb/s,751 kb/s,679 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:18:15,859 kb/s,704 kb/s,731 kb/s,796 kb/s,828 kb/s,657 kb/s,703 kb/s,664 kb/s,757 kb/s,675 kb/s,765 kb/s,663 kb/s,685 kb/s,723 kb/s,682 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:18:30,848 kb/s,712 kb/s,725 kb/s,784 kb/s,797 kb/s,677 kb/s,713 kb/s,681 kb/s,743 kb/s,673 kb/s,767 kb/s,672 kb/s,673 kb/s,744 kb/s,692 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:18:45,850 kb/s,692 kb/s,736 kb/s,769 kb/s,813 kb/s,683 kb/s,689 kb/s,677 kb/s,755 kb/s,663 kb/s,751 kb/s,659 kb/s,683 kb/s,725 kb/s,687 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:19:00,828 kb/s,702 kb/s,730 kb/s,766 kb/s,802 kb/s,683 kb/s,707 kb/s,682 kb/s,736 kb/s,673 kb/s,766 kb/s,668 kb/s,678 kb/s,727 kb/s,698 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:19:04,,,,,,,,,,,,,,,,701 kb/s,689 kb/s,802 kb/s,678 kb/s,730 kb/s,683 kb/s,668 kb/s,727 kb/s,682 kb/s,698 kb/s,673 kb/s,766 kb/s,766 kb/s,753 kb/s,854 kb/s
