"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}"
2025-11-30 01:33:00,930 kb/s,766 kb/s,795 kb/s,877 kb/s,872 kb/s,855 kb/s,883 kb/s,793 kb/s,827 kb/s,783 kb/s,823 kb/s,782 kb/s,,,,,,,,,,,,
2025-11-30 01:33:15,966 kb/s,790 kb/s,824 kb/s,903 kb/s,873 kb/s,876 kb/s,925 kb/s,825 kb/s,857 kb/s,811 kb/s,853 kb/s,792 kb/s,,,,,,,,,,,,
2025-11-30 01:33:30,972 kb/s,786 kb/s,834 kb/s,894 kb/s,904 kb/s,903 kb/s,934 kb/s,812 kb/s,879 kb/s,818 kb/s,859 kb/s,791 kb/s,,,,,,,,,,,,
2025-11-30 01:33:45,964 kb/s,797 kb/s,814 kb/s,913 kb/s,908 kb/s,909 kb/s,944 kb/s,822 kb/s,867 kb/s,800 kb/s,863 kb/s,782 kb/s,,,,,,,,,,,,
2025-11-30 01:34:00,936 kb/s,802 kb/s,836 kb/s,919 kb/s,920 kb/s,906 kb/s,956 kb/s,826 kb/s,876 kb/s,816 kb/s,874 kb/s,805 kb/s,,,,,,,,,,,,
2025-11-30 01:34:15,955 kb/s,793 kb/s,833 kb/s,908 kb/s,899 kb/s,888 kb/s,970 kb/s,825 kb/s,876 kb/s,822 kb/s,871 kb/s,808 kb/s,,,,,,,,,,,,
2025-11-30 01:34:30,957 kb/s,785 kb/s,836 kb/s,897 kb/s,916 kb/s,908 kb/s,959 kb/s,814 kb/s,885 kb/s,821 kb/s,873 kb/s,802 kb/s,,,,,,,,,,,,
2025-11-30 01:34:45,942 kb/s,990 kb/s,815 kb/s,914 kb/s,917 kb/s,911 kb/s,1.16 Mb/s,831 kb/s,1.17 Mb/s,1.01 Mb/s,870 kb/s,975 kb/s,,,,,,,,,,,,
2025-11-30 01:35:00,1.36 Mb/s,1.21 Mb/s,1.01 Mb/s,1.09 Mb/s,1.22 Mb/s,1.10 Mb/s,1.38 Mb/s,1.03 Mb/s,1.40 Mb/s,1.25 Mb/s,1.07 Mb/s,1.20 Mb/s,,,,,,,,,,,,
2025-11-30 01:35:15,1.62 Mb/s,1.43 Mb/s,1.23 Mb/s,1.32 Mb/s,1.70 Mb/s,1.54 Mb/s,1.60 Mb/s,1.25 Mb/s,1.63 Mb/s,1.47 Mb/s,1.29 Mb/s,1.42 Mb/s,,,,,,,,,,,,
2025-11-30 01:35:30,1.84 Mb/s,1.83 Mb/s,1.69 Mb/s,1.72 Mb/s,1.95 Mb/s,1.77 Mb/s,1.80 Mb/s,1.67 Mb/s,1.84 Mb/s,1.67 Mb/s,1.70 Mb/s,1.62 Mb/s,,,,,,,,,,,,
2025-11-30 01:35:45,2.08 Mb/s,2.06 Mb/s,2.12 Mb/s,1.96 Mb/s,2.16 Mb/s,1.99 Mb/s,2.25 Mb/s,1.91 Mb/s,2.37 Mb/s,2.11 Mb/s,2.06 Mb/s,2.03 Mb/s,,,,,,,,,,,,
2025-11-30 01:36:00,2.51 Mb/s,2.28 Mb/s,2.33 Mb/s,2.16 Mb/s,2.36 Mb/s,2.19 Mb/s,2.49 Mb/s,2.12 Mb/s,2.62 Mb/s,2.34 Mb/s,2.27 Mb/s,2.27 Mb/s,,,,,,,,,,,,
2025-11-30 01:36:15,2.76 Mb/s,2.48 Mb/s,2.54 Mb/s,2.35 Mb/s,2.81 Mb/s,2.60 Mb/s,2.86 Mb/s,2.46 Mb/s,2.82 Mb/s,2.55 Mb/s,2.49 Mb/s,2.48 Mb/s,,,,,,,,,,,,
2025-11-30 01:36:30,2.99 Mb/s,2.90 Mb/s,2.76 Mb/s,2.77 Mb/s,3.05 Mb/s,2.85 Mb/s,3.08 Mb/s,2.88 Mb/s,3.05 Mb/s,2.77 Mb/s,3.07 Mb/s,2.68 Mb/s,,,,,,,,,,,,
2025-11-30 01:36:45,3.19 Mb/s,3.12 Mb/s,3.17 Mb/s,3.00 Mb/s,3.29 Mb/s,3.07 Mb/s,3.79 Mb/s,3.11 Mb/s,3.45 Mb/s,3.18 Mb/s,3.28 Mb/s,3.09 Mb/s,,,,,,,,,,,,
2025-11-30 01:37:00,3.65 Mb/s,3.35 Mb/s,3.41 Mb/s,3.20 Mb/s,3.53 Mb/s,3.27 Mb/s,4.01 Mb/s,3.31 Mb/s,3.72 Mb/s,3.43 Mb/s,3.51 Mb/s,3.35 Mb/s,,,,,,,,,,,,
2025-11-30 01:37:15,3.90 Mb/s,3.70 Mb/s,3.78 Mb/s,3.41 Mb/s,4.02 Mb/s,3.71 Mb/s,4.24 Mb/s,3.53 Mb/s,3.92 Mb/s,3.64 Mb/s,3.74 Mb/s,3.56 Mb/s,,,,,,,,,,,,
2025-11-30 01:37:30,4.13 Mb/s,4.09 Mb/s,4.00 Mb/s,3.82 Mb/s,4.24 Mb/s,3.93 Mb/s,4.43 Mb/s,3.92 Mb/s,4.12 Mb/s,3.85 Mb/s,4.15 Mb/s,3.88 Mb/s,,,,,,,,,,,,
2025-11-30 01:37:45,4.36 Mb/s,4.33 Mb/s,4.40 Mb/s,4.04 Mb/s,4.45 Mb/s,4.27 Mb/s,5.00 Mb/s,4.14 Mb/s,4.52 Mb/s,4.28 Mb/s,4.35 Mb/s,4.30 Mb/s,,,,,,,,,,,,
2025-11-30 01:38:00,4.81 Mb/s,4.55 Mb/s,4.62 Mb/s,4.26 Mb/s,4.70 Mb/s,4.49 Mb/s,5.22 Mb/s,4.35 Mb/s,4.76 Mb/s,4.51 Mb/s,4.58 Mb/s,4.53 Mb/s,,,,,,,,,,,,
2025-11-30 01:38:15,5.05 Mb/s,4.75 Mb/s,4.84 Mb/s,4.47 Mb/s,5.10 Mb/s,4.89 Mb/s,5.44 Mb/s,4.57 Mb/s,4.95 Mb/s,4.72 Mb/s,4.95 Mb/s,4.74 Mb/s,,,,,,,,,,,,
2025-11-30 01:38:30,5.29 Mb/s,5.18 Mb/s,5.05 Mb/s,5.02 Mb/s,5.34 Mb/s,5.13 Mb/s,5.66 Mb/s,4.98 Mb/s,5.19 Mb/s,4.95 Mb/s,5.52 Mb/s,4.95 Mb/s,,,,,,,,,,,,
2025-11-30 01:38:45,5.53 Mb/s,5.39 Mb/s,5.61 Mb/s,5.25 Mb/s,5.58 Mb/s,5.36 Mb/s,6.07 Mb/s,5.20 Mb/s,5.59 Mb/s,5.37 Mb/s,5.73 Mb/s,5.36 Mb/s,,,,,,,,,,,,
2025-11-30 01:39:00,5.96 Mb/s,5.61 Mb/s,5.82 Mb/s,5.45 Mb/s,5.78 Mb/s,5.69 Mb/s,6.29 Mb/s,5.40 Mb/s,5.84 Mb/s,5.59 Mb/s,5.95 Mb/s,5.60 Mb/s,,,,,,,,,,,,
2025-11-30 01:39:15,6.22 Mb/s,5.82 Mb/s,6.17 Mb/s,5.65 Mb/s,6.25 Mb/s,6.25 Mb/s,6.53 Mb/s,5.61 Mb/s,6.05 Mb/s,5.83 Mb/s,6.15 Mb/s,5.82 Mb/s,,,,,,,,,,,,
2025-11-30 01:39:30,6.45 Mb/s,6.04 Mb/s,6.39 Mb/s,6.06 Mb/s,6.49 Mb/s,6.61 Mb/s,6.52 Mb/s,6.03 Mb/s,5.97 Mb/s,5.85 Mb/s,6.57 Mb/s,5.83 Mb/s,,,,,,,,,,,,
2025-11-30 01:39:45,6.25 Mb/s,6.05 Mb/s,6.61 Mb/s,6.13 Mb/s,6.41 Mb/s,6.65 Mb/s,6.72 Mb/s,6.06 Mb/s,6.16 Mb/s,6.20 Mb/s,6.61 Mb/s,6.03 Mb/s,,,,,,,,,,,,
2025-11-30 01:40:00,6.47 Mb/s,6.04 Mb/s,6.62 Mb/s,6.24 Mb/s,6.15 Mb/s,6.41 Mb/s,6.72 Mb/s,6.04 Mb/s,6.17 Mb/s,6.23 Mb/s,6.61 Mb/s,6.18 Mb/s,,,,,,,,,,,,
2025-11-30 01:40:15,6.49 Mb/s,5.84 Mb/s,6.38 Mb/s,6.04 Mb/s,6.36 Mb/s,6.77 Mb/s,6.77 Mb/s,5.83 Mb/s,6.17 Mb/s,6.25 Mb/s,6.41 Mb/s,6.19 Mb/s,,,,,,,,,,,,
2025-11-30 01:40:30,6.47 Mb/s,6.04 Mb/s,6.15 Mb/s,6.25 Mb/s,6.37 Mb/s,6.79 Mb/s,6.53 Mb/s,6.02 Mb/s,5.84 Mb/s,6.15 Mb/s,6.48 Mb/s,5.97 Mb/s,,,,,,,,,,,,
2025-11-30 01:40:45,6.25 Mb/s,6.04 Mb/s,6.36 Mb/s,6.29 Mb/s,6.38 Mb/s,6.81 Mb/s,6.73 Mb/s,6.03 Mb/s,6.02 Mb/s,6.50 Mb/s,6.50 Mb/s,6.16 Mb/s,,,,,,,,,,,,
2025-11-30 01:41:00,6.64 Mb/s,6.05 Mb/s,6.36 Mb/s,6.30 Mb/s,6.15 Mb/s,6.58 Mb/s,6.60 Mb/s,5.90 Mb/s,6.05 Mb/s,6.52 Mb/s,6.63 Mb/s,6.18 Mb/s,,,,,,,,,,,,
2025-11-30 01:41:15,6.50 Mb/s,5.69 Mb/s,6.37 Mb/s,6.08 Mb/s,6.25 Mb/s,6.65 Mb/s,6.46 Mb/s,5.68 Mb/s,5.90 Mb/s,6.38 Mb/s,6.26 Mb/s,6.05 Mb/s,,,,,,,,,,,,
2025-11-30 01:41:30,6.29 Mb/s,5.47 Mb/s,6.01 Mb/s,5.93 Mb/s,6.03 Mb/s,6.45 Mb/s,5.74 Mb/s,5.53 Mb/s,5.48 Mb/s,5.95 Mb/s,6.10 Mb/s,5.62 Mb/s,,,,,,,,,,,,
2025-11-30 01:41:45,5.81 Mb/s,5.26 Mb/s,5.79 Mb/s,5.73 Mb/s,5.79 Mb/s,6.24 Mb/s,5.50 Mb/s,5.35 Mb/s,5.22 Mb/s,5.71 Mb/s,5.88 Mb/s,5.38 Mb/s,,,,,,,,,,,,
2025-11-30 01:42:00,5.55 Mb/s,4.91 Mb/s,5.43 Mb/s,5.51 Mb/s,5.31 Mb/s,5.78 Mb/s,5.29 Mb/s,5.12 Mb/s,5.02 Mb/s,5.52 Mb/s,5.65 Mb/s,5.18 Mb/s,,,,,,,,,,,,
2025-11-30 01:42:15,5.35 Mb/s,4.50 Mb/s,5.20 Mb/s,5.07 Mb/s,5.08 Mb/s,5.57 Mb/s,5.10 Mb/s,4.70 Mb/s,4.82 Mb/s,5.31 Mb/s,5.23 Mb/s,4.86 Mb/s,,,,,,,,,,,,
2025-11-30 01:42:30,5.12 Mb/s,4.27 Mb/s,4.80 Mb/s,4.85 Mb/s,4.89 Mb/s,5.24 Mb/s,4.50 Mb/s,4.49 Mb/s,4.40 Mb/s,4.86 Mb/s,5.03 Mb/s,4.43 Mb/s,,,,,,,,,,,,
2025-11-30 01:42:45,4.66 Mb/s,4.06 Mb/s,4.57 Mb/s,4.65 Mb/s,4.64 Mb/s,5.01 Mb/s,4.26 Mb/s,4.30 Mb/s,4.16 Mb/s,4.64 Mb/s,4.80 Mb/s,4.21 Mb/s,,,,,,,,,,,,
2025-11-30 01:43:00,4.42 Mb/s,3.86 Mb/s,4.37 Mb/s,4.43 Mb/s,4.23 Mb/s,4.59 Mb/s,4.06 Mb/s,4.08 Mb/s,3.98 Mb/s,4.44 Mb/s,4.45 Mb/s,4.01 Mb/s,,,,,,,,,,,,
2025-11-30 01:43:15,4.20 Mb/s,3.42 Mb/s,4.16 Mb/s,3.86 Mb/s,3.98 Mb/s,4.36 Mb/s,3.84 Mb/s,3.66 Mb/s,3.74 Mb/s,4.21 Mb/s,3.86 Mb/s,3.80 Mb/s,,,,,,,,,,,,
2025-11-30 01:43:30,3.94 Mb/s,3.21 Mb/s,3.59 Mb/s,3.63 Mb/s,3.76 Mb/s,4.14 Mb/s,3.40 Mb/s,3.43 Mb/s,3.32 Mb/s,3.77 Mb/s,3.64 Mb/s,3.37 Mb/s,,,,,,,,,,,,
2025-11-30 01:43:45,3.50 Mb/s,3.00 Mb/s,3.38 Mb/s,3.45 Mb/s,3.55 Mb/s,3.81 Mb/s,3.18 Mb/s,3.25 Mb/s,3.07 Mb/s,3.55 Mb/s,3.42 Mb/s,3.14 Mb/s,,,,,,,,,,,,
2025-11-30 01:44:00,3.24 Mb/s,2.78 Mb/s,3.04 Mb/s,3.24 Mb/s,3.08 Mb/s,3.22 Mb/s,2.96 Mb/s,3.04 Mb/s,2.87 Mb/s,3.32 Mb/s,3.23 Mb/s,2.94 Mb/s,,,,,,,,,,,,
2025-11-30 01:44:15,3.03 Mb/s,2.37 Mb/s,2.82 Mb/s,2.82 Mb/s,2.82 Mb/s,2.86 Mb/s,2.77 Mb/s,2.61 Mb/s,2.65 Mb/s,3.10 Mb/s,2.80 Mb/s,2.74 Mb/s,,,,,,,,,,,,
2025-11-30 01:44:30,2.79 Mb/s,2.14 Mb/s,2.41 Mb/s,2.58 Mb/s,2.64 Mb/s,2.64 Mb/s,2.33 Mb/s,2.38 Mb/s,2.23 Mb/s,2.51 Mb/s,2.57 Mb/s,2.32 Mb/s,,,,,,,,,,,,
2025-11-30 01:44:45,2.31 Mb/s,1.94 Mb/s,2.18 Mb/s,2.24 Mb/s,2.40 Mb/s,2.43 Mb/s,2.10 Mb/s,2.18 Mb/s,1.99 Mb/s,2.26 Mb/s,2.34 Mb/s,1.96 Mb/s,,,,,,,,,,,,
2025-11-30 01:45:00,2.06 Mb/s,1.73 Mb/s,1.97 Mb/s,2.02 Mb/s,1.94 Mb/s,1.84 Mb/s,1.86 Mb/s,1.98 Mb/s,1.80 Mb/s,2.05 Mb/s,2.14 Mb/s,1.76 Mb/s,,,,,,,,,,,,
2025-11-30 01:45:15,1.85 Mb/s,1.30 Mb/s,1.74 Mb/s,1.57 Mb/s,1.72 Mb/s,1.60 Mb/s,1.65 Mb/s,1.55 Mb/s,1.58 Mb/s,1.71 Mb/s,1.70 Mb/s,1.55 Mb/s,,,,,,,,,,,,
2025-11-30 01:45:30,1.62 Mb/s,1.08 Mb/s,1.33 Mb/s,1.33 Mb/s,1.53 Mb/s,1.39 Mb/s,1.20 Mb/s,1.32 Mb/s,1.16 Mb/s,1.13 Mb/s,1.47 Mb/s,1.12 Mb/s,,,,,,,,,,,,
2025-11-30 01:45:45,982 kb/s,876 kb/s,1.12 Mb/s,1.13 Mb/s,1.30 Mb/s,1.19 Mb/s,976 kb/s,1.12 Mb/s,909 kb/s,894 kb/s,1.11 Mb/s,896 kb/s,,,,,,,,,,,,
2025-11-30 01:46:00,893 kb/s,799 kb/s,910 kb/s,914 kb/s,957 kb/s,889 kb/s,912 kb/s,904 kb/s,855 kb/s,828 kb/s,902 kb/s,837 kb/s,,,,,,,,,,,,
2025-11-30 01:46:15,904 kb/s,795 kb/s,840 kb/s,826 kb/s,930 kb/s,875 kb/s,909 kb/s,824 kb/s,853 kb/s,839 kb/s,833 kb/s,835 kb/s,,,,,,,,,,,,
