"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}"
2025-11-29 04:58:15,919 kb/s,728 kb/s,819 kb/s,764 kb/s,724 kb/s,736 kb/s,778 kb/s,761 kb/s,695 kb/s,756 kb/s,625 kb/s,805 kb/s,,,,,,,,,,,,
2025-11-29 04:58:30,968 kb/s,764 kb/s,870 kb/s,806 kb/s,768 kb/s,765 kb/s,816 kb/s,795 kb/s,739 kb/s,785 kb/s,657 kb/s,851 kb/s,,,,,,,,,,,,
2025-11-29 04:58:45,1.03 Mb/s,776 kb/s,904 kb/s,851 kb/s,801 kb/s,799 kb/s,837 kb/s,825 kb/s,771 kb/s,832 kb/s,667 kb/s,888 kb/s,,,,,,,,,,,,
2025-11-29 04:59:00,1.05 Mb/s,785 kb/s,907 kb/s,858 kb/s,801 kb/s,779 kb/s,853 kb/s,814 kb/s,788 kb/s,829 kb/s,679 kb/s,893 kb/s,,,,,,,,,,,,
2025-11-29 04:59:15,1.05 Mb/s,788 kb/s,899 kb/s,861 kb/s,803 kb/s,801 kb/s,860 kb/s,832 kb/s,772 kb/s,836 kb/s,686 kb/s,891 kb/s,,,,,,,,,,,,
2025-11-29 04:59:30,1.03 Mb/s,783 kb/s,925 kb/s,866 kb/s,826 kb/s,803 kb/s,851 kb/s,838 kb/s,802 kb/s,825 kb/s,685 kb/s,879 kb/s,,,,,,,,,,,,
2025-11-29 04:59:45,1.05 Mb/s,768 kb/s,927 kb/s,874 kb/s,832 kb/s,804 kb/s,849 kb/s,839 kb/s,803 kb/s,855 kb/s,682 kb/s,886 kb/s,,,,,,,,,,,,
2025-11-29 05:00:00,1.05 Mb/s,782 kb/s,924 kb/s,887 kb/s,833 kb/s,797 kb/s,863 kb/s,829 kb/s,814 kb/s,849 kb/s,696 kb/s,902 kb/s,,,,,,,,,,,,
2025-11-29 05:00:15,1.05 Mb/s,788 kb/s,913 kb/s,881 kb/s,839 kb/s,821 kb/s,866 kb/s,847 kb/s,804 kb/s,852 kb/s,702 kb/s,902 kb/s,,,,,,,,,,,,
2025-11-29 05:00:30,1.04 Mb/s,781 kb/s,919 kb/s,891 kb/s,857 kb/s,822 kb/s,857 kb/s,848 kb/s,831 kb/s,837 kb/s,704 kb/s,885 kb/s,,,,,,,,,,,,
2025-11-29 05:00:45,1.07 Mb/s,775 kb/s,921 kb/s,909 kb/s,860 kb/s,824 kb/s,846 kb/s,842 kb/s,830 kb/s,853 kb/s,705 kb/s,903 kb/s,,,,,,,,,,,,
2025-11-29 05:01:00,1.07 Mb/s,786 kb/s,910 kb/s,899 kb/s,853 kb/s,812 kb/s,864 kb/s,835 kb/s,837 kb/s,846 kb/s,722 kb/s,904 kb/s,,,,,,,,,,,,
2025-11-29 05:01:15,1.06 Mb/s,788 kb/s,890 kb/s,896 kb/s,848 kb/s,820 kb/s,863 kb/s,850 kb/s,825 kb/s,848 kb/s,729 kb/s,902 kb/s,,,,,,,,,,,,
2025-11-29 05:01:30,1.04 Mb/s,792 kb/s,906 kb/s,907 kb/s,869 kb/s,830 kb/s,864 kb/s,860 kb/s,850 kb/s,840 kb/s,733 kb/s,910 kb/s,,,,,,,,,,,,
2025-11-29 05:01:45,1.06 Mb/s,782 kb/s,899 kb/s,924 kb/s,871 kb/s,832 kb/s,858 kb/s,861 kb/s,848 kb/s,843 kb/s,719 kb/s,926 kb/s,,,,,,,,,,,,
2025-11-29 05:02:00,1.07 Mb/s,794 kb/s,906 kb/s,925 kb/s,867 kb/s,812 kb/s,873 kb/s,851 kb/s,847 kb/s,833 kb/s,726 kb/s,928 kb/s,,,,,,,,,,,,
2025-11-29 05:02:15,1.06 Mb/s,796 kb/s,886 kb/s,923 kb/s,857 kb/s,830 kb/s,874 kb/s,854 kb/s,836 kb/s,837 kb/s,732 kb/s,922 kb/s,,,,,,,,,,,,
2025-11-29 05:02:30,1.04 Mb/s,791 kb/s,902 kb/s,909 kb/s,869 kb/s,825 kb/s,871 kb/s,856 kb/s,853 kb/s,826 kb/s,721 kb/s,903 kb/s,,,,,,,,,,,,
2025-11-29 05:02:45,1.07 Mb/s,779 kb/s,903 kb/s,922 kb/s,865 kb/s,826 kb/s,871 kb/s,847 kb/s,851 kb/s,838 kb/s,715 kb/s,924 kb/s,,,,,,,,,,,,
2025-11-29 05:03:00,1.07 Mb/s,789 kb/s,895 kb/s,924 kb/s,866 kb/s,811 kb/s,880 kb/s,844 kb/s,851 kb/s,828 kb/s,723 kb/s,922 kb/s,,,,,,,,,,,,
2025-11-29 05:03:15,1.06 Mb/s,790 kb/s,881 kb/s,908 kb/s,860 kb/s,833 kb/s,882 kb/s,862 kb/s,837 kb/s,840 kb/s,725 kb/s,910 kb/s,,,,,,,,,,,,
2025-11-29 05:03:30,1.04 Mb/s,790 kb/s,898 kb/s,905 kb/s,865 kb/s,831 kb/s,874 kb/s,864 kb/s,850 kb/s,820 kb/s,722 kb/s,932 kb/s,,,,,,,,,,,,
2025-11-29 05:03:45,1.06 Mb/s,799 kb/s,907 kb/s,922 kb/s,882 kb/s,839 kb/s,875 kb/s,867 kb/s,853 kb/s,836 kb/s,725 kb/s,950 kb/s,,,,,,,,,,,,
2025-11-29 05:04:00,1.07 Mb/s,807 kb/s,907 kb/s,917 kb/s,873 kb/s,823 kb/s,892 kb/s,858 kb/s,852 kb/s,830 kb/s,738 kb/s,947 kb/s,,,,,,,,,,,,
2025-11-29 05:04:15,1.06 Mb/s,809 kb/s,885 kb/s,912 kb/s,862 kb/s,846 kb/s,890 kb/s,864 kb/s,832 kb/s,835 kb/s,744 kb/s,941 kb/s,,,,,,,,,,,,
2025-11-29 05:04:30,1.04 Mb/s,803 kb/s,904 kb/s,901 kb/s,874 kb/s,846 kb/s,878 kb/s,869 kb/s,846 kb/s,816 kb/s,737 kb/s,929 kb/s,,,,,,,,,,,,
2025-11-29 05:04:45,1.08 Mb/s,790 kb/s,909 kb/s,898 kb/s,868 kb/s,844 kb/s,871 kb/s,863 kb/s,839 kb/s,829 kb/s,730 kb/s,941 kb/s,,,,,,,,,,,,
2025-11-29 05:05:00,1.08 Mb/s,798 kb/s,893 kb/s,903 kb/s,858 kb/s,818 kb/s,882 kb/s,850 kb/s,835 kb/s,825 kb/s,736 kb/s,939 kb/s,,,,,,,,,,,,
2025-11-29 05:05:15,1.07 Mb/s,804 kb/s,887 kb/s,889 kb/s,845 kb/s,832 kb/s,884 kb/s,864 kb/s,809 kb/s,830 kb/s,734 kb/s,928 kb/s,,,,,,,,,,,,
2025-11-29 05:05:30,1.06 Mb/s,801 kb/s,903 kb/s,878 kb/s,860 kb/s,837 kb/s,878 kb/s,865 kb/s,833 kb/s,810 kb/s,733 kb/s,909 kb/s,,,,,,,,,,,,
2025-11-29 05:05:45,1.09 Mb/s,802 kb/s,904 kb/s,896 kb/s,862 kb/s,845 kb/s,880 kb/s,855 kb/s,832 kb/s,826 kb/s,734 kb/s,938 kb/s,,,,,,,,,,,,
2025-11-29 05:06:00,1.12 Mb/s,818 kb/s,908 kb/s,922 kb/s,882 kb/s,838 kb/s,897 kb/s,856 kb/s,834 kb/s,831 kb/s,748 kb/s,943 kb/s,,,,,,,,,,,,
2025-11-29 05:06:15,1.09 Mb/s,811 kb/s,892 kb/s,895 kb/s,872 kb/s,850 kb/s,892 kb/s,862 kb/s,812 kb/s,828 kb/s,739 kb/s,914 kb/s,,,,,,,,,,,,
2025-11-29 05:06:30,1.08 Mb/s,805 kb/s,912 kb/s,882 kb/s,875 kb/s,852 kb/s,893 kb/s,857 kb/s,830 kb/s,820 kb/s,735 kb/s,897 kb/s,,,,,,,,,,,,
2025-11-29 05:06:45,1.10 Mb/s,793 kb/s,904 kb/s,902 kb/s,880 kb/s,856 kb/s,882 kb/s,854 kb/s,835 kb/s,845 kb/s,727 kb/s,904 kb/s,,,,,,,,,,,,
2025-11-29 05:07:00,1.10 Mb/s,806 kb/s,902 kb/s,904 kb/s,878 kb/s,842 kb/s,890 kb/s,853 kb/s,835 kb/s,844 kb/s,736 kb/s,908 kb/s,,,,,,,,,,,,
2025-11-29 05:07:15,1.09 Mb/s,812 kb/s,883 kb/s,901 kb/s,869 kb/s,855 kb/s,888 kb/s,869 kb/s,819 kb/s,855 kb/s,734 kb/s,908 kb/s,,,,,,,,,,,,
2025-11-29 05:07:30,1.07 Mb/s,806 kb/s,914 kb/s,886 kb/s,883 kb/s,857 kb/s,876 kb/s,880 kb/s,843 kb/s,841 kb/s,730 kb/s,889 kb/s,,,,,,,,,,,,
2025-11-29 05:07:45,1.10 Mb/s,802 kb/s,915 kb/s,901 kb/s,881 kb/s,858 kb/s,870 kb/s,877 kb/s,842 kb/s,863 kb/s,726 kb/s,911 kb/s,,,,,,,,,,,,
2025-11-29 05:08:00,1.10 Mb/s,814 kb/s,914 kb/s,913 kb/s,871 kb/s,843 kb/s,882 kb/s,862 kb/s,843 kb/s,855 kb/s,736 kb/s,922 kb/s,,,,,,,,,,,,
2025-11-29 05:08:15,1.10 Mb/s,812 kb/s,907 kb/s,908 kb/s,870 kb/s,856 kb/s,884 kb/s,875 kb/s,826 kb/s,871 kb/s,740 kb/s,887 kb/s,,,,,,,,,,,,
2025-11-29 05:08:30,1.08 Mb/s,794 kb/s,919 kb/s,896 kb/s,869 kb/s,844 kb/s,866 kb/s,866 kb/s,839 kb/s,850 kb/s,726 kb/s,876 kb/s,,,,,,,,,,,,
2025-11-29 05:08:45,1.09 Mb/s,791 kb/s,917 kb/s,921 kb/s,875 kb/s,851 kb/s,849 kb/s,861 kb/s,838 kb/s,866 kb/s,715 kb/s,891 kb/s,,,,,,,,,,,,
2025-11-29 05:09:00,1.10 Mb/s,803 kb/s,914 kb/s,922 kb/s,863 kb/s,823 kb/s,878 kb/s,859 kb/s,835 kb/s,863 kb/s,722 kb/s,891 kb/s,,,,,,,,,,,,
2025-11-29 05:09:15,1.10 Mb/s,803 kb/s,898 kb/s,925 kb/s,852 kb/s,836 kb/s,885 kb/s,867 kb/s,822 kb/s,865 kb/s,727 kb/s,888 kb/s,,,,,,,,,,,,
2025-11-29 05:09:30,1.07 Mb/s,805 kb/s,898 kb/s,929 kb/s,866 kb/s,838 kb/s,870 kb/s,863 kb/s,840 kb/s,851 kb/s,724 kb/s,875 kb/s,,,,,,,,,,,,
2025-11-29 05:09:45,1.09 Mb/s,797 kb/s,904 kb/s,938 kb/s,870 kb/s,845 kb/s,862 kb/s,857 kb/s,837 kb/s,866 kb/s,713 kb/s,893 kb/s,,,,,,,,,,,,
2025-11-29 05:10:00,1.10 Mb/s,803 kb/s,897 kb/s,938 kb/s,867 kb/s,831 kb/s,878 kb/s,844 kb/s,843 kb/s,864 kb/s,722 kb/s,896 kb/s,,,,,,,,,,,,
2025-11-29 05:10:15,1.08 Mb/s,801 kb/s,881 kb/s,932 kb/s,852 kb/s,841 kb/s,879 kb/s,862 kb/s,820 kb/s,874 kb/s,725 kb/s,887 kb/s,,,,,,,,,,,,
2025-11-29 05:10:26,,,,,,,,,,,,,1.07 Mb/s,857 kb/s,868 kb/s,901 kb/s,841 kb/s,868 kb/s,836 kb/s,793 kb/s,863 kb/s,715 kb/s,887 kb/s,928 kb/s
