"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}"
2025-11-16 14:29:30,3.41 vCPU,3.37 vCPU,3.21 vCPU,3.41 vCPU,3.36 vCPU,,,,,,2.86 vCPU,2.91 vCPU,2.82 vCPU,2.67 vCPU,2.86 vCPU,11.4 vCPU,7.95 vCPU,8.37 vCPU,6.27 vCPU,7.02 vCPU,,,,,,,,,,
2025-11-16 14:29:45,3.32 vCPU,3.21 vCPU,3.40 vCPU,3.32 vCPU,3.37 vCPU,,,,,,2.85 vCPU,2.75 vCPU,2.82 vCPU,2.81 vCPU,2.70 vCPU,11.0 vCPU,6.05 vCPU,8.28 vCPU,6.28 vCPU,7.02 vCPU,,,,,,,,,,
2025-11-16 14:30:00,3.37 vCPU,3.37 vCPU,3.29 vCPU,3.36 vCPU,3.21 vCPU,,,,,,2.79 vCPU,2.76 vCPU,2.83 vCPU,2.86 vCPU,2.63 vCPU,10.9 vCPU,6.78 vCPU,6.38 vCPU,6.05 vCPU,6.92 vCPU,,,,,,,,,,
2025-11-16 14:30:15,3.17 vCPU,3.34 vCPU,3.36 vCPU,3.18 vCPU,3.34 vCPU,,,,,,2.91 vCPU,3.01 vCPU,2.77 vCPU,2.87 vCPU,2.62 vCPU,6.17 vCPU,5.15 vCPU,6.45 vCPU,6.05 vCPU,8.83 vCPU,,,,,,,,,,
2025-11-16 14:30:30,3.35 vCPU,3.28 vCPU,3.13 vCPU,3.35 vCPU,3.29 vCPU,,,,,,2.79 vCPU,2.97 vCPU,2.87 vCPU,2.92 vCPU,2.71 vCPU,6.23 vCPU,5.27 vCPU,5.73 vCPU,6.03 vCPU,8.45 vCPU,,,,,,,,,,
2025-11-16 14:30:45,3.34 vCPU,3.23 vCPU,3.44 vCPU,3.34 vCPU,3.40 vCPU,,,,,,2.83 vCPU,2.99 vCPU,2.89 vCPU,2.89 vCPU,2.81 vCPU,6.48 vCPU,4.62 vCPU,5.02 vCPU,6.60 vCPU,8.73 vCPU,,,,,,,,,,
2025-11-16 14:31:00,3.46 vCPU,3.46 vCPU,3.42 vCPU,3.46 vCPU,3.31 vCPU,,,,,,2.77 vCPU,2.80 vCPU,2.91 vCPU,2.95 vCPU,2.87 vCPU,6.63 vCPU,5.08 vCPU,5.05 vCPU,7.38 vCPU,6.83 vCPU,,,,,,,,,,
2025-11-16 14:31:15,3.31 vCPU,3.57 vCPU,3.74 vCPU,3.32 vCPU,3.52 vCPU,,,,,,2.83 vCPU,2.92 vCPU,2.86 vCPU,2.82 vCPU,2.87 vCPU,8.15 vCPU,5.03 vCPU,6.73 vCPU,7.42 vCPU,9.17 vCPU,,,,,,,,,,
2025-11-16 14:31:30,3.69 vCPU,3.61 vCPU,3.50 vCPU,3.69 vCPU,3.60 vCPU,,,,,,2.86 vCPU,2.95 vCPU,2.93 vCPU,2.87 vCPU,2.88 vCPU,8.92 vCPU,7.43 vCPU,8.27 vCPU,8.72 vCPU,11.8 vCPU,,,,,,,,,,
2025-11-16 14:31:45,3.65 vCPU,3.56 vCPU,3.77 vCPU,3.65 vCPU,3.72 vCPU,,,,,,2.80 vCPU,3.01 vCPU,2.95 vCPU,2.99 vCPU,2.94 vCPU,9.00 vCPU,8.23 vCPU,9.12 vCPU,9.85 vCPU,12.1 vCPU,,,,,,,,,,
2025-11-16 14:32:00,3.94 vCPU,3.97 vCPU,3.80 vCPU,3.94 vCPU,3.84 vCPU,,,,,,2.77 vCPU,3.05 vCPU,2.93 vCPU,3.06 vCPU,3.04 vCPU,10.4 vCPU,11.0 vCPU,9.50 vCPU,11.3 vCPU,13.6 vCPU,,,,,,,,,,
2025-11-16 14:32:15,3.74 vCPU,3.95 vCPU,3.96 vCPU,3.74 vCPU,3.94 vCPU,,,,,,2.70 vCPU,3.01 vCPU,2.77 vCPU,3.04 vCPU,3.02 vCPU,9.73 vCPU,10.1 vCPU,9.42 vCPU,10.5 vCPU,10.4 vCPU,,,,,,,,,,
2025-11-16 14:32:30,3.93 vCPU,3.84 vCPU,3.67 vCPU,3.93 vCPU,3.83 vCPU,,,,,,2.70 vCPU,2.92 vCPU,2.73 vCPU,2.88 vCPU,2.90 vCPU,9.63 vCPU,11.1 vCPU,8.47 vCPU,9.45 vCPU,10.3 vCPU,,,,,,,,,,
2025-11-16 14:32:45,3.72 vCPU,3.66 vCPU,3.88 vCPU,3.72 vCPU,3.80 vCPU,,,,,,2.84 vCPU,2.89 vCPU,2.68 vCPU,2.80 vCPU,2.81 vCPU,7.82 vCPU,14.6 vCPU,7.30 vCPU,9.27 vCPU,7.08 vCPU,,,,,,,,,,
2025-11-16 14:33:00,3.89 vCPU,3.86 vCPU,3.78 vCPU,3.88 vCPU,3.71 vCPU,,,,,,2.84 vCPU,2.80 vCPU,2.71 vCPU,2.79 vCPU,2.88 vCPU,8.15 vCPU,12.9 vCPU,6.17 vCPU,11.2 vCPU,7.20 vCPU,,,,,,,,,,
2025-11-16 14:33:15,3.67 vCPU,3.89 vCPU,3.95 vCPU,3.67 vCPU,3.87 vCPU,,,,,,2.84 vCPU,2.83 vCPU,2.60 vCPU,2.75 vCPU,2.93 vCPU,11.0 vCPU,10.8 vCPU,6.43 vCPU,10.6 vCPU,6.67 vCPU,,,,,,,,,,
2025-11-16 14:33:30,3.86 vCPU,3.67 vCPU,3.46 vCPU,3.86 vCPU,3.69 vCPU,,,,,,2.76 vCPU,2.75 vCPU,2.61 vCPU,2.61 vCPU,2.92 vCPU,10.1 vCPU,5.05 vCPU,5.57 vCPU,10.00 vCPU,6.02 vCPU,,,,,,,,,,
2025-11-16 14:33:45,3.62 vCPU,3.51 vCPU,3.70 vCPU,3.62 vCPU,3.67 vCPU,,,,,,2.68 vCPU,2.72 vCPU,2.52 vCPU,2.73 vCPU,2.69 vCPU,9.93 vCPU,5.63 vCPU,5.13 vCPU,7.80 vCPU,7.40 vCPU,,,,,,,,,,
2025-11-16 14:34:00,3.69 vCPU,3.67 vCPU,3.59 vCPU,3.69 vCPU,3.53 vCPU,,,,,,2.59 vCPU,2.60 vCPU,2.54 vCPU,2.67 vCPU,2.56 vCPU,7.58 vCPU,5.23 vCPU,4.92 vCPU,7.58 vCPU,7.17 vCPU,,,,,,,,,,
2025-11-16 14:34:15,3.48 vCPU,3.70 vCPU,3.93 vCPU,3.49 vCPU,3.67 vCPU,,,,,,2.76 vCPU,2.59 vCPU,2.49 vCPU,2.70 vCPU,2.46 vCPU,10.3 vCPU,4.92 vCPU,5.92 vCPU,6.58 vCPU,9.92 vCPU,,,,,,,,,,
2025-11-16 14:34:30,4.07 vCPU,4.03 vCPU,3.88 vCPU,4.06 vCPU,4.01 vCPU,,,,,,2.86 vCPU,2.71 vCPU,2.71 vCPU,2.66 vCPU,2.57 vCPU,11.2 vCPU,8.50 vCPU,6.77 vCPU,13.3 vCPU,11.0 vCPU,,,,,,,,,,
2025-11-16 14:34:45,4.06 vCPU,3.95 vCPU,4.14 vCPU,4.06 vCPU,4.12 vCPU,,,,,,2.98 vCPU,2.79 vCPU,2.75 vCPU,2.86 vCPU,2.66 vCPU,10.5 vCPU,8.98 vCPU,6.58 vCPU,14.0 vCPU,11.9 vCPU,,,,,,,,,,
2025-11-16 14:35:00,4.13 vCPU,4.10 vCPU,3.85 vCPU,4.13 vCPU,3.96 vCPU,,,,,,2.82 vCPU,2.89 vCPU,3.02 vCPU,3.01 vCPU,2.80 vCPU,8.15 vCPU,8.78 vCPU,5.52 vCPU,14.2 vCPU,9.20 vCPU,,,,,,,,,,
2025-11-16 14:35:15,3.55 vCPU,3.73 vCPU,3.75 vCPU,3.55 vCPU,3.72 vCPU,,,,,,2.89 vCPU,2.88 vCPU,2.89 vCPU,2.93 vCPU,2.69 vCPU,6.92 vCPU,5.25 vCPU,5.13 vCPU,6.28 vCPU,6.90 vCPU,,,,,,,,,,
2025-11-16 14:35:30,3.70 vCPU,3.62 vCPU,3.45 vCPU,3.70 vCPU,3.61 vCPU,,,,,,2.80 vCPU,2.84 vCPU,2.86 vCPU,2.70 vCPU,2.55 vCPU,9.62 vCPU,5.43 vCPU,5.50 vCPU,4.83 vCPU,5.93 vCPU,,,,,,,,,,
2025-11-16 14:35:45,3.58 vCPU,3.45 vCPU,3.64 vCPU,3.58 vCPU,3.62 vCPU,,,,,,2.67 vCPU,2.60 vCPU,2.60 vCPU,2.46 vCPU,2.53 vCPU,9.00 vCPU,5.53 vCPU,7.02 vCPU,4.58 vCPU,6.07 vCPU,,,,,,,,,,
2025-11-16 14:36:00,3.78 vCPU,3.88 vCPU,3.86 vCPU,3.77 vCPU,3.70 vCPU,,,,,,2.64 vCPU,2.61 vCPU,2.93 vCPU,2.43 vCPU,2.76 vCPU,10.9 vCPU,5.55 vCPU,15.1 vCPU,4.65 vCPU,6.37 vCPU,,,,,,,,,,
2025-11-16 14:36:15,3.76 vCPU,3.96 vCPU,3.98 vCPU,3.76 vCPU,3.96 vCPU,,,,,,3.02 vCPU,2.72 vCPU,3.19 vCPU,2.63 vCPU,3.12 vCPU,7.93 vCPU,5.25 vCPU,15.4 vCPU,5.05 vCPU,6.45 vCPU,,,,,,,,,,
2025-11-16 14:36:30,3.98 vCPU,3.90 vCPU,3.74 vCPU,3.98 vCPU,3.90 vCPU,,,,,,3.20 vCPU,3.09 vCPU,3.22 vCPU,2.93 vCPU,3.36 vCPU,8.10 vCPU,5.75 vCPU,14.0 vCPU,4.72 vCPU,6.22 vCPU,,,,,,,,,,
2025-11-16 14:36:45,3.77 vCPU,3.69 vCPU,3.91 vCPU,3.76 vCPU,3.86 vCPU,,,,,,3.20 vCPU,3.16 vCPU,2.91 vCPU,2.96 vCPU,3.28 vCPU,12.2 vCPU,6.43 vCPU,6.18 vCPU,5.32 vCPU,7.22 vCPU,,,,,,,,,,
2025-11-16 14:37:00,3.86 vCPU,3.87 vCPU,3.84 vCPU,3.86 vCPU,3.71 vCPU,,,,,,2.90 vCPU,3.12 vCPU,2.61 vCPU,2.90 vCPU,3.27 vCPU,11.7 vCPU,6.47 vCPU,5.48 vCPU,5.05 vCPU,7.48 vCPU,,,,,,,,,,
2025-11-16 14:37:15,3.73 vCPU,3.97 vCPU,4.00 vCPU,3.74 vCPU,3.94 vCPU,,,,,,2.86 vCPU,2.86 vCPU,2.56 vCPU,2.75 vCPU,3.01 vCPU,11.5 vCPU,6.07 vCPU,5.87 vCPU,5.32 vCPU,7.83 vCPU,,,,,,,,,,
2025-11-16 14:37:30,3.96 vCPU,3.74 vCPU,3.75 vCPU,3.96 vCPU,3.74 vCPU,,,,,,2.81 vCPU,2.68 vCPU,2.57 vCPU,2.75 vCPU,2.97 vCPU,4.80 vCPU,5.08 vCPU,5.88 vCPU,4.40 vCPU,6.38 vCPU,,,,,,,,,,
2025-11-16 14:37:45,4.15 vCPU,4.08 vCPU,4.33 vCPU,4.15 vCPU,4.24 vCPU,,,,,,2.71 vCPU,2.59 vCPU,2.54 vCPU,2.59 vCPU,2.79 vCPU,4.87 vCPU,5.22 vCPU,5.82 vCPU,5.10 vCPU,7.03 vCPU,,,,,,,,,,
2025-11-16 14:38:00,4.36 vCPU,4.42 vCPU,4.44 vCPU,4.36 vCPU,4.27 vCPU,,,,,,2.59 vCPU,2.50 vCPU,2.42 vCPU,2.56 vCPU,2.77 vCPU,5.10 vCPU,5.17 vCPU,5.20 vCPU,4.95 vCPU,6.57 vCPU,,,,,,,,,,
2025-11-16 14:38:15,4.38 vCPU,4.61 vCPU,4.49 vCPU,4.39 vCPU,4.59 vCPU,,,,,,2.64 vCPU,2.63 vCPU,2.35 vCPU,2.47 vCPU,2.68 vCPU,8.93 vCPU,4.95 vCPU,6.03 vCPU,5.08 vCPU,6.45 vCPU,,,,,,,,,,
2025-11-16 14:38:25,,,,,,4.43 vCPU,4.43 vCPU,4.29 vCPU,4.27 vCPU,4.49 vCPU,,,,,,,,,,,2.71 vCPU,2.68 vCPU,4.78 vCPU,6.90 vCPU,5.53 vCPU,2.70 vCPU,2.78 vCPU,6.03 vCPU,2.35 vCPU,8.93 vCPU
