"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}"
2025-11-16 14:29:00,754 kb/s,692 kb/s,744 kb/s,745 kb/s,672 kb/s,661 kb/s,692 kb/s,854 kb/s,735 kb/s,727 kb/s,674 kb/s,766 kb/s,613 kb/s,657 kb/s,803 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:29:15,782 kb/s,698 kb/s,746 kb/s,747 kb/s,689 kb/s,667 kb/s,725 kb/s,874 kb/s,755 kb/s,737 kb/s,688 kb/s,804 kb/s,617 kb/s,676 kb/s,820 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:29:30,782 kb/s,703 kb/s,761 kb/s,767 kb/s,691 kb/s,677 kb/s,729 kb/s,854 kb/s,751 kb/s,733 kb/s,690 kb/s,820 kb/s,636 kb/s,697 kb/s,810 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:29:45,785 kb/s,702 kb/s,769 kb/s,762 kb/s,702 kb/s,681 kb/s,725 kb/s,868 kb/s,742 kb/s,729 kb/s,697 kb/s,818 kb/s,634 kb/s,706 kb/s,789 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:30:00,774 kb/s,703 kb/s,776 kb/s,765 kb/s,697 kb/s,672 kb/s,714 kb/s,861 kb/s,726 kb/s,730 kb/s,682 kb/s,817 kb/s,646 kb/s,703 kb/s,798 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:30:15,795 kb/s,686 kb/s,768 kb/s,742 kb/s,697 kb/s,668 kb/s,738 kb/s,861 kb/s,726 kb/s,732 kb/s,701 kb/s,846 kb/s,636 kb/s,697 kb/s,797 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:30:30,794 kb/s,678 kb/s,788 kb/s,756 kb/s,687 kb/s,679 kb/s,735 kb/s,845 kb/s,723 kb/s,718 kb/s,703 kb/s,854 kb/s,650 kb/s,714 kb/s,777 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:30:45,786 kb/s,686 kb/s,789 kb/s,748 kb/s,701 kb/s,674 kb/s,727 kb/s,874 kb/s,715 kb/s,715 kb/s,704 kb/s,846 kb/s,646 kb/s,711 kb/s,758 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:31:00,774 kb/s,696 kb/s,781 kb/s,750 kb/s,694 kb/s,670 kb/s,713 kb/s,870 kb/s,691 kb/s,718 kb/s,687 kb/s,855 kb/s,652 kb/s,701 kb/s,779 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:31:15,793 kb/s,695 kb/s,767 kb/s,720 kb/s,693 kb/s,660 kb/s,727 kb/s,868 kb/s,687 kb/s,724 kb/s,694 kb/s,877 kb/s,639 kb/s,688 kb/s,785 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:31:30,793 kb/s,692 kb/s,782 kb/s,731 kb/s,684 kb/s,675 kb/s,730 kb/s,849 kb/s,683 kb/s,707 kb/s,685 kb/s,887 kb/s,650 kb/s,700 kb/s,773 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:31:45,785 kb/s,701 kb/s,784 kb/s,719 kb/s,692 kb/s,683 kb/s,727 kb/s,869 kb/s,670 kb/s,701 kb/s,683 kb/s,884 kb/s,640 kb/s,698 kb/s,753 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:32:00,770 kb/s,726 kb/s,780 kb/s,735 kb/s,686 kb/s,677 kb/s,722 kb/s,861 kb/s,657 kb/s,713 kb/s,667 kb/s,885 kb/s,648 kb/s,690 kb/s,766 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:32:15,784 kb/s,719 kb/s,769 kb/s,715 kb/s,687 kb/s,670 kb/s,729 kb/s,869 kb/s,650 kb/s,717 kb/s,680 kb/s,913 kb/s,628 kb/s,681 kb/s,765 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:32:30,780 kb/s,715 kb/s,787 kb/s,732 kb/s,679 kb/s,678 kb/s,731 kb/s,836 kb/s,657 kb/s,701 kb/s,673 kb/s,909 kb/s,636 kb/s,697 kb/s,755 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:32:45,764 kb/s,721 kb/s,783 kb/s,722 kb/s,695 kb/s,688 kb/s,730 kb/s,858 kb/s,654 kb/s,704 kb/s,689 kb/s,904 kb/s,635 kb/s,698 kb/s,743 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:33:00,751 kb/s,729 kb/s,780 kb/s,727 kb/s,683 kb/s,676 kb/s,719 kb/s,848 kb/s,656 kb/s,709 kb/s,671 kb/s,893 kb/s,640 kb/s,699 kb/s,761 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:33:15,773 kb/s,717 kb/s,761 kb/s,703 kb/s,688 kb/s,667 kb/s,731 kb/s,852 kb/s,664 kb/s,715 kb/s,685 kb/s,907 kb/s,626 kb/s,687 kb/s,764 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:33:30,771 kb/s,720 kb/s,783 kb/s,723 kb/s,676 kb/s,677 kb/s,738 kb/s,821 kb/s,675 kb/s,706 kb/s,679 kb/s,907 kb/s,644 kb/s,697 kb/s,758 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:33:45,760 kb/s,723 kb/s,774 kb/s,708 kb/s,689 kb/s,678 kb/s,723 kb/s,833 kb/s,670 kb/s,703 kb/s,680 kb/s,898 kb/s,637 kb/s,700 kb/s,742 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:34:00,748 kb/s,731 kb/s,772 kb/s,714 kb/s,683 kb/s,669 kb/s,708 kb/s,821 kb/s,665 kb/s,700 kb/s,666 kb/s,881 kb/s,641 kb/s,690 kb/s,761 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:34:15,773 kb/s,720 kb/s,763 kb/s,689 kb/s,686 kb/s,669 kb/s,734 kb/s,831 kb/s,681 kb/s,697 kb/s,677 kb/s,917 kb/s,635 kb/s,677 kb/s,765 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:34:30,772 kb/s,731 kb/s,777 kb/s,719 kb/s,683 kb/s,679 kb/s,731 kb/s,815 kb/s,684 kb/s,690 kb/s,695 kb/s,920 kb/s,642 kb/s,700 kb/s,759 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:34:45,768 kb/s,732 kb/s,769 kb/s,717 kb/s,696 kb/s,688 kb/s,723 kb/s,842 kb/s,679 kb/s,681 kb/s,706 kb/s,909 kb/s,633 kb/s,702 kb/s,743 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:35:00,744 kb/s,742 kb/s,763 kb/s,726 kb/s,693 kb/s,674 kb/s,702 kb/s,842 kb/s,674 kb/s,679 kb/s,692 kb/s,893 kb/s,643 kb/s,695 kb/s,760 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:35:15,762 kb/s,733 kb/s,749 kb/s,701 kb/s,699 kb/s,671 kb/s,717 kb/s,846 kb/s,682 kb/s,686 kb/s,706 kb/s,911 kb/s,628 kb/s,679 kb/s,766 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:35:30,760 kb/s,727 kb/s,765 kb/s,718 kb/s,689 kb/s,682 kb/s,718 kb/s,825 kb/s,685 kb/s,675 kb/s,700 kb/s,917 kb/s,643 kb/s,699 kb/s,759 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:35:45,750 kb/s,730 kb/s,764 kb/s,704 kb/s,700 kb/s,682 kb/s,707 kb/s,848 kb/s,679 kb/s,667 kb/s,706 kb/s,904 kb/s,635 kb/s,702 kb/s,742 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:36:00,733 kb/s,752 kb/s,758 kb/s,715 kb/s,701 kb/s,691 kb/s,697 kb/s,857 kb/s,685 kb/s,674 kb/s,696 kb/s,901 kb/s,650 kb/s,696 kb/s,766 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:36:15,750 kb/s,750 kb/s,757 kb/s,695 kb/s,704 kb/s,678 kb/s,704 kb/s,865 kb/s,688 kb/s,681 kb/s,710 kb/s,913 kb/s,638 kb/s,685 kb/s,772 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:36:30,753 kb/s,748 kb/s,771 kb/s,712 kb/s,699 kb/s,689 kb/s,709 kb/s,845 kb/s,690 kb/s,671 kb/s,712 kb/s,916 kb/s,652 kb/s,706 kb/s,767 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:36:45,740 kb/s,734 kb/s,768 kb/s,697 kb/s,714 kb/s,692 kb/s,700 kb/s,871 kb/s,678 kb/s,666 kb/s,722 kb/s,906 kb/s,648 kb/s,708 kb/s,762 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:37:00,743 kb/s,740 kb/s,771 kb/s,706 kb/s,702 kb/s,686 kb/s,692 kb/s,864 kb/s,676 kb/s,671 kb/s,706 kb/s,882 kb/s,653 kb/s,701 kb/s,775 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:37:15,761 kb/s,734 kb/s,755 kb/s,683 kb/s,701 kb/s,678 kb/s,709 kb/s,872 kb/s,678 kb/s,679 kb/s,719 kb/s,909 kb/s,638 kb/s,693 kb/s,779 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:37:30,766 kb/s,729 kb/s,774 kb/s,701 kb/s,681 kb/s,678 kb/s,705 kb/s,842 kb/s,670 kb/s,659 kb/s,705 kb/s,915 kb/s,644 kb/s,702 kb/s,768 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:37:45,756 kb/s,731 kb/s,773 kb/s,695 kb/s,688 kb/s,678 kb/s,701 kb/s,856 kb/s,660 kb/s,651 kb/s,710 kb/s,900 kb/s,634 kb/s,694 kb/s,751 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:38:00,735 kb/s,752 kb/s,772 kb/s,709 kb/s,676 kb/s,666 kb/s,688 kb/s,856 kb/s,650 kb/s,653 kb/s,698 kb/s,891 kb/s,639 kb/s,697 kb/s,774 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:38:15,752 kb/s,748 kb/s,751 kb/s,687 kb/s,686 kb/s,655 kb/s,712 kb/s,874 kb/s,653 kb/s,657 kb/s,712 kb/s,910 kb/s,625 kb/s,696 kb/s,780 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:38:25,,,,,,,,,,,,,,,,653 kb/s,910 kb/s,712 kb/s,728 kb/s,780 kb/s,717 kb/s,769 kb/s,720 kb/s,665 kb/s,792 kb/s,758 kb/s,850 kb/s,686 kb/s,655 kb/s,625 kb/s
