"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}"
2025-11-29 04:37:45,723 kb/s,612 kb/s,596 kb/s,655 kb/s,608 kb/s,607 kb/s,621 kb/s,635 kb/s,618 kb/s,595 kb/s,642 kb/s,685 kb/s,,,,,,,,,,,,
2025-11-29 04:38:00,755 kb/s,631 kb/s,625 kb/s,703 kb/s,638 kb/s,634 kb/s,653 kb/s,649 kb/s,650 kb/s,623 kb/s,664 kb/s,719 kb/s,,,,,,,,,,,,
2025-11-29 04:38:15,759 kb/s,645 kb/s,641 kb/s,695 kb/s,637 kb/s,643 kb/s,682 kb/s,670 kb/s,649 kb/s,645 kb/s,668 kb/s,710 kb/s,,,,,,,,,,,,
2025-11-29 04:38:30,775 kb/s,636 kb/s,636 kb/s,703 kb/s,647 kb/s,633 kb/s,691 kb/s,654 kb/s,660 kb/s,648 kb/s,695 kb/s,732 kb/s,,,,,,,,,,,,
2025-11-29 04:38:45,783 kb/s,645 kb/s,641 kb/s,686 kb/s,645 kb/s,652 kb/s,687 kb/s,658 kb/s,659 kb/s,649 kb/s,699 kb/s,736 kb/s,,,,,,,,,,,,
2025-11-29 04:39:00,767 kb/s,625 kb/s,630 kb/s,697 kb/s,641 kb/s,651 kb/s,670 kb/s,646 kb/s,656 kb/s,634 kb/s,684 kb/s,748 kb/s,,,,,,,,,,,,
2025-11-29 04:39:15,756 kb/s,639 kb/s,648 kb/s,688 kb/s,637 kb/s,659 kb/s,684 kb/s,673 kb/s,648 kb/s,653 kb/s,674 kb/s,729 kb/s,,,,,,,,,,,,
2025-11-29 04:39:30,782 kb/s,632 kb/s,646 kb/s,691 kb/s,650 kb/s,645 kb/s,683 kb/s,669 kb/s,664 kb/s,650 kb/s,693 kb/s,747 kb/s,,,,,,,,,,,,
2025-11-29 04:39:45,785 kb/s,641 kb/s,652 kb/s,662 kb/s,647 kb/s,662 kb/s,684 kb/s,677 kb/s,659 kb/s,644 kb/s,693 kb/s,744 kb/s,,,,,,,,,,,,
2025-11-29 04:40:00,793 kb/s,623 kb/s,636 kb/s,678 kb/s,640 kb/s,655 kb/s,664 kb/s,659 kb/s,653 kb/s,639 kb/s,693 kb/s,744 kb/s,,,,,,,,,,,,
2025-11-29 04:40:15,779 kb/s,638 kb/s,658 kb/s,675 kb/s,633 kb/s,653 kb/s,678 kb/s,679 kb/s,643 kb/s,652 kb/s,675 kb/s,717 kb/s,,,,,,,,,,,,
2025-11-29 04:40:30,785 kb/s,633 kb/s,652 kb/s,680 kb/s,642 kb/s,640 kb/s,682 kb/s,670 kb/s,660 kb/s,656 kb/s,688 kb/s,743 kb/s,,,,,,,,,,,,
2025-11-29 04:40:45,784 kb/s,642 kb/s,666 kb/s,660 kb/s,647 kb/s,652 kb/s,679 kb/s,687 kb/s,660 kb/s,655 kb/s,688 kb/s,730 kb/s,,,,,,,,,,,,
2025-11-29 04:41:00,788 kb/s,624 kb/s,654 kb/s,684 kb/s,645 kb/s,661 kb/s,661 kb/s,649 kb/s,658 kb/s,652 kb/s,690 kb/s,735 kb/s,,,,,,,,,,,,
2025-11-29 04:41:15,771 kb/s,635 kb/s,666 kb/s,681 kb/s,627 kb/s,675 kb/s,681 kb/s,674 kb/s,658 kb/s,675 kb/s,681 kb/s,714 kb/s,,,,,,,,,,,,
2025-11-29 04:41:30,806 kb/s,628 kb/s,662 kb/s,685 kb/s,634 kb/s,653 kb/s,680 kb/s,673 kb/s,674 kb/s,674 kb/s,705 kb/s,716 kb/s,,,,,,,,,,,,
2025-11-29 04:41:45,800 kb/s,630 kb/s,676 kb/s,665 kb/s,641 kb/s,676 kb/s,674 kb/s,687 kb/s,672 kb/s,675 kb/s,706 kb/s,696 kb/s,,,,,,,,,,,,
2025-11-29 04:42:00,791 kb/s,608 kb/s,654 kb/s,689 kb/s,641 kb/s,671 kb/s,670 kb/s,667 kb/s,674 kb/s,663 kb/s,705 kb/s,702 kb/s,,,,,,,,,,,,
2025-11-29 04:42:15,769 kb/s,622 kb/s,669 kb/s,682 kb/s,632 kb/s,687 kb/s,696 kb/s,679 kb/s,664 kb/s,677 kb/s,690 kb/s,693 kb/s,,,,,,,,,,,,
2025-11-29 04:42:30,779 kb/s,619 kb/s,670 kb/s,687 kb/s,644 kb/s,671 kb/s,695 kb/s,677 kb/s,680 kb/s,677 kb/s,707 kb/s,710 kb/s,,,,,,,,,,,,
2025-11-29 04:42:45,779 kb/s,626 kb/s,668 kb/s,664 kb/s,640 kb/s,689 kb/s,689 kb/s,687 kb/s,681 kb/s,677 kb/s,715 kb/s,705 kb/s,,,,,,,,,,,,
2025-11-29 04:43:00,771 kb/s,610 kb/s,661 kb/s,679 kb/s,638 kb/s,685 kb/s,669 kb/s,673 kb/s,673 kb/s,660 kb/s,706 kb/s,714 kb/s,,,,,,,,,,,,
2025-11-29 04:43:15,759 kb/s,630 kb/s,680 kb/s,680 kb/s,634 kb/s,699 kb/s,684 kb/s,694 kb/s,675 kb/s,680 kb/s,696 kb/s,691 kb/s,,,,,,,,,,,,
2025-11-29 04:43:30,776 kb/s,621 kb/s,675 kb/s,692 kb/s,658 kb/s,679 kb/s,682 kb/s,694 kb/s,691 kb/s,682 kb/s,715 kb/s,708 kb/s,,,,,,,,,,,,
2025-11-29 04:43:45,780 kb/s,627 kb/s,679 kb/s,672 kb/s,656 kb/s,698 kb/s,674 kb/s,699 kb/s,694 kb/s,685 kb/s,723 kb/s,690 kb/s,,,,,,,,,,,,
2025-11-29 04:44:00,776 kb/s,615 kb/s,667 kb/s,697 kb/s,645 kb/s,694 kb/s,660 kb/s,671 kb/s,694 kb/s,668 kb/s,719 kb/s,696 kb/s,,,,,,,,,,,,
2025-11-29 04:44:15,759 kb/s,628 kb/s,678 kb/s,692 kb/s,643 kb/s,700 kb/s,676 kb/s,708 kb/s,686 kb/s,690 kb/s,701 kb/s,675 kb/s,,,,,,,,,,,,
2025-11-29 04:44:30,774 kb/s,622 kb/s,678 kb/s,700 kb/s,654 kb/s,686 kb/s,676 kb/s,694 kb/s,710 kb/s,689 kb/s,715 kb/s,693 kb/s,,,,,,,,,,,,
2025-11-29 04:44:45,771 kb/s,623 kb/s,684 kb/s,680 kb/s,660 kb/s,710 kb/s,680 kb/s,703 kb/s,709 kb/s,682 kb/s,708 kb/s,682 kb/s,,,,,,,,,,,,
2025-11-29 04:45:00,758 kb/s,609 kb/s,658 kb/s,703 kb/s,653 kb/s,710 kb/s,667 kb/s,691 kb/s,704 kb/s,668 kb/s,707 kb/s,691 kb/s,,,,,,,,,,,,
2025-11-29 04:45:15,755 kb/s,630 kb/s,676 kb/s,694 kb/s,639 kb/s,716 kb/s,681 kb/s,709 kb/s,691 kb/s,686 kb/s,694 kb/s,660 kb/s,,,,,,,,,,,,
2025-11-29 04:45:30,784 kb/s,618 kb/s,661 kb/s,709 kb/s,649 kb/s,697 kb/s,685 kb/s,695 kb/s,702 kb/s,690 kb/s,715 kb/s,679 kb/s,,,,,,,,,,,,
2025-11-29 04:45:45,769 kb/s,625 kb/s,679 kb/s,687 kb/s,644 kb/s,705 kb/s,685 kb/s,708 kb/s,696 kb/s,678 kb/s,706 kb/s,667 kb/s,,,,,,,,,,,,
2025-11-29 04:46:00,769 kb/s,611 kb/s,662 kb/s,718 kb/s,643 kb/s,697 kb/s,669 kb/s,687 kb/s,690 kb/s,664 kb/s,696 kb/s,683 kb/s,,,,,,,,,,,,
2025-11-29 04:46:15,751 kb/s,624 kb/s,671 kb/s,706 kb/s,637 kb/s,710 kb/s,694 kb/s,695 kb/s,675 kb/s,679 kb/s,681 kb/s,674 kb/s,,,,,,,,,,,,
2025-11-29 04:46:30,775 kb/s,626 kb/s,657 kb/s,714 kb/s,650 kb/s,678 kb/s,697 kb/s,687 kb/s,694 kb/s,679 kb/s,698 kb/s,708 kb/s,,,,,,,,,,,,
2025-11-29 04:46:45,768 kb/s,630 kb/s,672 kb/s,686 kb/s,643 kb/s,694 kb/s,680 kb/s,682 kb/s,695 kb/s,668 kb/s,688 kb/s,702 kb/s,,,,,,,,,,,,
2025-11-29 04:47:00,762 kb/s,617 kb/s,656 kb/s,704 kb/s,643 kb/s,681 kb/s,658 kb/s,671 kb/s,692 kb/s,656 kb/s,679 kb/s,710 kb/s,,,,,,,,,,,,
2025-11-29 04:47:15,754 kb/s,629 kb/s,668 kb/s,698 kb/s,636 kb/s,685 kb/s,677 kb/s,691 kb/s,680 kb/s,665 kb/s,667 kb/s,690 kb/s,,,,,,,,,,,,
2025-11-29 04:47:30,789 kb/s,624 kb/s,666 kb/s,711 kb/s,659 kb/s,668 kb/s,678 kb/s,682 kb/s,697 kb/s,669 kb/s,691 kb/s,706 kb/s,,,,,,,,,,,,
2025-11-29 04:47:45,792 kb/s,634 kb/s,670 kb/s,693 kb/s,661 kb/s,686 kb/s,667 kb/s,682 kb/s,704 kb/s,664 kb/s,689 kb/s,699 kb/s,,,,,,,,,,,,
2025-11-29 04:48:00,782 kb/s,616 kb/s,653 kb/s,705 kb/s,654 kb/s,676 kb/s,654 kb/s,669 kb/s,692 kb/s,646 kb/s,677 kb/s,708 kb/s,,,,,,,,,,,,
2025-11-29 04:48:15,765 kb/s,632 kb/s,667 kb/s,692 kb/s,636 kb/s,684 kb/s,672 kb/s,692 kb/s,686 kb/s,658 kb/s,664 kb/s,679 kb/s,,,,,,,,,,,,
2025-11-29 04:48:30,788 kb/s,626 kb/s,664 kb/s,706 kb/s,650 kb/s,665 kb/s,674 kb/s,692 kb/s,696 kb/s,654 kb/s,677 kb/s,708 kb/s,,,,,,,,,,,,
2025-11-29 04:48:45,795 kb/s,627 kb/s,659 kb/s,682 kb/s,649 kb/s,676 kb/s,671 kb/s,699 kb/s,692 kb/s,656 kb/s,683 kb/s,701 kb/s,,,,,,,,,,,,
2025-11-29 04:49:00,782 kb/s,616 kb/s,644 kb/s,709 kb/s,636 kb/s,671 kb/s,660 kb/s,662 kb/s,682 kb/s,639 kb/s,676 kb/s,707 kb/s,,,,,,,,,,,,
2025-11-29 04:49:15,780 kb/s,635 kb/s,648 kb/s,700 kb/s,630 kb/s,671 kb/s,674 kb/s,692 kb/s,661 kb/s,653 kb/s,674 kb/s,687 kb/s,,,,,,,,,,,,
2025-11-29 04:49:30,810 kb/s,631 kb/s,637 kb/s,710 kb/s,642 kb/s,646 kb/s,674 kb/s,690 kb/s,678 kb/s,656 kb/s,694 kb/s,719 kb/s,,,,,,,,,,,,
2025-11-29 04:49:35,,,,,,,,,,,,,642 kb/s,678 kb/s,810 kb/s,694 kb/s,719 kb/s,674 kb/s,690 kb/s,637 kb/s,631 kb/s,659 kb/s,686 kb/s,646 kb/s
