"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}"
2025-11-16 13:49:15,796 kb/s,780 kb/s,723 kb/s,715 kb/s,797 kb/s,776 kb/s,743 kb/s,706 kb/s,759 kb/s,762 kb/s,802 kb/s,758 kb/s,751 kb/s,772 kb/s,734 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:49:30,808 kb/s,788 kb/s,729 kb/s,705 kb/s,800 kb/s,782 kb/s,742 kb/s,706 kb/s,748 kb/s,768 kb/s,795 kb/s,773 kb/s,762 kb/s,792 kb/s,739 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:49:45,803 kb/s,790 kb/s,725 kb/s,727 kb/s,786 kb/s,763 kb/s,752 kb/s,723 kb/s,767 kb/s,769 kb/s,805 kb/s,760 kb/s,755 kb/s,790 kb/s,752 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:50:00,798 kb/s,797 kb/s,720 kb/s,726 kb/s,775 kb/s,786 kb/s,751 kb/s,724 kb/s,756 kb/s,778 kb/s,769 kb/s,757 kb/s,741 kb/s,829 kb/s,749 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:50:15,816 kb/s,813 kb/s,732 kb/s,723 kb/s,793 kb/s,781 kb/s,738 kb/s,733 kb/s,760 kb/s,784 kb/s,792 kb/s,769 kb/s,753 kb/s,824 kb/s,763 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:50:30,819 kb/s,808 kb/s,744 kb/s,711 kb/s,794 kb/s,796 kb/s,721 kb/s,723 kb/s,741 kb/s,804 kb/s,789 kb/s,781 kb/s,762 kb/s,836 kb/s,756 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:50:45,819 kb/s,796 kb/s,737 kb/s,732 kb/s,788 kb/s,772 kb/s,734 kb/s,747 kb/s,752 kb/s,793 kb/s,803 kb/s,765 kb/s,752 kb/s,821 kb/s,757 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:51:00,811 kb/s,805 kb/s,731 kb/s,729 kb/s,775 kb/s,783 kb/s,736 kb/s,742 kb/s,746 kb/s,790 kb/s,778 kb/s,762 kb/s,749 kb/s,850 kb/s,741 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:51:15,832 kb/s,822 kb/s,741 kb/s,722 kb/s,813 kb/s,780 kb/s,730 kb/s,751 kb/s,754 kb/s,793 kb/s,954 kb/s,774 kb/s,769 kb/s,849 kb/s,755 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:51:30,846 kb/s,829 kb/s,759 kb/s,744 kb/s,842 kb/s,819 kb/s,728 kb/s,949 kb/s,766 kb/s,818 kb/s,963 kb/s,802 kb/s,779 kb/s,874 kb/s,751 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:51:45,856 kb/s,858 kb/s,964 kb/s,776 kb/s,848 kb/s,803 kb/s,753 kb/s,986 kb/s,787 kb/s,804 kb/s,992 kb/s,835 kb/s,782 kb/s,864 kb/s,765 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:52:00,903 kb/s,878 kb/s,1.17 Mb/s,773 kb/s,876 kb/s,826 kb/s,759 kb/s,978 kb/s,780 kb/s,812 kb/s,986 kb/s,846 kb/s,791 kb/s,901 kb/s,787 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:52:15,919 kb/s,904 kb/s,1.21 Mb/s,779 kb/s,891 kb/s,820 kb/s,752 kb/s,1.19 Mb/s,793 kb/s,821 kb/s,1.04 Mb/s,862 kb/s,812 kb/s,907 kb/s,798 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:52:30,921 kb/s,920 kb/s,1.22 Mb/s,778 kb/s,907 kb/s,1.05 Mb/s,747 kb/s,1.19 Mb/s,793 kb/s,1.01 Mb/s,1.04 Mb/s,887 kb/s,824 kb/s,920 kb/s,797 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:52:45,909 kb/s,924 kb/s,1.22 Mb/s,809 kb/s,901 kb/s,1.04 Mb/s,782 kb/s,1.23 Mb/s,808 kb/s,1.24 Mb/s,1.05 Mb/s,909 kb/s,833 kb/s,958 kb/s,804 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:53:00,938 kb/s,923 kb/s,1.22 Mb/s,806 kb/s,935 kb/s,1.07 Mb/s,790 kb/s,1.23 Mb/s,804 kb/s,1.30 Mb/s,1.03 Mb/s,931 kb/s,834 kb/s,1.17 Mb/s,816 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:53:15,954 kb/s,964 kb/s,1.24 Mb/s,822 kb/s,966 kb/s,1.06 Mb/s,798 kb/s,1.45 Mb/s,823 kb/s,1.32 Mb/s,1.05 Mb/s,940 kb/s,862 kb/s,1.17 Mb/s,840 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:53:30,969 kb/s,960 kb/s,1.27 Mb/s,835 kb/s,966 kb/s,1.08 Mb/s,978 kb/s,1.45 Mb/s,806 kb/s,1.34 Mb/s,1.05 Mb/s,959 kb/s,906 kb/s,1.18 Mb/s,850 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:53:45,1.19 Mb/s,1.15 Mb/s,1.27 Mb/s,875 kb/s,988 kb/s,1.08 Mb/s,997 kb/s,1.50 Mb/s,843 kb/s,1.33 Mb/s,1.06 Mb/s,955 kb/s,926 kb/s,1.20 Mb/s,859 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:54:00,1.19 Mb/s,1.15 Mb/s,1.30 Mb/s,892 kb/s,989 kb/s,1.13 Mb/s,1.02 Mb/s,1.49 Mb/s,843 kb/s,1.37 Mb/s,1.07 Mb/s,1.15 Mb/s,947 kb/s,1.23 Mb/s,851 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:54:15,1.41 Mb/s,1.15 Mb/s,1.35 Mb/s,924 kb/s,1.02 Mb/s,1.13 Mb/s,1.01 Mb/s,1.50 Mb/s,858 kb/s,1.41 Mb/s,1.11 Mb/s,1.36 Mb/s,966 kb/s,1.27 Mb/s,864 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:54:30,1.42 Mb/s,1.15 Mb/s,1.35 Mb/s,962 kb/s,1.08 Mb/s,1.16 Mb/s,1.02 Mb/s,1.50 Mb/s,845 kb/s,1.42 Mb/s,1.30 Mb/s,1.37 Mb/s,972 kb/s,1.28 Mb/s,854 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:54:45,1.41 Mb/s,1.17 Mb/s,1.35 Mb/s,983 kb/s,1.07 Mb/s,1.36 Mb/s,1.04 Mb/s,1.52 Mb/s,880 kb/s,1.42 Mb/s,1.35 Mb/s,1.36 Mb/s,962 kb/s,1.26 Mb/s,856 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:55:00,1.58 Mb/s,1.17 Mb/s,1.36 Mb/s,994 kb/s,1.06 Mb/s,1.38 Mb/s,1.04 Mb/s,1.52 Mb/s,879 kb/s,1.65 Mb/s,1.32 Mb/s,1.39 Mb/s,994 kb/s,1.31 Mb/s,854 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:55:15,1.62 Mb/s,1.20 Mb/s,1.36 Mb/s,1.01 Mb/s,1.10 Mb/s,1.38 Mb/s,1.05 Mb/s,1.54 Mb/s,885 kb/s,1.65 Mb/s,1.39 Mb/s,1.41 Mb/s,1.02 Mb/s,1.35 Mb/s,877 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:55:30,1.65 Mb/s,1.23 Mb/s,1.39 Mb/s,1.19 Mb/s,1.11 Mb/s,1.57 Mb/s,1.06 Mb/s,1.56 Mb/s,891 kb/s,1.67 Mb/s,1.42 Mb/s,1.42 Mb/s,1.02 Mb/s,1.35 Mb/s,865 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:55:45,1.65 Mb/s,1.26 Mb/s,1.38 Mb/s,1.40 Mb/s,1.12 Mb/s,1.57 Mb/s,1.08 Mb/s,1.59 Mb/s,909 kb/s,1.66 Mb/s,1.45 Mb/s,1.41 Mb/s,1.02 Mb/s,1.33 Mb/s,873 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:56:00,1.66 Mb/s,1.28 Mb/s,1.60 Mb/s,1.41 Mb/s,1.11 Mb/s,1.62 Mb/s,1.08 Mb/s,1.59 Mb/s,902 kb/s,1.69 Mb/s,1.29 Mb/s,1.44 Mb/s,1.03 Mb/s,1.35 Mb/s,876 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:56:15,1.67 Mb/s,1.31 Mb/s,1.60 Mb/s,1.39 Mb/s,1.10 Mb/s,1.61 Mb/s,1.06 Mb/s,1.41 Mb/s,1.07 Mb/s,1.70 Mb/s,1.31 Mb/s,1.44 Mb/s,1.04 Mb/s,1.34 Mb/s,900 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:56:30,1.69 Mb/s,1.27 Mb/s,1.40 Mb/s,1.39 Mb/s,1.12 Mb/s,1.63 Mb/s,1.05 Mb/s,1.40 Mb/s,1.09 Mb/s,1.72 Mb/s,1.29 Mb/s,1.40 Mb/s,1.07 Mb/s,1.55 Mb/s,908 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:56:45,1.64 Mb/s,1.44 Mb/s,1.21 Mb/s,1.42 Mb/s,1.07 Mb/s,1.62 Mb/s,1.04 Mb/s,1.44 Mb/s,1.11 Mb/s,1.74 Mb/s,1.32 Mb/s,1.61 Mb/s,1.07 Mb/s,1.55 Mb/s,892 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:57:00,1.67 Mb/s,1.43 Mb/s,1.20 Mb/s,1.42 Mb/s,1.08 Mb/s,1.64 Mb/s,1.05 Mb/s,1.23 Mb/s,1.12 Mb/s,1.79 Mb/s,1.26 Mb/s,1.63 Mb/s,1.07 Mb/s,1.77 Mb/s,919 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:57:15,1.69 Mb/s,1.42 Mb/s,1.23 Mb/s,1.41 Mb/s,1.08 Mb/s,1.42 Mb/s,1.23 Mb/s,1.22 Mb/s,1.11 Mb/s,1.61 Mb/s,1.30 Mb/s,1.64 Mb/s,1.29 Mb/s,1.78 Mb/s,947 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:57:30,1.75 Mb/s,1.44 Mb/s,1.23 Mb/s,1.40 Mb/s,1.09 Mb/s,1.45 Mb/s,1.21 Mb/s,1.19 Mb/s,1.11 Mb/s,1.39 Mb/s,1.30 Mb/s,1.63 Mb/s,1.28 Mb/s,1.92 Mb/s,957 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:57:45,1.73 Mb/s,1.46 Mb/s,1.24 Mb/s,1.41 Mb/s,1.06 Mb/s,1.41 Mb/s,1.21 Mb/s,1.41 Mb/s,1.15 Mb/s,1.33 Mb/s,1.52 Mb/s,1.61 Mb/s,1.27 Mb/s,1.73 Mb/s,956 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:58:00,1.72 Mb/s,1.43 Mb/s,1.23 Mb/s,1.40 Mb/s,1.05 Mb/s,1.44 Mb/s,1.20 Mb/s,1.22 Mb/s,1.14 Mb/s,1.52 Mb/s,1.49 Mb/s,1.62 Mb/s,1.26 Mb/s,1.74 Mb/s,944 kb/s,,,,,,,,,,,,,,,
2025-11-16 13:58:15,1.72 Mb/s,1.43 Mb/s,1.23 Mb/s,1.37 Mb/s,1.08 Mb/s,1.44 Mb/s,1.01 Mb/s,1.22 Mb/s,1.15 Mb/s,1.51 Mb/s,1.51 Mb/s,1.63 Mb/s,1.25 Mb/s,1.73 Mb/s,953 kb/s,,,,,,,,,,,,,,,
