"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}"
2025-11-16 15:28:45,2.65 vCPU,2.63 vCPU,2.66 vCPU,2.65 vCPU,2.54 vCPU,2.54 vCPU,2.65 vCPU,,,,,,,,2.55 vCPU,2.29 vCPU,2.38 vCPU,2.37 vCPU,2.52 vCPU,2.44 vCPU,5.90 vCPU,4.80 vCPU,,,,,,,,
2025-11-16 15:29:00,2.62 vCPU,2.66 vCPU,2.62 vCPU,2.62 vCPU,2.65 vCPU,2.43 vCPU,2.61 vCPU,,,,,,,,2.62 vCPU,2.31 vCPU,2.43 vCPU,2.38 vCPU,2.50 vCPU,2.46 vCPU,8.88 vCPU,4.48 vCPU,,,,,,,,
2025-11-16 15:29:15,2.78 vCPU,2.63 vCPU,2.62 vCPU,2.80 vCPU,2.55 vCPU,2.75 vCPU,2.72 vCPU,,,,,,,,2.57 vCPU,2.44 vCPU,2.54 vCPU,2.51 vCPU,2.49 vCPU,2.54 vCPU,9.72 vCPU,5.38 vCPU,,,,,,,,
2025-11-16 15:29:30,2.62 vCPU,2.54 vCPU,2.79 vCPU,2.60 vCPU,2.81 vCPU,2.83 vCPU,2.69 vCPU,,,,,,,,2.59 vCPU,2.59 vCPU,2.47 vCPU,2.60 vCPU,2.56 vCPU,2.60 vCPU,9.45 vCPU,5.98 vCPU,,,,,,,,
2025-11-16 15:29:45,3.15 vCPU,2.88 vCPU,3.16 vCPU,3.14 vCPU,2.79 vCPU,2.81 vCPU,3.15 vCPU,,,,,,,,2.68 vCPU,2.61 vCPU,2.60 vCPU,2.84 vCPU,2.84 vCPU,2.81 vCPU,7.57 vCPU,7.38 vCPU,,,,,,,,
2025-11-16 15:30:00,3.26 vCPU,3.17 vCPU,3.26 vCPU,3.26 vCPU,3.17 vCPU,3.03 vCPU,3.25 vCPU,,,,,,,,2.99 vCPU,2.72 vCPU,2.63 vCPU,2.99 vCPU,3.04 vCPU,2.96 vCPU,12.1 vCPU,8.90 vCPU,,,,,,,,
2025-11-16 15:30:15,3.63 vCPU,3.27 vCPU,3.53 vCPU,3.61 vCPU,3.32 vCPU,3.54 vCPU,3.61 vCPU,,,,,,,,3.29 vCPU,2.88 vCPU,2.91 vCPU,3.18 vCPU,3.13 vCPU,3.02 vCPU,13.5 vCPU,10.5 vCPU,,,,,,,,
2025-11-16 15:30:30,3.50 vCPU,3.46 vCPU,3.67 vCPU,3.46 vCPU,3.77 vCPU,3.78 vCPU,3.57 vCPU,,,,,,,,3.33 vCPU,3.11 vCPU,3.02 vCPU,3.47 vCPU,3.27 vCPU,3.13 vCPU,14.3 vCPU,10.7 vCPU,,,,,,,,
2025-11-16 15:30:45,3.76 vCPU,3.75 vCPU,3.78 vCPU,3.76 vCPU,3.61 vCPU,3.55 vCPU,3.76 vCPU,,,,,,,,3.30 vCPU,3.15 vCPU,3.21 vCPU,3.40 vCPU,3.27 vCPU,3.20 vCPU,10.5 vCPU,10.00 vCPU,,,,,,,,
2025-11-16 15:31:00,3.74 vCPU,3.79 vCPU,3.68 vCPU,3.78 vCPU,3.72 vCPU,3.59 vCPU,3.70 vCPU,,,,,,,,3.22 vCPU,3.16 vCPU,3.21 vCPU,3.48 vCPU,3.35 vCPU,3.23 vCPU,10.8 vCPU,15.8 vCPU,,,,,,,,
2025-11-16 15:31:15,3.78 vCPU,3.67 vCPU,3.67 vCPU,3.78 vCPU,3.68 vCPU,3.89 vCPU,3.76 vCPU,,,,,,,,3.19 vCPU,3.13 vCPU,3.05 vCPU,3.19 vCPU,3.18 vCPU,3.09 vCPU,9.83 vCPU,19.5 vCPU,,,,,,,,
2025-11-16 15:31:30,3.68 vCPU,3.61 vCPU,3.82 vCPU,3.64 vCPU,3.91 vCPU,3.93 vCPU,3.74 vCPU,,,,,,,,3.20 vCPU,3.13 vCPU,2.91 vCPU,3.34 vCPU,3.22 vCPU,3.06 vCPU,9.07 vCPU,18.8 vCPU,,,,,,,,
2025-11-16 15:31:45,3.84 vCPU,3.89 vCPU,3.85 vCPU,3.83 vCPU,3.70 vCPU,3.60 vCPU,3.84 vCPU,,,,,,,,3.15 vCPU,3.06 vCPU,2.99 vCPU,3.23 vCPU,3.31 vCPU,3.25 vCPU,7.88 vCPU,12.3 vCPU,,,,,,,,
2025-11-16 15:32:00,3.72 vCPU,3.85 vCPU,3.65 vCPU,3.76 vCPU,3.72 vCPU,3.55 vCPU,3.67 vCPU,,,,,,,,3.11 vCPU,2.99 vCPU,3.23 vCPU,3.21 vCPU,3.33 vCPU,3.25 vCPU,9.28 vCPU,7.82 vCPU,,,,,,,,
2025-11-16 15:32:15,3.79 vCPU,3.63 vCPU,3.69 vCPU,3.81 vCPU,3.65 vCPU,3.86 vCPU,3.77 vCPU,,,,,,,,3.35 vCPU,3.04 vCPU,3.23 vCPU,3.18 vCPU,3.25 vCPU,3.10 vCPU,9.67 vCPU,8.98 vCPU,,,,,,,,
2025-11-16 15:32:30,3.68 vCPU,3.61 vCPU,3.82 vCPU,3.63 vCPU,3.90 vCPU,3.92 vCPU,3.73 vCPU,,,,,,,,3.39 vCPU,3.04 vCPU,3.08 vCPU,3.26 vCPU,3.27 vCPU,3.14 vCPU,9.72 vCPU,9.13 vCPU,,,,,,,,
2025-11-16 15:32:45,3.87 vCPU,3.90 vCPU,3.89 vCPU,3.87 vCPU,3.72 vCPU,3.66 vCPU,3.87 vCPU,,,,,,,,3.26 vCPU,3.08 vCPU,2.99 vCPU,3.29 vCPU,3.26 vCPU,3.18 vCPU,9.15 vCPU,9.15 vCPU,,,,,,,,
2025-11-16 15:33:00,3.74 vCPU,3.89 vCPU,3.68 vCPU,3.77 vCPU,3.78 vCPU,3.60 vCPU,3.71 vCPU,,,,,,,,3.01 vCPU,3.01 vCPU,3.01 vCPU,3.21 vCPU,3.13 vCPU,3.30 vCPU,10.5 vCPU,8.15 vCPU,,,,,,,,
2025-11-16 15:33:15,3.80 vCPU,3.68 vCPU,3.67 vCPU,3.80 vCPU,3.69 vCPU,3.90 vCPU,3.76 vCPU,,,,,,,,3.11 vCPU,3.17 vCPU,3.01 vCPU,3.14 vCPU,3.04 vCPU,3.08 vCPU,10.4 vCPU,7.98 vCPU,,,,,,,,
2025-11-16 15:33:30,3.73 vCPU,3.60 vCPU,3.86 vCPU,3.66 vCPU,3.88 vCPU,3.90 vCPU,3.77 vCPU,,,,,,,,3.29 vCPU,3.16 vCPU,2.98 vCPU,3.13 vCPU,3.17 vCPU,3.03 vCPU,9.65 vCPU,7.90 vCPU,,,,,,,,
2025-11-16 15:33:45,3.97 vCPU,3.94 vCPU,3.98 vCPU,3.97 vCPU,3.76 vCPU,3.73 vCPU,3.97 vCPU,,,,,,,,3.36 vCPU,3.25 vCPU,3.19 vCPU,3.09 vCPU,3.36 vCPU,3.17 vCPU,7.83 vCPU,7.93 vCPU,,,,,,,,
2025-11-16 15:34:00,3.84 vCPU,3.98 vCPU,3.82 vCPU,3.89 vCPU,3.87 vCPU,3.71 vCPU,3.84 vCPU,,,,,,,,3.31 vCPU,3.14 vCPU,3.30 vCPU,3.10 vCPU,3.37 vCPU,3.23 vCPU,8.22 vCPU,8.52 vCPU,,,,,,,,
2025-11-16 15:34:15,3.90 vCPU,3.81 vCPU,3.82 vCPU,3.90 vCPU,3.86 vCPU,4.07 vCPU,3.90 vCPU,,,,,,,,3.36 vCPU,3.58 vCPU,3.29 vCPU,3.10 vCPU,3.13 vCPU,3.23 vCPU,8.68 vCPU,9.30 vCPU,,,,,,,,
2025-11-16 15:34:30,3.79 vCPU,3.75 vCPU,3.91 vCPU,3.72 vCPU,4.04 vCPU,4.04 vCPU,3.82 vCPU,,,,,,,,3.28 vCPU,3.53 vCPU,3.12 vCPU,3.21 vCPU,3.08 vCPU,3.02 vCPU,8.68 vCPU,9.08 vCPU,,,,,,,,
2025-11-16 15:34:45,3.98 vCPU,3.98 vCPU,3.99 vCPU,3.98 vCPU,3.79 vCPU,3.72 vCPU,3.98 vCPU,,,,,,,,3.18 vCPU,3.46 vCPU,3.24 vCPU,3.19 vCPU,3.03 vCPU,3.08 vCPU,8.13 vCPU,8.07 vCPU,,,,,,,,
2025-11-16 15:35:00,3.81 vCPU,3.99 vCPU,3.76 vCPU,3.88 vCPU,3.87 vCPU,3.68 vCPU,3.78 vCPU,,,,,,,,3.36 vCPU,3.04 vCPU,3.46 vCPU,3.44 vCPU,3.33 vCPU,3.31 vCPU,7.92 vCPU,7.20 vCPU,,,,,,,,
2025-11-16 15:35:15,3.97 vCPU,3.74 vCPU,3.87 vCPU,3.97 vCPU,3.80 vCPU,4.04 vCPU,3.95 vCPU,,,,,,,,3.63 vCPU,3.56 vCPU,3.53 vCPU,3.51 vCPU,3.56 vCPU,3.50 vCPU,7.68 vCPU,8.00 vCPU,,,,,,,,
2025-11-16 15:35:30,3.94 vCPU,3.80 vCPU,4.05 vCPU,3.86 vCPU,4.12 vCPU,4.14 vCPU,3.96 vCPU,,,,,,,,3.67 vCPU,3.73 vCPU,3.24 vCPU,3.61 vCPU,3.58 vCPU,3.43 vCPU,7.87 vCPU,10.3 vCPU,,,,,,,,
2025-11-16 15:35:45,4.20 vCPU,4.13 vCPU,4.21 vCPU,4.20 vCPU,3.96 vCPU,3.94 vCPU,4.20 vCPU,,,,,,,,3.30 vCPU,3.79 vCPU,3.13 vCPU,3.37 vCPU,3.30 vCPU,3.32 vCPU,10.0 vCPU,10.5 vCPU,,,,,,,,
2025-11-16 15:36:00,3.98 vCPU,4.21 vCPU,3.95 vCPU,4.05 vCPU,4.04 vCPU,3.85 vCPU,3.97 vCPU,,,,,,,,3.01 vCPU,3.25 vCPU,3.14 vCPU,3.12 vCPU,3.16 vCPU,3.05 vCPU,11.0 vCPU,9.72 vCPU,,,,,,,,
2025-11-16 15:36:15,4.37 vCPU,3.95 vCPU,4.32 vCPU,4.33 vCPU,3.97 vCPU,4.18 vCPU,4.36 vCPU,,,,,,,,3.20 vCPU,3.31 vCPU,3.32 vCPU,3.10 vCPU,3.14 vCPU,3.08 vCPU,11.0 vCPU,8.72 vCPU,,,,,,,,
2025-11-16 15:36:30,4.52 vCPU,4.29 vCPU,4.63 vCPU,4.42 vCPU,4.63 vCPU,4.65 vCPU,4.53 vCPU,,,,,,,,3.31 vCPU,3.50 vCPU,3.17 vCPU,3.27 vCPU,3.29 vCPU,3.03 vCPU,10.5 vCPU,10.2 vCPU,,,,,,,,
2025-11-16 15:36:45,4.68 vCPU,4.73 vCPU,4.68 vCPU,4.68 vCPU,4.59 vCPU,4.53 vCPU,4.68 vCPU,,,,,,,,3.32 vCPU,3.71 vCPU,3.19 vCPU,3.31 vCPU,3.30 vCPU,3.38 vCPU,9.67 vCPU,10.8 vCPU,,,,,,,,
2025-11-16 15:37:00,4.06 vCPU,4.68 vCPU,3.98 vCPU,4.19 vCPU,4.51 vCPU,4.32 vCPU,4.06 vCPU,,,,,,,,3.15 vCPU,3.63 vCPU,3.13 vCPU,3.26 vCPU,3.19 vCPU,3.29 vCPU,11.0 vCPU,11.6 vCPU,,,,,,,,
2025-11-16 15:37:15,3.66 vCPU,3.93 vCPU,3.55 vCPU,3.73 vCPU,3.78 vCPU,3.96 vCPU,3.66 vCPU,,,,,,,,3.16 vCPU,3.50 vCPU,3.15 vCPU,3.02 vCPU,3.12 vCPU,3.16 vCPU,9.92 vCPU,12.5 vCPU,,,,,,,,
2025-11-16 15:37:29,,,,,,,,3.46 vCPU,3.75 vCPU,3.75 vCPU,3.39 vCPU,3.38 vCPU,3.73 vCPU,3.55 vCPU,,,,,,,,,13.0 vCPU,3.28 vCPU,9.85 vCPU,2.89 vCPU,2.84 vCPU,2.90 vCPU,2.89 vCPU,2.75 vCPU
