"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-nethermind:5054"", job=""cl-07-lighthouse-nethermind"", service=""cl-07-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-13-lighthouse-besu:5054"", job=""cl-13-lighthouse-besu"", service=""cl-13-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-nethermind:5054"", job=""cl-06-lighthouse-nethermind"", service=""cl-06-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-15-lighthouse-besu:5054"", job=""cl-15-lighthouse-besu"", service=""cl-15-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-nethermind:5054"", job=""cl-09-lighthouse-nethermind"", service=""cl-09-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-14-lighthouse-besu:5054"", job=""cl-14-lighthouse-besu"", service=""cl-14-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-nethermind:5054"", job=""cl-08-lighthouse-nethermind"", service=""cl-08-lighthouse-nethermind"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""False""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-nethermind:5054"", job=""cl-10-lighthouse-nethermind"", service=""cl-10-lighthouse-nethermind"", supernode=""False""}"
2025-11-16 14:47:45,747 kb/s,780 kb/s,731 kb/s,797 kb/s,690 kb/s,652 kb/s,733 kb/s,750 kb/s,707 kb/s,695 kb/s,694 kb/s,723 kb/s,720 kb/s,793 kb/s,699 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:48:00,776 kb/s,799 kb/s,748 kb/s,813 kb/s,681 kb/s,674 kb/s,773 kb/s,770 kb/s,703 kb/s,698 kb/s,720 kb/s,729 kb/s,760 kb/s,803 kb/s,710 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:48:15,761 kb/s,798 kb/s,743 kb/s,818 kb/s,677 kb/s,672 kb/s,767 kb/s,753 kb/s,695 kb/s,719 kb/s,720 kb/s,756 kb/s,756 kb/s,787 kb/s,710 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:48:30,769 kb/s,797 kb/s,745 kb/s,807 kb/s,673 kb/s,677 kb/s,778 kb/s,782 kb/s,710 kb/s,723 kb/s,725 kb/s,749 kb/s,772 kb/s,797 kb/s,708 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:48:45,748 kb/s,791 kb/s,762 kb/s,809 kb/s,691 kb/s,679 kb/s,761 kb/s,782 kb/s,716 kb/s,734 kb/s,706 kb/s,754 kb/s,757 kb/s,805 kb/s,724 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:49:00,772 kb/s,805 kb/s,761 kb/s,802 kb/s,684 kb/s,685 kb/s,783 kb/s,791 kb/s,711 kb/s,722 kb/s,719 kb/s,737 kb/s,772 kb/s,798 kb/s,723 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:49:15,767 kb/s,799 kb/s,756 kb/s,803 kb/s,693 kb/s,679 kb/s,772 kb/s,771 kb/s,702 kb/s,742 kb/s,718 kb/s,749 kb/s,766 kb/s,778 kb/s,713 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:49:30,794 kb/s,807 kb/s,759 kb/s,774 kb/s,691 kb/s,678 kb/s,793 kb/s,790 kb/s,722 kb/s,740 kb/s,727 kb/s,745 kb/s,802 kb/s,796 kb/s,696 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:49:45,800 kb/s,823 kb/s,762 kb/s,821 kb/s,731 kb/s,683 kb/s,787 kb/s,793 kb/s,765 kb/s,773 kb/s,726 kb/s,753 kb/s,804 kb/s,801 kb/s,720 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:50:00,832 kb/s,832 kb/s,769 kb/s,824 kb/s,763 kb/s,702 kb/s,807 kb/s,822 kb/s,789 kb/s,757 kb/s,761 kb/s,758 kb/s,835 kb/s,826 kb/s,716 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:50:15,838 kb/s,829 kb/s,781 kb/s,825 kb/s,801 kb/s,707 kb/s,809 kb/s,814 kb/s,798 kb/s,773 kb/s,761 kb/s,784 kb/s,838 kb/s,839 kb/s,706 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:50:30,855 kb/s,838 kb/s,786 kb/s,828 kb/s,802 kb/s,736 kb/s,844 kb/s,845 kb/s,822 kb/s,770 kb/s,810 kb/s,791 kb/s,872 kb/s,867 kb/s,736 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:50:45,851 kb/s,855 kb/s,810 kb/s,846 kb/s,849 kb/s,751 kb/s,832 kb/s,847 kb/s,833 kb/s,828 kb/s,792 kb/s,838 kb/s,866 kb/s,886 kb/s,758 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:51:00,908 kb/s,870 kb/s,826 kb/s,837 kb/s,876 kb/s,768 kb/s,879 kb/s,899 kb/s,830 kb/s,825 kb/s,816 kb/s,834 kb/s,895 kb/s,900 kb/s,778 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:51:15,920 kb/s,872 kb/s,825 kb/s,834 kb/s,898 kb/s,786 kb/s,871 kb/s,900 kb/s,818 kb/s,853 kb/s,811 kb/s,864 kb/s,896 kb/s,897 kb/s,784 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:51:30,999 kb/s,880 kb/s,827 kb/s,811 kb/s,901 kb/s,799 kb/s,897 kb/s,941 kb/s,844 kb/s,849 kb/s,839 kb/s,884 kb/s,940 kb/s,923 kb/s,808 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:51:45,978 kb/s,889 kb/s,866 kb/s,825 kb/s,927 kb/s,821 kb/s,888 kb/s,953 kb/s,849 kb/s,886 kb/s,846 kb/s,927 kb/s,923 kb/s,926 kb/s,845 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:52:00,1.00 Mb/s,902 kb/s,876 kb/s,817 kb/s,919 kb/s,847 kb/s,925 kb/s,999 kb/s,852 kb/s,887 kb/s,884 kb/s,923 kb/s,965 kb/s,926 kb/s,866 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:52:15,1.02 Mb/s,897 kb/s,882 kb/s,817 kb/s,968 kb/s,850 kb/s,915 kb/s,998 kb/s,851 kb/s,918 kb/s,886 kb/s,968 kb/s,965 kb/s,925 kb/s,871 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:52:30,1.04 Mb/s,906 kb/s,914 kb/s,816 kb/s,975 kb/s,890 kb/s,951 kb/s,1.02 Mb/s,877 kb/s,922 kb/s,924 kb/s,973 kb/s,1.01 Mb/s,959 kb/s,897 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:52:45,1.04 Mb/s,914 kb/s,928 kb/s,828 kb/s,989 kb/s,893 kb/s,933 kb/s,1.03 Mb/s,886 kb/s,941 kb/s,932 kb/s,983 kb/s,984 kb/s,956 kb/s,937 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:53:00,1.07 Mb/s,948 kb/s,942 kb/s,843 kb/s,1000 kb/s,911 kb/s,957 kb/s,1.09 Mb/s,896 kb/s,941 kb/s,945 kb/s,961 kb/s,1.01 Mb/s,960 kb/s,958 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:53:15,1.09 Mb/s,959 kb/s,942 kb/s,850 kb/s,1.03 Mb/s,908 kb/s,957 kb/s,1.05 Mb/s,915 kb/s,971 kb/s,970 kb/s,975 kb/s,1.01 Mb/s,979 kb/s,967 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:53:30,1.14 Mb/s,989 kb/s,977 kb/s,870 kb/s,1.03 Mb/s,918 kb/s,997 kb/s,1.07 Mb/s,946 kb/s,971 kb/s,988 kb/s,998 kb/s,1.04 Mb/s,1.01 Mb/s,973 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:53:45,1.13 Mb/s,1.00 Mb/s,1.01 Mb/s,904 kb/s,1.06 Mb/s,921 kb/s,975 kb/s,1.07 Mb/s,960 kb/s,985 kb/s,976 kb/s,1.01 Mb/s,1.04 Mb/s,1.01 Mb/s,995 kb/s,,,,,,,,,,,,,,,
2025-11-16 14:54:00,1.16 Mb/s,1.02 Mb/s,1.03 Mb/s,908 kb/s,1.07 Mb/s,933 kb/s,1.01 Mb/s,1.11 Mb/s,958 kb/s,967 kb/s,1.02 Mb/s,1.02 Mb/s,1.07 Mb/s,1.01 Mb/s,1.01 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:54:15,1.20 Mb/s,1.01 Mb/s,1.01 Mb/s,909 kb/s,1.07 Mb/s,940 kb/s,991 kb/s,1.11 Mb/s,958 kb/s,986 kb/s,1.04 Mb/s,1.07 Mb/s,1.06 Mb/s,990 kb/s,1.02 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:54:30,1.20 Mb/s,1.00 Mb/s,1.03 Mb/s,879 kb/s,1.06 Mb/s,975 kb/s,993 kb/s,1.13 Mb/s,947 kb/s,964 kb/s,1.04 Mb/s,1.07 Mb/s,1.08 Mb/s,1.02 Mb/s,1.03 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:54:45,1.19 Mb/s,1.01 Mb/s,1.04 Mb/s,918 kb/s,1.06 Mb/s,971 kb/s,989 kb/s,1.13 Mb/s,935 kb/s,974 kb/s,1.00 Mb/s,1.08 Mb/s,1.07 Mb/s,1.01 Mb/s,1.05 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:55:00,1.22 Mb/s,1.02 Mb/s,1.03 Mb/s,945 kb/s,1.03 Mb/s,991 kb/s,1.00 Mb/s,1.15 Mb/s,910 kb/s,976 kb/s,1.04 Mb/s,1.06 Mb/s,1.09 Mb/s,978 kb/s,1.07 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:55:15,1.22 Mb/s,997 kb/s,1.01 Mb/s,962 kb/s,1.07 Mb/s,955 kb/s,989 kb/s,1.12 Mb/s,930 kb/s,1.01 Mb/s,1.01 Mb/s,1.08 Mb/s,1.08 Mb/s,1.00 Mb/s,1.05 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:55:30,1.25 Mb/s,1.00 Mb/s,1.02 Mb/s,944 kb/s,1.03 Mb/s,969 kb/s,1.01 Mb/s,1.15 Mb/s,949 kb/s,964 kb/s,1.02 Mb/s,1.05 Mb/s,1.09 Mb/s,1.01 Mb/s,1.04 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:55:45,1.23 Mb/s,1.03 Mb/s,1.03 Mb/s,1000 kb/s,1.04 Mb/s,967 kb/s,964 kb/s,1.10 Mb/s,972 kb/s,969 kb/s,1.04 Mb/s,1.05 Mb/s,1.08 Mb/s,1.01 Mb/s,1.06 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:56:00,1.26 Mb/s,1.04 Mb/s,1.04 Mb/s,998 kb/s,1.04 Mb/s,982 kb/s,1.00 Mb/s,1.10 Mb/s,958 kb/s,954 kb/s,1.05 Mb/s,1.06 Mb/s,1.10 Mb/s,997 kb/s,1.07 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:56:15,1.18 Mb/s,1.03 Mb/s,1.04 Mb/s,1.00 Mb/s,1.06 Mb/s,976 kb/s,980 kb/s,1.08 Mb/s,983 kb/s,971 kb/s,1.02 Mb/s,1.04 Mb/s,1.07 Mb/s,983 kb/s,1.03 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:56:30,1.22 Mb/s,1.06 Mb/s,1.03 Mb/s,1.00 Mb/s,1.05 Mb/s,978 kb/s,1000 kb/s,1.09 Mb/s,1.00 Mb/s,938 kb/s,1.02 Mb/s,1.01 Mb/s,1.10 Mb/s,1.02 Mb/s,1.04 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:56:45,1.21 Mb/s,1.05 Mb/s,1.05 Mb/s,1.04 Mb/s,1.07 Mb/s,970 kb/s,964 kb/s,1.05 Mb/s,1.01 Mb/s,938 kb/s,1.00 Mb/s,1.01 Mb/s,1.07 Mb/s,1.02 Mb/s,1.04 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:57:00,1.22 Mb/s,1.07 Mb/s,1.04 Mb/s,1.04 Mb/s,1.03 Mb/s,980 kb/s,989 kb/s,1.08 Mb/s,1.00 Mb/s,914 kb/s,1.03 Mb/s,985 kb/s,1.10 Mb/s,996 kb/s,1.05 Mb/s,,,,,,,,,,,,,,,
2025-11-16 14:57:14,,,,,,,,,,,,,,,,1.21 Mb/s,989 kb/s,1.10 Mb/s,1.01 Mb/s,954 kb/s,1.06 Mb/s,1.02 Mb/s,1.01 Mb/s,1.01 Mb/s,1.02 Mb/s,988 kb/s,984 kb/s,1.08 Mb/s,1.01 Mb/s,918 kb/s
