"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-06-nethermind-lighthouse:9001"", job=""el-06-nethermind-lighthouse"", service=""el-06-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-07-nethermind-lighthouse:9001"", job=""el-07-nethermind-lighthouse"", service=""el-07-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}"
2025-11-16 14:48:15,3.05 vCPU,3.08 vCPU,3.06 vCPU,2.81 vCPU,3.06 vCPU,,,,,,3.00 vCPU,2.98 vCPU,2.90 vCPU,2.82 vCPU,2.85 vCPU,7.60 vCPU,12.5 vCPU,8.77 vCPU,6.15 vCPU,8.28 vCPU,,,,,,,,,,
2025-11-16 14:48:30,2.95 vCPU,2.79 vCPU,2.96 vCPU,3.04 vCPU,3.02 vCPU,,,,,,3.03 vCPU,2.97 vCPU,2.92 vCPU,2.81 vCPU,2.86 vCPU,7.23 vCPU,12.2 vCPU,8.82 vCPU,6.10 vCPU,7.67 vCPU,,,,,,,,,,
2025-11-16 14:48:45,2.88 vCPU,2.99 vCPU,3.00 vCPU,3.00 vCPU,2.85 vCPU,,,,,,2.83 vCPU,2.74 vCPU,2.87 vCPU,2.85 vCPU,2.88 vCPU,7.40 vCPU,7.10 vCPU,8.33 vCPU,5.95 vCPU,7.83 vCPU,,,,,,,,,,
2025-11-16 14:49:00,2.84 vCPU,2.85 vCPU,2.70 vCPU,2.84 vCPU,2.72 vCPU,,,,,,2.89 vCPU,3.00 vCPU,2.90 vCPU,2.98 vCPU,2.94 vCPU,6.95 vCPU,7.03 vCPU,8.05 vCPU,5.25 vCPU,6.12 vCPU,,,,,,,,,,
2025-11-16 14:49:15,2.99 vCPU,3.04 vCPU,2.98 vCPU,2.78 vCPU,3.32 vCPU,,,,,,2.92 vCPU,3.06 vCPU,3.00 vCPU,3.08 vCPU,3.01 vCPU,11.4 vCPU,7.77 vCPU,9.15 vCPU,5.62 vCPU,8.65 vCPU,,,,,,,,,,
2025-11-16 14:49:30,3.25 vCPU,3.39 vCPU,3.25 vCPU,3.19 vCPU,4.21 vCPU,,,,,,4.39 vCPU,4.99 vCPU,4.09 vCPU,3.22 vCPU,3.31 vCPU,18.7 vCPU,13.5 vCPU,14.5 vCPU,19.8 vCPU,17.3 vCPU,,,,,,,,,,
2025-11-16 14:49:45,4.79 vCPU,5.43 vCPU,4.63 vCPU,5.24 vCPU,5.77 vCPU,,,,,,7.94 vCPU,8.37 vCPU,8.00 vCPU,6.48 vCPU,7.11 vCPU,40.4 vCPU,27.0 vCPU,28.1 vCPU,32.1 vCPU,28.0 vCPU,,,,,,,,,,
2025-11-16 14:50:00,6.15 vCPU,6.67 vCPU,5.97 vCPU,6.47 vCPU,6.67 vCPU,,,,,,10.7 vCPU,11.4 vCPU,10.7 vCPU,9.31 vCPU,9.99 vCPU,42.0 vCPU,32.4 vCPU,32.5 vCPU,39.0 vCPU,32.3 vCPU,,,,,,,,,,
2025-11-16 14:50:15,7.34 vCPU,7.55 vCPU,7.24 vCPU,7.39 vCPU,7.33 vCPU,,,,,,12.3 vCPU,12.3 vCPU,12.4 vCPU,12.8 vCPU,13.2 vCPU,39.8 vCPU,34.4 vCPU,32.9 vCPU,41.3 vCPU,30.2 vCPU,,,,,,,,,,
2025-11-16 14:50:30,7.02 vCPU,6.84 vCPU,7.25 vCPU,6.87 vCPU,7.16 vCPU,,,,,,12.7 vCPU,12.9 vCPU,12.5 vCPU,12.4 vCPU,12.6 vCPU,25.2 vCPU,26.9 vCPU,26.3 vCPU,36.3 vCPU,26.7 vCPU,,,,,,,,,,
2025-11-16 14:50:45,6.92 vCPU,6.99 vCPU,7.08 vCPU,6.98 vCPU,6.75 vCPU,,,,,,13.0 vCPU,12.7 vCPU,12.8 vCPU,12.8 vCPU,12.5 vCPU,25.2 vCPU,26.3 vCPU,26.7 vCPU,34.4 vCPU,25.7 vCPU,,,,,,,,,,
2025-11-16 14:51:00,6.67 vCPU,6.71 vCPU,6.55 vCPU,6.88 vCPU,6.58 vCPU,,,,,,13.3 vCPU,12.4 vCPU,13.1 vCPU,11.8 vCPU,12.0 vCPU,24.6 vCPU,27.2 vCPU,25.5 vCPU,23.9 vCPU,24.7 vCPU,,,,,,,,,,
2025-11-16 14:51:15,6.79 vCPU,6.92 vCPU,6.76 vCPU,6.74 vCPU,6.81 vCPU,,,,,,12.0 vCPU,11.4 vCPU,12.2 vCPU,11.7 vCPU,11.6 vCPU,23.8 vCPU,32.8 vCPU,25.5 vCPU,23.7 vCPU,30.8 vCPU,,,,,,,,,,
2025-11-16 14:51:30,6.76 vCPU,6.62 vCPU,6.74 vCPU,6.65 vCPU,7.10 vCPU,,,,,,12.2 vCPU,12.1 vCPU,12.7 vCPU,11.6 vCPU,12.3 vCPU,24.8 vCPU,32.6 vCPU,25.8 vCPU,24.2 vCPU,31.9 vCPU,,,,,,,,,,
2025-11-16 14:51:45,7.07 vCPU,7.08 vCPU,7.26 vCPU,7.07 vCPU,7.14 vCPU,,,,,,12.4 vCPU,12.8 vCPU,13.2 vCPU,12.6 vCPU,12.4 vCPU,27.0 vCPU,36.4 vCPU,27.5 vCPU,25.1 vCPU,33.4 vCPU,,,,,,,,,,
2025-11-16 14:52:00,7.16 vCPU,7.18 vCPU,7.02 vCPU,7.33 vCPU,7.02 vCPU,,,,,,13.1 vCPU,12.3 vCPU,12.9 vCPU,13.0 vCPU,12.7 vCPU,26.7 vCPU,31.0 vCPU,26.6 vCPU,26.4 vCPU,28.1 vCPU,,,,,,,,,,
2025-11-16 14:52:15,7.48 vCPU,7.61 vCPU,7.44 vCPU,7.37 vCPU,7.49 vCPU,,,,,,12.9 vCPU,12.0 vCPU,12.8 vCPU,13.0 vCPU,12.1 vCPU,26.0 vCPU,32.6 vCPU,26.1 vCPU,27.8 vCPU,27.8 vCPU,,,,,,,,,,
2025-11-16 14:52:30,7.43 vCPU,7.34 vCPU,7.36 vCPU,7.37 vCPU,7.68 vCPU,,,,,,12.9 vCPU,11.9 vCPU,12.5 vCPU,12.9 vCPU,12.6 vCPU,26.1 vCPU,25.1 vCPU,25.2 vCPU,27.5 vCPU,27.8 vCPU,,,,,,,,,,
2025-11-16 14:52:45,7.63 vCPU,7.66 vCPU,7.78 vCPU,7.68 vCPU,7.66 vCPU,,,,,,13.0 vCPU,12.9 vCPU,13.5 vCPU,13.2 vCPU,12.6 vCPU,27.8 vCPU,26.0 vCPU,27.0 vCPU,25.7 vCPU,28.6 vCPU,,,,,,,,,,
2025-11-16 14:53:00,7.63 vCPU,7.70 vCPU,7.50 vCPU,7.88 vCPU,7.67 vCPU,,,,,,13.5 vCPU,13.0 vCPU,13.6 vCPU,13.4 vCPU,12.9 vCPU,27.5 vCPU,26.0 vCPU,34.1 vCPU,26.0 vCPU,29.6 vCPU,,,,,,,,,,
2025-11-16 14:53:15,7.96 vCPU,8.12 vCPU,7.95 vCPU,7.89 vCPU,8.08 vCPU,,,,,,13.2 vCPU,13.7 vCPU,13.1 vCPU,13.2 vCPU,12.5 vCPU,29.0 vCPU,28.6 vCPU,35.4 vCPU,27.2 vCPU,30.7 vCPU,,,,,,,,,,
2025-11-16 14:53:30,7.92 vCPU,7.63 vCPU,7.94 vCPU,7.64 vCPU,7.98 vCPU,,,,,,12.5 vCPU,13.2 vCPU,12.1 vCPU,13.4 vCPU,12.4 vCPU,27.1 vCPU,27.6 vCPU,33.2 vCPU,25.3 vCPU,28.1 vCPU,,,,,,,,,,
2025-11-16 14:53:45,7.94 vCPU,7.93 vCPU,8.06 vCPU,7.97 vCPU,7.87 vCPU,,,,,,13.0 vCPU,13.7 vCPU,12.6 vCPU,13.0 vCPU,12.7 vCPU,28.5 vCPU,28.0 vCPU,26.8 vCPU,26.8 vCPU,35.0 vCPU,,,,,,,,,,
2025-11-16 14:54:00,7.75 vCPU,7.69 vCPU,7.60 vCPU,7.88 vCPU,7.62 vCPU,,,,,,13.0 vCPU,13.1 vCPU,12.6 vCPU,12.1 vCPU,12.4 vCPU,26.0 vCPU,25.6 vCPU,25.0 vCPU,25.1 vCPU,33.9 vCPU,,,,,,,,,,
2025-11-16 14:54:15,7.88 vCPU,8.12 vCPU,7.84 vCPU,7.88 vCPU,8.07 vCPU,,,,,,13.5 vCPU,13.7 vCPU,13.6 vCPU,12.1 vCPU,12.9 vCPU,28.1 vCPU,27.5 vCPU,26.5 vCPU,29.3 vCPU,34.4 vCPU,,,,,,,,,,
2025-11-16 14:54:30,7.84 vCPU,7.68 vCPU,7.84 vCPU,7.69 vCPU,7.95 vCPU,,,,,,13.0 vCPU,13.5 vCPU,13.4 vCPU,12.9 vCPU,13.2 vCPU,28.1 vCPU,26.7 vCPU,25.3 vCPU,27.0 vCPU,26.1 vCPU,,,,,,,,,,
2025-11-16 14:54:45,7.87 vCPU,7.96 vCPU,7.92 vCPU,7.96 vCPU,7.71 vCPU,,,,,,13.2 vCPU,13.3 vCPU,13.8 vCPU,14.1 vCPU,13.6 vCPU,30.2 vCPU,27.7 vCPU,26.8 vCPU,27.2 vCPU,26.3 vCPU,,,,,,,,,,
2025-11-16 14:55:00,7.77 vCPU,7.79 vCPU,7.62 vCPU,7.98 vCPU,7.74 vCPU,,,,,,13.8 vCPU,13.1 vCPU,13.6 vCPU,13.8 vCPU,13.6 vCPU,36.4 vCPU,26.3 vCPU,26.8 vCPU,25.2 vCPU,26.5 vCPU,,,,,,,,,,
2025-11-16 14:55:15,8.05 vCPU,8.15 vCPU,8.07 vCPU,7.92 vCPU,8.03 vCPU,,,,,,13.3 vCPU,13.1 vCPU,13.5 vCPU,13.9 vCPU,13.8 vCPU,35.8 vCPU,29.1 vCPU,27.0 vCPU,25.4 vCPU,27.1 vCPU,,,,,,,,,,
2025-11-16 14:55:30,7.96 vCPU,7.78 vCPU,8.06 vCPU,7.84 vCPU,8.13 vCPU,,,,,,13.3 vCPU,13.3 vCPU,13.2 vCPU,13.6 vCPU,14.2 vCPU,33.7 vCPU,27.6 vCPU,26.5 vCPU,25.9 vCPU,26.8 vCPU,,,,,,,,,,
2025-11-16 14:55:45,7.94 vCPU,7.99 vCPU,8.13 vCPU,8.02 vCPU,7.77 vCPU,,,,,,12.6 vCPU,12.8 vCPU,12.9 vCPU,13.0 vCPU,13.4 vCPU,26.7 vCPU,27.4 vCPU,26.5 vCPU,25.0 vCPU,26.3 vCPU,,,,,,,,,,
2025-11-16 14:56:00,7.73 vCPU,7.71 vCPU,7.55 vCPU,7.91 vCPU,7.64 vCPU,,,,,,13.1 vCPU,12.7 vCPU,12.8 vCPU,12.3 vCPU,12.6 vCPU,26.1 vCPU,25.5 vCPU,26.4 vCPU,24.7 vCPU,26.4 vCPU,,,,,,,,,,
2025-11-16 14:56:15,7.93 vCPU,8.05 vCPU,7.91 vCPU,7.80 vCPU,7.98 vCPU,,,,,,12.6 vCPU,13.0 vCPU,12.9 vCPU,12.2 vCPU,12.1 vCPU,26.2 vCPU,27.6 vCPU,26.3 vCPU,24.8 vCPU,26.2 vCPU,,,,,,,,,,
2025-11-16 14:56:30,7.98 vCPU,7.80 vCPU,7.92 vCPU,7.75 vCPU,8.48 vCPU,,,,,,12.3 vCPU,13.0 vCPU,12.6 vCPU,13.0 vCPU,12.5 vCPU,25.9 vCPU,27.8 vCPU,26.2 vCPU,32.6 vCPU,26.9 vCPU,,,,,,,,,,
2025-11-16 14:56:45,8.57 vCPU,8.70 vCPU,8.71 vCPU,8.71 vCPU,8.67 vCPU,,,,,,12.8 vCPU,13.2 vCPU,13.2 vCPU,13.0 vCPU,12.9 vCPU,27.5 vCPU,28.5 vCPU,27.0 vCPU,32.6 vCPU,34.5 vCPU,,,,,,,,,,
2025-11-16 14:57:00,8.57 vCPU,8.68 vCPU,8.39 vCPU,8.84 vCPU,8.75 vCPU,,,,,,12.9 vCPU,12.5 vCPU,12.9 vCPU,12.3 vCPU,12.7 vCPU,28.8 vCPU,27.6 vCPU,27.2 vCPU,31.8 vCPU,36.5 vCPU,,,,,,,,,,
2025-11-16 14:57:14,,,,,,8.96 vCPU,9.02 vCPU,9.05 vCPU,9.36 vCPU,9.22 vCPU,,,,,,,,,,,42.9 vCPU,12.9 vCPU,14.1 vCPU,32.5 vCPU,14.0 vCPU,26.0 vCPU,13.2 vCPU,12.8 vCPU,26.9 vCPU,29.1 vCPU
