"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}"
2025-11-16 16:07:30,2.08 vCPU,2.32 vCPU,2.21 vCPU,2.34 vCPU,2.08 vCPU,2.31 vCPU,2.31 vCPU,,,,,,,,2.43 vCPU,2.35 vCPU,2.35 vCPU,2.31 vCPU,2.42 vCPU,2.48 vCPU,6.25 vCPU,7.17 vCPU,,,,,,,,
2025-11-16 16:07:45,2.34 vCPU,2.07 vCPU,2.23 vCPU,2.09 vCPU,2.30 vCPU,2.07 vCPU,2.35 vCPU,,,,,,,,2.38 vCPU,2.37 vCPU,2.39 vCPU,2.35 vCPU,2.33 vCPU,2.53 vCPU,6.33 vCPU,7.67 vCPU,,,,,,,,
2025-11-16 16:08:00,2.30 vCPU,2.37 vCPU,2.41 vCPU,2.41 vCPU,2.39 vCPU,2.37 vCPU,2.30 vCPU,,,,,,,,2.43 vCPU,2.37 vCPU,2.36 vCPU,2.44 vCPU,2.61 vCPU,2.57 vCPU,6.77 vCPU,8.32 vCPU,,,,,,,,
2025-11-16 16:08:15,2.41 vCPU,2.36 vCPU,2.38 vCPU,2.37 vCPU,2.35 vCPU,2.36 vCPU,2.17 vCPU,,,,,,,,2.41 vCPU,2.38 vCPU,2.42 vCPU,2.47 vCPU,2.66 vCPU,2.45 vCPU,7.82 vCPU,7.68 vCPU,,,,,,,,
2025-11-16 16:08:30,2.27 vCPU,2.50 vCPU,2.42 vCPU,2.57 vCPU,2.27 vCPU,2.50 vCPU,2.50 vCPU,,,,,,,,2.46 vCPU,2.38 vCPU,2.54 vCPU,2.59 vCPU,2.72 vCPU,2.43 vCPU,8.52 vCPU,9.25 vCPU,,,,,,,,
2025-11-16 16:08:45,2.54 vCPU,2.26 vCPU,2.44 vCPU,2.29 vCPU,2.49 vCPU,2.26 vCPU,2.56 vCPU,,,,,,,,2.47 vCPU,2.38 vCPU,2.56 vCPU,2.55 vCPU,2.38 vCPU,2.37 vCPU,9.55 vCPU,10.7 vCPU,,,,,,,,
2025-11-16 16:09:00,2.49 vCPU,2.57 vCPU,2.56 vCPU,2.56 vCPU,2.59 vCPU,2.56 vCPU,2.50 vCPU,,,,,,,,2.56 vCPU,2.53 vCPU,2.43 vCPU,2.59 vCPU,2.46 vCPU,2.43 vCPU,8.80 vCPU,10.5 vCPU,,,,,,,,
2025-11-16 16:09:15,2.52 vCPU,2.46 vCPU,2.43 vCPU,2.42 vCPU,2.47 vCPU,2.47 vCPU,2.28 vCPU,,,,,,,,2.64 vCPU,2.62 vCPU,2.36 vCPU,2.55 vCPU,2.47 vCPU,2.41 vCPU,10.1 vCPU,9.43 vCPU,,,,,,,,
2025-11-16 16:09:30,2.29 vCPU,2.53 vCPU,2.54 vCPU,2.67 vCPU,2.29 vCPU,2.53 vCPU,2.52 vCPU,,,,,,,,2.53 vCPU,2.58 vCPU,2.43 vCPU,2.79 vCPU,2.49 vCPU,2.53 vCPU,8.90 vCPU,16.7 vCPU,,,,,,,,
2025-11-16 16:09:45,2.73 vCPU,2.42 vCPU,2.59 vCPU,2.45 vCPU,2.68 vCPU,2.40 vCPU,2.74 vCPU,,,,,,,,2.52 vCPU,2.58 vCPU,2.49 vCPU,2.74 vCPU,2.43 vCPU,2.52 vCPU,10.0 vCPU,17.2 vCPU,,,,,,,,
2025-11-16 16:10:00,2.66 vCPU,2.72 vCPU,2.73 vCPU,2.74 vCPU,2.73 vCPU,2.72 vCPU,2.69 vCPU,,,,,,,,2.45 vCPU,2.48 vCPU,2.37 vCPU,2.62 vCPU,2.43 vCPU,2.53 vCPU,7.73 vCPU,19.8 vCPU,,,,,,,,
2025-11-16 16:10:15,2.75 vCPU,2.68 vCPU,2.51 vCPU,2.52 vCPU,2.70 vCPU,2.67 vCPU,2.49 vCPU,,,,,,,,2.49 vCPU,2.47 vCPU,2.27 vCPU,2.35 vCPU,2.49 vCPU,2.43 vCPU,7.93 vCPU,13.3 vCPU,,,,,,,,
2025-11-16 16:10:30,2.28 vCPU,2.57 vCPU,2.41 vCPU,2.56 vCPU,2.28 vCPU,2.60 vCPU,2.50 vCPU,,,,,,,,2.48 vCPU,2.38 vCPU,2.22 vCPU,2.34 vCPU,2.45 vCPU,2.43 vCPU,6.48 vCPU,14.7 vCPU,,,,,,,,
2025-11-16 16:10:45,2.48 vCPU,2.25 vCPU,2.33 vCPU,2.20 vCPU,2.47 vCPU,2.25 vCPU,2.48 vCPU,,,,,,,,2.36 vCPU,2.48 vCPU,2.33 vCPU,2.23 vCPU,2.42 vCPU,2.41 vCPU,7.73 vCPU,11.3 vCPU,,,,,,,,
2025-11-16 16:11:00,2.34 vCPU,2.44 vCPU,2.41 vCPU,2.41 vCPU,2.43 vCPU,2.44 vCPU,2.36 vCPU,,,,,,,,2.43 vCPU,2.41 vCPU,2.25 vCPU,2.17 vCPU,2.34 vCPU,2.33 vCPU,7.03 vCPU,8.12 vCPU,,,,,,,,
2025-11-16 16:11:15,2.39 vCPU,2.33 vCPU,2.29 vCPU,2.28 vCPU,2.35 vCPU,2.33 vCPU,2.15 vCPU,,,,,,,,2.18 vCPU,2.29 vCPU,2.18 vCPU,2.26 vCPU,2.27 vCPU,2.17 vCPU,8.62 vCPU,4.97 vCPU,,,,,,,,
2025-11-16 16:11:30,2.15 vCPU,2.39 vCPU,2.23 vCPU,2.38 vCPU,2.13 vCPU,2.39 vCPU,2.36 vCPU,,,,,,,,2.17 vCPU,2.05 vCPU,2.14 vCPU,2.32 vCPU,2.07 vCPU,2.13 vCPU,7.55 vCPU,5.20 vCPU,,,,,,,,
2025-11-16 16:11:45,2.33 vCPU,2.08 vCPU,2.43 vCPU,2.24 vCPU,2.31 vCPU,2.08 vCPU,2.37 vCPU,,,,,,,,1.87 vCPU,2.02 vCPU,2.06 vCPU,2.26 vCPU,1.90 vCPU,2.17 vCPU,7.17 vCPU,5.70 vCPU,,,,,,,,
2025-11-16 16:12:00,2.48 vCPU,2.56 vCPU,2.56 vCPU,2.57 vCPU,2.57 vCPU,2.56 vCPU,2.49 vCPU,,,,,,,,2.07 vCPU,2.10 vCPU,2.12 vCPU,2.14 vCPU,2.04 vCPU,2.26 vCPU,12.7 vCPU,6.17 vCPU,,,,,,,,
2025-11-16 16:12:15,2.58 vCPU,2.51 vCPU,2.58 vCPU,2.55 vCPU,2.54 vCPU,2.50 vCPU,2.34 vCPU,,,,,,,,2.18 vCPU,2.23 vCPU,2.24 vCPU,2.20 vCPU,2.25 vCPU,2.23 vCPU,12.6 vCPU,7.78 vCPU,,,,,,,,
2025-11-16 16:12:30,2.47 vCPU,2.68 vCPU,2.37 vCPU,2.57 vCPU,2.43 vCPU,2.68 vCPU,2.65 vCPU,,,,,,,,2.51 vCPU,2.34 vCPU,2.58 vCPU,2.31 vCPU,2.46 vCPU,2.23 vCPU,12.6 vCPU,7.68 vCPU,,,,,,,,
2025-11-16 16:12:45,2.52 vCPU,2.22 vCPU,2.45 vCPU,2.29 vCPU,2.46 vCPU,2.22 vCPU,2.53 vCPU,,,,,,,,2.40 vCPU,2.45 vCPU,2.59 vCPU,2.28 vCPU,2.36 vCPU,2.33 vCPU,5.12 vCPU,8.13 vCPU,,,,,,,,
2025-11-16 16:13:00,2.50 vCPU,2.56 vCPU,2.61 vCPU,2.60 vCPU,2.57 vCPU,2.56 vCPU,2.51 vCPU,,,,,,,,2.31 vCPU,2.45 vCPU,2.50 vCPU,2.20 vCPU,2.26 vCPU,2.35 vCPU,4.25 vCPU,5.83 vCPU,,,,,,,,
2025-11-16 16:13:15,2.59 vCPU,2.53 vCPU,2.60 vCPU,2.57 vCPU,2.55 vCPU,2.52 vCPU,2.36 vCPU,,,,,,,,2.15 vCPU,2.36 vCPU,2.40 vCPU,2.15 vCPU,2.20 vCPU,2.22 vCPU,4.53 vCPU,5.28 vCPU,,,,,,,,
2025-11-16 16:13:30,2.48 vCPU,2.69 vCPU,2.68 vCPU,2.79 vCPU,2.45 vCPU,2.69 vCPU,2.70 vCPU,,,,,,,,2.13 vCPU,2.22 vCPU,2.30 vCPU,2.25 vCPU,2.19 vCPU,2.14 vCPU,4.40 vCPU,4.50 vCPU,,,,,,,,
2025-11-16 16:13:45,2.94 vCPU,2.59 vCPU,2.91 vCPU,2.76 vCPU,2.87 vCPU,2.57 vCPU,2.97 vCPU,,,,,,,,2.32 vCPU,2.53 vCPU,2.32 vCPU,2.55 vCPU,2.39 vCPU,2.19 vCPU,4.95 vCPU,5.27 vCPU,,,,,,,,
2025-11-16 16:14:00,3.04 vCPU,3.08 vCPU,3.23 vCPU,3.23 vCPU,3.11 vCPU,3.07 vCPU,3.07 vCPU,,,,,,,,2.87 vCPU,2.76 vCPU,2.42 vCPU,2.80 vCPU,2.88 vCPU,2.48 vCPU,4.82 vCPU,5.33 vCPU,,,,,,,,
2025-11-16 16:14:15,3.23 vCPU,3.18 vCPU,3.20 vCPU,3.23 vCPU,3.20 vCPU,3.18 vCPU,3.01 vCPU,,,,,,,,3.00 vCPU,2.87 vCPU,2.68 vCPU,2.70 vCPU,2.93 vCPU,2.61 vCPU,5.33 vCPU,5.18 vCPU,,,,,,,,
2025-11-16 16:14:30,3.06 vCPU,3.29 vCPU,3.12 vCPU,3.27 vCPU,3.00 vCPU,3.30 vCPU,3.22 vCPU,,,,,,,,2.94 vCPU,2.56 vCPU,2.68 vCPU,2.47 vCPU,2.86 vCPU,2.71 vCPU,5.23 vCPU,4.63 vCPU,,,,,,,,
2025-11-16 16:14:45,3.25 vCPU,2.97 vCPU,3.11 vCPU,2.96 vCPU,3.21 vCPU,2.97 vCPU,3.26 vCPU,,,,,,,,2.34 vCPU,2.38 vCPU,2.51 vCPU,2.17 vCPU,2.39 vCPU,2.52 vCPU,4.87 vCPU,4.70 vCPU,,,,,,,,
2025-11-16 16:15:00,3.19 vCPU,3.25 vCPU,3.30 vCPU,3.26 vCPU,3.26 vCPU,3.25 vCPU,3.20 vCPU,,,,,,,,2.13 vCPU,2.24 vCPU,2.18 vCPU,2.12 vCPU,2.31 vCPU,2.28 vCPU,4.45 vCPU,4.77 vCPU,,,,,,,,
2025-11-16 16:15:15,3.55 vCPU,3.36 vCPU,3.59 vCPU,3.58 vCPU,3.43 vCPU,3.35 vCPU,3.34 vCPU,,,,,,,,2.03 vCPU,2.18 vCPU,2.15 vCPU,2.06 vCPU,2.29 vCPU,2.11 vCPU,4.57 vCPU,4.58 vCPU,,,,,,,,
2025-11-16 16:15:30,3.61 vCPU,3.73 vCPU,3.64 vCPU,3.79 vCPU,3.50 vCPU,3.72 vCPU,3.75 vCPU,,,,,,,,2.02 vCPU,2.12 vCPU,2.09 vCPU,2.06 vCPU,2.31 vCPU,2.18 vCPU,5.23 vCPU,4.82 vCPU,,,,,,,,
2025-11-16 16:15:45,3.80 vCPU,3.49 vCPU,3.84 vCPU,3.68 vCPU,3.74 vCPU,3.48 vCPU,3.82 vCPU,,,,,,,,1.96 vCPU,2.12 vCPU,2.11 vCPU,2.04 vCPU,2.13 vCPU,2.07 vCPU,4.77 vCPU,5.63 vCPU,,,,,,,,
2025-11-16 16:15:56,,,,,,,,3.55 vCPU,3.68 vCPU,3.84 vCPU,3.81 vCPU,3.83 vCPU,3.75 vCPU,3.53 vCPU,,,,,,,,,2.16 vCPU,2.21 vCPU,2.18 vCPU,8.00 vCPU,2.04 vCPU,2.15 vCPU,2.16 vCPU,4.75 vCPU
