"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}"
2025-11-28 19:48:00,871 kb/s,776 kb/s,815 kb/s,784 kb/s,653 kb/s,698 kb/s,770 kb/s,729 kb/s,714 kb/s,706 kb/s,746 kb/s,761 kb/s,,,,,,,,,,,,
2025-11-28 19:48:15,934 kb/s,814 kb/s,858 kb/s,829 kb/s,692 kb/s,743 kb/s,819 kb/s,771 kb/s,749 kb/s,755 kb/s,794 kb/s,823 kb/s,,,,,,,,,,,,
2025-11-28 19:48:30,971 kb/s,840 kb/s,879 kb/s,857 kb/s,721 kb/s,775 kb/s,839 kb/s,784 kb/s,786 kb/s,784 kb/s,826 kb/s,841 kb/s,,,,,,,,,,,,
2025-11-28 19:48:45,991 kb/s,831 kb/s,913 kb/s,857 kb/s,728 kb/s,782 kb/s,859 kb/s,809 kb/s,788 kb/s,794 kb/s,844 kb/s,842 kb/s,,,,,,,,,,,,
2025-11-28 19:49:00,970 kb/s,855 kb/s,909 kb/s,860 kb/s,736 kb/s,780 kb/s,863 kb/s,812 kb/s,803 kb/s,773 kb/s,836 kb/s,835 kb/s,,,,,,,,,,,,
2025-11-28 19:49:15,1.01 Mb/s,853 kb/s,904 kb/s,862 kb/s,735 kb/s,798 kb/s,884 kb/s,822 kb/s,812 kb/s,799 kb/s,857 kb/s,850 kb/s,,,,,,,,,,,,
2025-11-28 19:49:30,1.01 Mb/s,858 kb/s,885 kb/s,883 kb/s,760 kb/s,802 kb/s,863 kb/s,804 kb/s,828 kb/s,803 kb/s,858 kb/s,850 kb/s,,,,,,,,,,,,
2025-11-28 19:49:45,1.02 Mb/s,851 kb/s,908 kb/s,885 kb/s,772 kb/s,808 kb/s,879 kb/s,831 kb/s,840 kb/s,817 kb/s,864 kb/s,855 kb/s,,,,,,,,,,,,
2025-11-28 19:50:00,1.15 Mb/s,1.01 Mb/s,1.05 Mb/s,1.38 Mb/s,913 kb/s,951 kb/s,1.12 Mb/s,969 kb/s,988 kb/s,945 kb/s,991 kb/s,1.20 Mb/s,,,,,,,,,,,,
2025-11-28 19:50:15,1.41 Mb/s,1.22 Mb/s,1.26 Mb/s,1.61 Mb/s,1.34 Mb/s,1.18 Mb/s,1.35 Mb/s,1.19 Mb/s,1.21 Mb/s,1.19 Mb/s,1.23 Mb/s,1.43 Mb/s,,,,,,,,,,,,
2025-11-28 19:50:30,1.65 Mb/s,1.66 Mb/s,1.81 Mb/s,1.84 Mb/s,1.58 Mb/s,1.54 Mb/s,1.79 Mb/s,1.60 Mb/s,1.44 Mb/s,1.42 Mb/s,1.45 Mb/s,1.66 Mb/s,,,,,,,,,,,,
2025-11-28 19:50:45,1.90 Mb/s,1.89 Mb/s,2.06 Mb/s,2.05 Mb/s,1.80 Mb/s,1.76 Mb/s,2.05 Mb/s,1.84 Mb/s,1.65 Mb/s,1.66 Mb/s,1.66 Mb/s,1.88 Mb/s,,,,,,,,,,,,
2025-11-28 19:51:00,2.32 Mb/s,2.14 Mb/s,2.42 Mb/s,2.48 Mb/s,2.01 Mb/s,2.17 Mb/s,2.29 Mb/s,2.05 Mb/s,2.22 Mb/s,2.07 Mb/s,2.09 Mb/s,2.32 Mb/s,,,,,,,,,,,,
2025-11-28 19:51:15,2.59 Mb/s,2.38 Mb/s,2.77 Mb/s,2.72 Mb/s,2.43 Mb/s,2.41 Mb/s,2.54 Mb/s,2.27 Mb/s,2.43 Mb/s,2.29 Mb/s,2.34 Mb/s,2.56 Mb/s,,,,,,,,,,,,
2025-11-28 19:51:30,2.84 Mb/s,2.95 Mb/s,3.18 Mb/s,2.94 Mb/s,2.66 Mb/s,2.63 Mb/s,2.96 Mb/s,2.69 Mb/s,2.68 Mb/s,2.51 Mb/s,2.55 Mb/s,2.78 Mb/s,,,,,,,,,,,,
2025-11-28 19:51:45,3.06 Mb/s,3.30 Mb/s,3.43 Mb/s,3.17 Mb/s,2.88 Mb/s,2.83 Mb/s,3.22 Mb/s,2.92 Mb/s,2.88 Mb/s,2.72 Mb/s,2.92 Mb/s,2.99 Mb/s,,,,,,,,,,,,
2025-11-28 19:52:00,3.52 Mb/s,3.52 Mb/s,3.65 Mb/s,3.61 Mb/s,3.08 Mb/s,3.23 Mb/s,3.43 Mb/s,3.14 Mb/s,3.33 Mb/s,3.12 Mb/s,3.47 Mb/s,3.43 Mb/s,,,,,,,,,,,,
2025-11-28 19:52:15,3.80 Mb/s,3.73 Mb/s,3.86 Mb/s,3.84 Mb/s,3.49 Mb/s,3.46 Mb/s,3.79 Mb/s,3.35 Mb/s,3.56 Mb/s,3.49 Mb/s,3.71 Mb/s,3.66 Mb/s,,,,,,,,,,,,
2025-11-28 19:52:30,4.02 Mb/s,4.14 Mb/s,4.28 Mb/s,4.08 Mb/s,3.73 Mb/s,3.68 Mb/s,4.22 Mb/s,3.75 Mb/s,3.80 Mb/s,3.70 Mb/s,3.92 Mb/s,3.87 Mb/s,,,,,,,,,,,,
2025-11-28 19:52:45,4.26 Mb/s,4.35 Mb/s,4.53 Mb/s,4.29 Mb/s,4.08 Mb/s,4.02 Mb/s,4.46 Mb/s,3.98 Mb/s,4.01 Mb/s,3.93 Mb/s,4.14 Mb/s,4.07 Mb/s,,,,,,,,,,,,
2025-11-28 19:53:00,4.72 Mb/s,4.71 Mb/s,4.76 Mb/s,4.75 Mb/s,4.30 Mb/s,4.43 Mb/s,4.68 Mb/s,4.19 Mb/s,4.43 Mb/s,4.34 Mb/s,4.56 Mb/s,4.49 Mb/s,,,,,,,,,,,,
2025-11-28 19:53:15,5.11 Mb/s,4.92 Mb/s,4.97 Mb/s,4.96 Mb/s,4.70 Mb/s,4.66 Mb/s,4.90 Mb/s,4.41 Mb/s,4.65 Mb/s,4.56 Mb/s,4.78 Mb/s,4.86 Mb/s,,,,,,,,,,,,
2025-11-28 19:53:30,5.30 Mb/s,5.35 Mb/s,5.39 Mb/s,5.21 Mb/s,4.94 Mb/s,4.88 Mb/s,5.31 Mb/s,4.82 Mb/s,4.88 Mb/s,4.78 Mb/s,5.01 Mb/s,5.08 Mb/s,,,,,,,,,,,,
2025-11-28 19:53:45,5.56 Mb/s,5.56 Mb/s,5.62 Mb/s,5.57 Mb/s,5.16 Mb/s,5.08 Mb/s,5.55 Mb/s,5.05 Mb/s,5.10 Mb/s,5.15 Mb/s,5.21 Mb/s,5.29 Mb/s,,,,,,,,,,,,
2025-11-28 19:54:00,5.98 Mb/s,5.93 Mb/s,5.85 Mb/s,6.02 Mb/s,5.37 Mb/s,5.49 Mb/s,5.76 Mb/s,5.25 Mb/s,5.53 Mb/s,5.56 Mb/s,5.62 Mb/s,5.70 Mb/s,,,,,,,,,,,,
2025-11-28 19:54:15,6.26 Mb/s,6.12 Mb/s,6.06 Mb/s,6.25 Mb/s,5.77 Mb/s,5.72 Mb/s,6.01 Mb/s,5.71 Mb/s,5.76 Mb/s,5.79 Mb/s,5.85 Mb/s,5.94 Mb/s,,,,,,,,,,,,
2025-11-28 19:54:30,6.50 Mb/s,6.55 Mb/s,6.47 Mb/s,6.50 Mb/s,6.00 Mb/s,5.93 Mb/s,6.44 Mb/s,6.15 Mb/s,5.99 Mb/s,5.99 Mb/s,6.07 Mb/s,6.16 Mb/s,,,,,,,,,,,,
2025-11-28 19:54:45,6.61 Mb/s,6.62 Mb/s,6.57 Mb/s,6.23 Mb/s,6.08 Mb/s,6.00 Mb/s,6.45 Mb/s,6.23 Mb/s,6.07 Mb/s,6.21 Mb/s,6.25 Mb/s,6.02 Mb/s,,,,,,,,,,,,
2025-11-28 19:55:00,6.81 Mb/s,6.65 Mb/s,6.72 Mb/s,6.44 Mb/s,5.85 Mb/s,6.21 Mb/s,6.48 Mb/s,6.22 Mb/s,6.28 Mb/s,6.40 Mb/s,6.50 Mb/s,6.23 Mb/s,,,,,,,,,,,,
2025-11-28 19:55:15,6.83 Mb/s,6.42 Mb/s,6.35 Mb/s,6.47 Mb/s,6.05 Mb/s,6.23 Mb/s,6.25 Mb/s,6.01 Mb/s,6.27 Mb/s,6.41 Mb/s,6.50 Mb/s,6.24 Mb/s,,,,,,,,,,,,
2025-11-28 19:55:30,6.82 Mb/s,6.62 Mb/s,6.56 Mb/s,6.51 Mb/s,6.07 Mb/s,6.38 Mb/s,6.43 Mb/s,6.20 Mb/s,6.28 Mb/s,6.39 Mb/s,6.49 Mb/s,6.24 Mb/s,,,,,,,,,,,,
2025-11-28 19:55:45,6.62 Mb/s,6.59 Mb/s,6.43 Mb/s,6.30 Mb/s,6.07 Mb/s,6.17 Mb/s,6.42 Mb/s,6.22 Mb/s,5.94 Mb/s,6.53 Mb/s,6.27 Mb/s,6.00 Mb/s,,,,,,,,,,,,
2025-11-28 19:56:00,6.81 Mb/s,6.59 Mb/s,6.29 Mb/s,6.44 Mb/s,5.87 Mb/s,6.67 Mb/s,6.41 Mb/s,6.21 Mb/s,6.14 Mb/s,6.52 Mb/s,6.45 Mb/s,6.13 Mb/s,,,,,,,,,,,,
2025-11-28 19:56:15,6.76 Mb/s,6.28 Mb/s,6.03 Mb/s,6.24 Mb/s,5.80 Mb/s,6.63 Mb/s,6.15 Mb/s,5.94 Mb/s,6.07 Mb/s,6.47 Mb/s,6.41 Mb/s,5.93 Mb/s,,,,,,,,,,,,
2025-11-28 19:56:30,6.54 Mb/s,5.93 Mb/s,5.78 Mb/s,6.01 Mb/s,5.60 Mb/s,6.42 Mb/s,5.89 Mb/s,5.70 Mb/s,5.87 Mb/s,6.26 Mb/s,6.04 Mb/s,5.72 Mb/s,,,,,,,,,,,,
2025-11-28 19:56:45,6.07 Mb/s,5.71 Mb/s,5.59 Mb/s,5.56 Mb/s,5.39 Mb/s,5.99 Mb/s,5.69 Mb/s,5.51 Mb/s,5.42 Mb/s,5.84 Mb/s,5.48 Mb/s,5.27 Mb/s,,,,,,,,,,,,
2025-11-28 19:57:00,5.78 Mb/s,5.51 Mb/s,5.37 Mb/s,5.34 Mb/s,4.97 Mb/s,5.76 Mb/s,5.32 Mb/s,5.30 Mb/s,5.19 Mb/s,5.47 Mb/s,5.24 Mb/s,5.03 Mb/s,,,,,,,,,,,,
2025-11-28 19:57:15,5.57 Mb/s,5.10 Mb/s,4.93 Mb/s,5.10 Mb/s,4.72 Mb/s,5.56 Mb/s,4.87 Mb/s,4.88 Mb/s,4.97 Mb/s,5.28 Mb/s,5.04 Mb/s,4.84 Mb/s,,,,,,,,,,,,
2025-11-28 19:57:30,5.33 Mb/s,4.88 Mb/s,4.68 Mb/s,4.89 Mb/s,4.38 Mb/s,5.22 Mb/s,4.64 Mb/s,4.63 Mb/s,4.77 Mb/s,5.05 Mb/s,4.82 Mb/s,4.63 Mb/s,,,,,,,,,,,,
2025-11-28 19:57:45,4.85 Mb/s,4.53 Mb/s,4.47 Mb/s,4.42 Mb/s,4.17 Mb/s,4.80 Mb/s,4.44 Mb/s,4.44 Mb/s,4.34 Mb/s,4.62 Mb/s,4.39 Mb/s,4.19 Mb/s,,,,,,,,,,,,
2025-11-28 19:58:00,4.46 Mb/s,4.33 Mb/s,4.25 Mb/s,4.21 Mb/s,3.75 Mb/s,4.57 Mb/s,4.21 Mb/s,4.22 Mb/s,4.12 Mb/s,4.39 Mb/s,4.16 Mb/s,3.83 Mb/s,,,,,,,,,,,,
2025-11-28 19:58:15,4.27 Mb/s,3.90 Mb/s,3.81 Mb/s,3.98 Mb/s,3.52 Mb/s,4.37 Mb/s,3.80 Mb/s,3.79 Mb/s,3.89 Mb/s,4.19 Mb/s,3.95 Mb/s,3.62 Mb/s,,,,,,,,,,,,
2025-11-28 19:58:30,4.02 Mb/s,3.68 Mb/s,3.58 Mb/s,3.62 Mb/s,3.31 Mb/s,4.16 Mb/s,3.56 Mb/s,3.56 Mb/s,3.67 Mb/s,3.83 Mb/s,3.74 Mb/s,3.41 Mb/s,,,,,,,,,,,,
2025-11-28 19:58:45,3.56 Mb/s,3.32 Mb/s,3.38 Mb/s,3.18 Mb/s,3.10 Mb/s,3.74 Mb/s,3.34 Mb/s,3.37 Mb/s,3.22 Mb/s,3.41 Mb/s,3.32 Mb/s,2.98 Mb/s,,,,,,,,,,,,
2025-11-28 19:59:00,3.29 Mb/s,3.12 Mb/s,3.17 Mb/s,2.93 Mb/s,2.68 Mb/s,3.51 Mb/s,3.09 Mb/s,2.92 Mb/s,2.99 Mb/s,3.17 Mb/s,3.09 Mb/s,2.75 Mb/s,,,,,,,,,,,,
2025-11-28 19:59:15,3.07 Mb/s,2.69 Mb/s,2.73 Mb/s,2.70 Mb/s,2.44 Mb/s,3.32 Mb/s,2.65 Mb/s,2.47 Mb/s,2.76 Mb/s,2.98 Mb/s,2.88 Mb/s,2.53 Mb/s,,,,,,,,,,,,
2025-11-28 19:59:30,2.81 Mb/s,2.47 Mb/s,2.49 Mb/s,2.47 Mb/s,2.24 Mb/s,3.10 Mb/s,2.40 Mb/s,2.25 Mb/s,2.53 Mb/s,2.62 Mb/s,2.56 Mb/s,2.31 Mb/s,,,,,,,,,,,,
2025-11-28 19:59:45,2.35 Mb/s,2.23 Mb/s,2.16 Mb/s,2.02 Mb/s,2.03 Mb/s,2.67 Mb/s,2.18 Mb/s,2.06 Mb/s,2.09 Mb/s,2.20 Mb/s,2.08 Mb/s,1.88 Mb/s,,,,,,,,,,,,
2025-11-28 20:00:00,2.10 Mb/s,2.04 Mb/s,1.95 Mb/s,1.78 Mb/s,1.60 Mb/s,2.30 Mb/s,1.95 Mb/s,1.84 Mb/s,1.88 Mb/s,1.97 Mb/s,1.85 Mb/s,1.64 Mb/s,,,,,,,,,,,,
2025-11-28 20:00:15,1.88 Mb/s,1.60 Mb/s,1.51 Mb/s,1.54 Mb/s,1.37 Mb/s,1.96 Mb/s,1.51 Mb/s,1.43 Mb/s,1.66 Mb/s,1.77 Mb/s,1.66 Mb/s,1.44 Mb/s,,,,,,,,,,,,
2025-11-28 20:00:30,1.62 Mb/s,1.39 Mb/s,1.29 Mb/s,1.34 Mb/s,1.18 Mb/s,1.74 Mb/s,1.28 Mb/s,1.20 Mb/s,1.45 Mb/s,1.20 Mb/s,1.44 Mb/s,1.22 Mb/s,,,,,,,,,,,,
2025-11-28 20:00:45,1.18 Mb/s,1.16 Mb/s,1.09 Mb/s,950 kb/s,952 kb/s,1.01 Mb/s,1.07 Mb/s,1.01 Mb/s,1.02 Mb/s,983 kb/s,1.02 Mb/s,859 kb/s,,,,,,,,,,,,
2025-11-28 20:01:00,973 kb/s,922 kb/s,920 kb/s,933 kb/s,803 kb/s,837 kb/s,897 kb/s,849 kb/s,850 kb/s,817 kb/s,841 kb/s,841 kb/s,,,,,,,,,,,,
2025-11-28 20:01:15,995 kb/s,918 kb/s,920 kb/s,933 kb/s,791 kb/s,854 kb/s,901 kb/s,850 kb/s,839 kb/s,836 kb/s,862 kb/s,858 kb/s,,,,,,,,,,,,
