"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-08-geth-lighthouse:9001"", job=""el-08-geth-lighthouse"", service=""el-08-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-09-geth-lighthouse:9001"", job=""el-09-geth-lighthouse"", service=""el-09-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-10-geth-lighthouse:9001"", job=""el-10-geth-lighthouse"", service=""el-10-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-11-geth-lighthouse:9001"", job=""el-11-geth-lighthouse"", service=""el-11-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-12-geth-lighthouse:9001"", job=""el-12-geth-lighthouse"", service=""el-12-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-13-geth-lighthouse:9001"", job=""el-13-geth-lighthouse"", service=""el-13-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-14-geth-lighthouse:9001"", job=""el-14-geth-lighthouse"", service=""el-14-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-15-geth-lighthouse:9001"", job=""el-15-geth-lighthouse"", service=""el-15-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-12-geth-lighthouse:9001"", job=""el-12-geth-lighthouse"", service=""el-12-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-08-geth-lighthouse:9001"", job=""el-08-geth-lighthouse"", service=""el-08-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-10-geth-lighthouse:9001"", job=""el-10-geth-lighthouse"", service=""el-10-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-13-geth-lighthouse:9001"", job=""el-13-geth-lighthouse"", service=""el-13-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-09-geth-lighthouse:9001"", job=""el-09-geth-lighthouse"", service=""el-09-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-11-geth-lighthouse:9001"", job=""el-11-geth-lighthouse"", service=""el-11-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-14-geth-lighthouse:9001"", job=""el-14-geth-lighthouse"", service=""el-14-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-15-geth-lighthouse:9001"", job=""el-15-geth-lighthouse"", service=""el-15-geth-lighthouse""}"
2025-11-16 06:00:45,2.28 vCPU,2.36 vCPU,2.45 vCPU,2.45 vCPU,2.21 vCPU,2.38 vCPU,2.37 vCPU,2.22 vCPU,2.45 vCPU,2.20 vCPU,2.37 vCPU,2.32 vCPU,2.20 vCPU,2.37 vCPU,2.19 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:01:00,2.44 vCPU,2.42 vCPU,2.42 vCPU,2.15 vCPU,2.43 vCPU,2.44 vCPU,2.31 vCPU,2.42 vCPU,2.33 vCPU,2.44 vCPU,2.14 vCPU,2.33 vCPU,2.43 vCPU,2.15 vCPU,2.41 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:01:15,2.32 vCPU,2.14 vCPU,2.33 vCPU,2.41 vCPU,2.41 vCPU,2.33 vCPU,2.25 vCPU,2.41 vCPU,2.32 vCPU,2.33 vCPU,2.40 vCPU,2.40 vCPU,2.41 vCPU,2.40 vCPU,2.33 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:01:30,2.33 vCPU,2.42 vCPU,2.13 vCPU,2.35 vCPU,2.34 vCPU,2.21 vCPU,2.42 vCPU,2.34 vCPU,2.24 vCPU,2.41 vCPU,2.43 vCPU,2.34 vCPU,2.34 vCPU,2.43 vCPU,2.43 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:01:45,2.25 vCPU,2.36 vCPU,2.43 vCPU,2.45 vCPU,2.17 vCPU,2.36 vCPU,2.36 vCPU,2.18 vCPU,2.43 vCPU,2.16 vCPU,2.37 vCPU,2.29 vCPU,2.17 vCPU,2.37 vCPU,2.18 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:02:00,2.44 vCPU,2.48 vCPU,2.46 vCPU,2.22 vCPU,2.42 vCPU,2.45 vCPU,2.37 vCPU,2.42 vCPU,2.39 vCPU,2.44 vCPU,2.21 vCPU,2.33 vCPU,2.43 vCPU,2.21 vCPU,2.49 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:02:15,2.43 vCPU,2.24 vCPU,2.45 vCPU,2.51 vCPU,2.51 vCPU,2.44 vCPU,2.36 vCPU,2.51 vCPU,2.43 vCPU,2.43 vCPU,2.50 vCPU,2.49 vCPU,2.51 vCPU,2.50 vCPU,2.45 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:02:30,2.50 vCPU,2.64 vCPU,2.31 vCPU,2.57 vCPU,2.46 vCPU,2.38 vCPU,2.64 vCPU,2.46 vCPU,2.44 vCPU,2.59 vCPU,2.66 vCPU,2.46 vCPU,2.46 vCPU,2.66 vCPU,2.69 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:02:45,2.54 vCPU,2.68 vCPU,2.76 vCPU,2.82 vCPU,2.43 vCPU,2.67 vCPU,2.69 vCPU,2.44 vCPU,2.75 vCPU,2.43 vCPU,2.70 vCPU,2.54 vCPU,2.43 vCPU,2.69 vCPU,2.55 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:03:00,2.90 vCPU,2.96 vCPU,2.92 vCPU,2.69 vCPU,2.83 vCPU,2.92 vCPU,2.85 vCPU,2.82 vCPU,2.84 vCPU,2.88 vCPU,2.68 vCPU,2.72 vCPU,2.84 vCPU,2.69 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:03:15,2.91 vCPU,2.73 vCPU,2.92 vCPU,3.05 vCPU,3.03 vCPU,2.91 vCPU,2.86 vCPU,3.03 vCPU,2.92 vCPU,2.90 vCPU,3.03 vCPU,3.02 vCPU,3.03 vCPU,3.02 vCPU,2.99 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:03:30,2.99 vCPU,3.09 vCPU,2.75 vCPU,2.97 vCPU,3.00 vCPU,2.85 vCPU,3.08 vCPU,3.00 vCPU,2.89 vCPU,3.09 vCPU,3.10 vCPU,3.00 vCPU,3.00 vCPU,3.10 vCPU,3.11 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:03:45,2.88 vCPU,3.01 vCPU,3.06 vCPU,3.11 vCPU,2.80 vCPU,2.98 vCPU,3.01 vCPU,2.81 vCPU,3.09 vCPU,2.77 vCPU,3.02 vCPU,2.93 vCPU,2.79 vCPU,3.02 vCPU,2.79 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:04:00,3.10 vCPU,3.12 vCPU,3.11 vCPU,2.78 vCPU,3.07 vCPU,3.11 vCPU,2.99 vCPU,3.07 vCPU,2.99 vCPU,3.10 vCPU,2.80 vCPU,2.96 vCPU,3.08 vCPU,2.80 vCPU,3.09 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:04:15,3.04 vCPU,2.82 vCPU,3.05 vCPU,3.13 vCPU,3.13 vCPU,3.04 vCPU,2.95 vCPU,3.13 vCPU,3.02 vCPU,3.04 vCPU,3.12 vCPU,3.12 vCPU,3.13 vCPU,3.12 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:04:30,3.02 vCPU,3.13 vCPU,2.81 vCPU,3.06 vCPU,3.03 vCPU,2.90 vCPU,3.15 vCPU,3.03 vCPU,2.91 vCPU,3.16 vCPU,3.17 vCPU,3.02 vCPU,3.03 vCPU,3.16 vCPU,3.18 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:04:45,3.00 vCPU,3.06 vCPU,3.18 vCPU,3.21 vCPU,2.87 vCPU,3.09 vCPU,3.07 vCPU,2.88 vCPU,3.18 vCPU,2.86 vCPU,3.08 vCPU,3.00 vCPU,2.86 vCPU,3.08 vCPU,2.86 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:05:00,3.19 vCPU,3.21 vCPU,3.21 vCPU,2.88 vCPU,3.12 vCPU,3.20 vCPU,3.07 vCPU,3.12 vCPU,3.10 vCPU,3.16 vCPU,2.88 vCPU,3.01 vCPU,3.13 vCPU,2.88 vCPU,3.20 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:05:15,3.09 vCPU,2.88 vCPU,3.10 vCPU,3.19 vCPU,3.22 vCPU,3.10 vCPU,3.00 vCPU,3.22 vCPU,3.10 vCPU,3.08 vCPU,3.17 vCPU,3.20 vCPU,3.22 vCPU,3.16 vCPU,3.10 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:05:30,3.08 vCPU,3.21 vCPU,2.87 vCPU,3.09 vCPU,3.12 vCPU,2.97 vCPU,3.21 vCPU,3.12 vCPU,3.01 vCPU,3.21 vCPU,3.23 vCPU,3.11 vCPU,3.12 vCPU,3.23 vCPU,3.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:05:45,3.03 vCPU,3.13 vCPU,3.18 vCPU,3.25 vCPU,2.93 vCPU,3.10 vCPU,3.14 vCPU,2.93 vCPU,3.22 vCPU,2.89 vCPU,3.15 vCPU,3.06 vCPU,2.91 vCPU,3.15 vCPU,2.92 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:06:00,3.24 vCPU,3.26 vCPU,3.25 vCPU,2.92 vCPU,3.21 vCPU,3.25 vCPU,3.12 vCPU,3.21 vCPU,3.13 vCPU,3.24 vCPU,2.93 vCPU,3.10 vCPU,3.22 vCPU,2.94 vCPU,3.24 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:06:15,3.17 vCPU,2.95 vCPU,3.18 vCPU,3.27 vCPU,3.27 vCPU,3.18 vCPU,3.08 vCPU,3.27 vCPU,3.16 vCPU,3.17 vCPU,3.26 vCPU,3.26 vCPU,3.28 vCPU,3.25 vCPU,3.15 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:06:30,3.14 vCPU,3.27 vCPU,2.95 vCPU,3.20 vCPU,3.17 vCPU,3.04 vCPU,3.29 vCPU,3.17 vCPU,3.06 vCPU,3.30 vCPU,3.30 vCPU,3.16 vCPU,3.17 vCPU,3.30 vCPU,3.30 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:06:45,3.16 vCPU,3.19 vCPU,3.31 vCPU,3.34 vCPU,2.99 vCPU,3.22 vCPU,3.20 vCPU,3.00 vCPU,3.31 vCPU,2.98 vCPU,3.21 vCPU,3.13 vCPU,2.98 vCPU,3.21 vCPU,2.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:07:00,3.33 vCPU,3.33 vCPU,3.34 vCPU,3.00 vCPU,3.25 vCPU,3.34 vCPU,3.19 vCPU,3.25 vCPU,3.23 vCPU,3.30 vCPU,3.00 vCPU,3.14 vCPU,3.27 vCPU,3.01 vCPU,3.33 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:07:15,3.21 vCPU,2.99 vCPU,3.22 vCPU,3.30 vCPU,3.34 vCPU,3.21 vCPU,3.11 vCPU,3.34 vCPU,3.21 vCPU,3.21 vCPU,3.28 vCPU,3.33 vCPU,3.34 vCPU,3.27 vCPU,3.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:07:30,3.16 vCPU,3.33 vCPU,2.99 vCPU,3.20 vCPU,3.24 vCPU,3.08 vCPU,3.32 vCPU,3.24 vCPU,3.13 vCPU,3.33 vCPU,3.33 vCPU,3.23 vCPU,3.24 vCPU,3.34 vCPU,3.33 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:07:45,3.15 vCPU,3.26 vCPU,3.30 vCPU,3.37 vCPU,3.02 vCPU,3.20 vCPU,3.25 vCPU,3.03 vCPU,3.33 vCPU,2.99 vCPU,3.26 vCPU,3.15 vCPU,3.01 vCPU,3.26 vCPU,3.02 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:08:00,3.36 vCPU,3.37 vCPU,3.37 vCPU,3.03 vCPU,3.32 vCPU,3.37 vCPU,3.23 vCPU,3.31 vCPU,3.24 vCPU,3.35 vCPU,3.04 vCPU,3.21 vCPU,3.33 vCPU,3.05 vCPU,3.36 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:08:15,3.29 vCPU,3.09 vCPU,3.30 vCPU,3.42 vCPU,3.40 vCPU,3.29 vCPU,3.23 vCPU,3.40 vCPU,3.29 vCPU,3.29 vCPU,3.41 vCPU,3.38 vCPU,3.40 vCPU,3.40 vCPU,3.32 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:08:30,3.26 vCPU,3.42 vCPU,3.10 vCPU,3.35 vCPU,3.32 vCPU,3.19 vCPU,3.45 vCPU,3.32 vCPU,3.21 vCPU,3.45 vCPU,3.47 vCPU,3.32 vCPU,3.32 vCPU,3.47 vCPU,3.47 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:08:45,3.35 vCPU,3.40 vCPU,3.48 vCPU,3.69 vCPU,3.16 vCPU,3.39 vCPU,3.43 vCPU,3.17 vCPU,3.48 vCPU,3.14 vCPU,3.54 vCPU,3.29 vCPU,3.15 vCPU,3.54 vCPU,3.46 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:09:00,3.92 vCPU,3.98 vCPU,3.93 vCPU,3.67 vCPU,3.80 vCPU,3.93 vCPU,3.84 vCPU,3.79 vCPU,3.83 vCPU,3.86 vCPU,3.66 vCPU,3.67 vCPU,3.81 vCPU,3.66 vCPU,4.05 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:09:15,4.02 vCPU,3.80 vCPU,4.03 vCPU,4.12 vCPU,4.13 vCPU,4.02 vCPU,3.93 vCPU,4.13 vCPU,4.02 vCPU,4.00 vCPU,4.09 vCPU,4.09 vCPU,4.13 vCPU,4.09 vCPU,4.07 vCPU,,,,,,,,,,,,,,,
2025-11-16 06:09:22,,,,,,,,,,,,,,,,4.08 vCPU,4.08 vCPU,4.08 vCPU,4.16 vCPU,3.77 vCPU,4.08 vCPU,3.83 vCPU,3.96 vCPU,3.91 vCPU,4.10 vCPU,4.09 vCPU,3.93 vCPU,4.12 vCPU,4.09 vCPU,4.07 vCPU
