"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-geth:5054"", job=""cl-07-lighthouse-geth"", service=""cl-07-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-geth:5054"", job=""cl-03-lighthouse-geth"", service=""cl-03-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-geth:5054"", job=""cl-09-lighthouse-geth"", service=""cl-09-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-geth:5054"", job=""cl-01-lighthouse-geth"", service=""cl-01-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-geth:5054"", job=""cl-05-lighthouse-geth"", service=""cl-05-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-geth:5054"", job=""cl-10-lighthouse-geth"", service=""cl-10-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-geth:5054"", job=""cl-12-lighthouse-geth"", service=""cl-12-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-geth:5054"", job=""cl-08-lighthouse-geth"", service=""cl-08-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-geth:5054"", job=""cl-06-lighthouse-geth"", service=""cl-06-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-geth:5054"", job=""cl-11-lighthouse-geth"", service=""cl-11-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-geth:5054"", job=""cl-02-lighthouse-geth"", service=""cl-02-lighthouse-geth"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-geth:5054"", job=""cl-04-lighthouse-geth"", service=""cl-04-lighthouse-geth"", supernode=""True""}"
2025-11-28 20:56:30,962 kb/s,879 kb/s,798 kb/s,825 kb/s,821 kb/s,854 kb/s,869 kb/s,786 kb/s,613 kb/s,837 kb/s,858 kb/s,722 kb/s,,,,,,,,,,,,
2025-11-28 20:56:45,999 kb/s,908 kb/s,820 kb/s,848 kb/s,844 kb/s,864 kb/s,881 kb/s,812 kb/s,631 kb/s,873 kb/s,869 kb/s,745 kb/s,,,,,,,,,,,,
2025-11-28 20:57:00,1.00 Mb/s,920 kb/s,806 kb/s,848 kb/s,840 kb/s,889 kb/s,874 kb/s,835 kb/s,629 kb/s,860 kb/s,872 kb/s,761 kb/s,,,,,,,,,,,,
2025-11-28 20:57:15,1.02 Mb/s,927 kb/s,829 kb/s,843 kb/s,856 kb/s,888 kb/s,886 kb/s,840 kb/s,637 kb/s,885 kb/s,865 kb/s,766 kb/s,,,,,,,,,,,,
2025-11-28 20:57:30,1.03 Mb/s,913 kb/s,831 kb/s,836 kb/s,864 kb/s,893 kb/s,898 kb/s,845 kb/s,641 kb/s,880 kb/s,852 kb/s,760 kb/s,,,,,,,,,,,,
2025-11-28 20:57:45,1.04 Mb/s,934 kb/s,850 kb/s,849 kb/s,862 kb/s,875 kb/s,898 kb/s,849 kb/s,639 kb/s,890 kb/s,854 kb/s,760 kb/s,,,,,,,,,,,,
2025-11-28 20:58:00,1.06 Mb/s,1000 kb/s,841 kb/s,860 kb/s,870 kb/s,915 kb/s,944 kb/s,888 kb/s,649 kb/s,882 kb/s,892 kb/s,785 kb/s,,,,,,,,,,,,
2025-11-28 20:58:15,1.11 Mb/s,1.01 Mb/s,858 kb/s,906 kb/s,921 kb/s,929 kb/s,1.03 Mb/s,909 kb/s,673 kb/s,913 kb/s,908 kb/s,800 kb/s,,,,,,,,,,,,
2025-11-28 20:58:30,1.15 Mb/s,1.02 Mb/s,866 kb/s,955 kb/s,939 kb/s,991 kb/s,1.06 Mb/s,919 kb/s,702 kb/s,923 kb/s,946 kb/s,810 kb/s,,,,,,,,,,,,
2025-11-28 20:58:45,1.19 Mb/s,1.05 Mb/s,935 kb/s,989 kb/s,939 kb/s,989 kb/s,1.08 Mb/s,942 kb/s,728 kb/s,964 kb/s,961 kb/s,827 kb/s,,,,,,,,,,,,
2025-11-28 20:59:00,1.30 Mb/s,1.08 Mb/s,921 kb/s,1.00 Mb/s,958 kb/s,1.03 Mb/s,1.11 Mb/s,962 kb/s,753 kb/s,962 kb/s,989 kb/s,842 kb/s,,,,,,,,,,,,
2025-11-28 20:59:15,1.40 Mb/s,1.09 Mb/s,964 kb/s,1.01 Mb/s,1.00 Mb/s,1.03 Mb/s,1.14 Mb/s,983 kb/s,766 kb/s,1.00 Mb/s,998 kb/s,860 kb/s,,,,,,,,,,,,
2025-11-28 20:59:30,1.42 Mb/s,1.10 Mb/s,974 kb/s,1.02 Mb/s,1.03 Mb/s,1.06 Mb/s,1.17 Mb/s,1.00 Mb/s,819 kb/s,1.03 Mb/s,1.07 Mb/s,869 kb/s,,,,,,,,,,,,
2025-11-28 20:59:45,1.43 Mb/s,1.14 Mb/s,1.02 Mb/s,1.05 Mb/s,1.05 Mb/s,1.06 Mb/s,1.17 Mb/s,1.04 Mb/s,836 kb/s,1.07 Mb/s,1.08 Mb/s,919 kb/s,,,,,,,,,,,,
2025-11-28 21:00:00,1.49 Mb/s,1.18 Mb/s,1.01 Mb/s,1.06 Mb/s,1.07 Mb/s,1.09 Mb/s,1.19 Mb/s,1.10 Mb/s,867 kb/s,1.06 Mb/s,1.11 Mb/s,947 kb/s,,,,,,,,,,,,
2025-11-28 21:00:15,1.52 Mb/s,1.19 Mb/s,1.05 Mb/s,1.07 Mb/s,1.11 Mb/s,1.10 Mb/s,1.25 Mb/s,1.14 Mb/s,920 kb/s,1.10 Mb/s,1.13 Mb/s,966 kb/s,,,,,,,,,,,,
2025-11-28 21:00:30,1.58 Mb/s,1.21 Mb/s,1.06 Mb/s,1.09 Mb/s,1.12 Mb/s,1.16 Mb/s,1.28 Mb/s,1.15 Mb/s,955 kb/s,1.12 Mb/s,1.15 Mb/s,975 kb/s,,,,,,,,,,,,
2025-11-28 21:00:45,1.62 Mb/s,1.24 Mb/s,1.10 Mb/s,1.14 Mb/s,1.13 Mb/s,1.17 Mb/s,1.28 Mb/s,1.17 Mb/s,987 kb/s,1.18 Mb/s,1.16 Mb/s,1.03 Mb/s,,,,,,,,,,,,
2025-11-28 21:01:00,1.69 Mb/s,1.28 Mb/s,1.09 Mb/s,1.16 Mb/s,1.15 Mb/s,1.21 Mb/s,1.32 Mb/s,1.20 Mb/s,1.02 Mb/s,1.18 Mb/s,1.24 Mb/s,1.06 Mb/s,,,,,,,,,,,,
2025-11-28 21:01:15,1.73 Mb/s,1.31 Mb/s,1.13 Mb/s,1.17 Mb/s,1.17 Mb/s,1.25 Mb/s,1.33 Mb/s,1.21 Mb/s,1.04 Mb/s,1.23 Mb/s,1.25 Mb/s,1.08 Mb/s,,,,,,,,,,,,
2025-11-28 21:01:30,1.75 Mb/s,1.32 Mb/s,1.15 Mb/s,1.19 Mb/s,1.21 Mb/s,1.32 Mb/s,1.35 Mb/s,1.21 Mb/s,1.10 Mb/s,1.26 Mb/s,1.31 Mb/s,1.08 Mb/s,,,,,,,,,,,,
2025-11-28 21:01:45,1.78 Mb/s,1.36 Mb/s,1.19 Mb/s,1.23 Mb/s,1.26 Mb/s,1.31 Mb/s,1.36 Mb/s,1.28 Mb/s,1.12 Mb/s,1.29 Mb/s,1.33 Mb/s,1.11 Mb/s,,,,,,,,,,,,
2025-11-28 21:02:00,1.84 Mb/s,1.37 Mb/s,1.19 Mb/s,1.25 Mb/s,1.28 Mb/s,1.34 Mb/s,1.38 Mb/s,1.31 Mb/s,1.16 Mb/s,1.28 Mb/s,1.41 Mb/s,1.13 Mb/s,,,,,,,,,,,,
2025-11-28 21:02:15,1.92 Mb/s,1.37 Mb/s,1.22 Mb/s,1.25 Mb/s,1.31 Mb/s,1.35 Mb/s,1.38 Mb/s,1.33 Mb/s,1.18 Mb/s,1.32 Mb/s,1.42 Mb/s,1.15 Mb/s,,,,,,,,,,,,
2025-11-28 21:02:30,1.98 Mb/s,1.38 Mb/s,1.22 Mb/s,1.27 Mb/s,1.36 Mb/s,1.41 Mb/s,1.41 Mb/s,1.35 Mb/s,1.21 Mb/s,1.33 Mb/s,1.45 Mb/s,1.16 Mb/s,,,,,,,,,,,,
2025-11-28 21:02:45,2.02 Mb/s,1.34 Mb/s,1.24 Mb/s,1.30 Mb/s,1.35 Mb/s,1.39 Mb/s,1.43 Mb/s,1.34 Mb/s,1.21 Mb/s,1.35 Mb/s,1.43 Mb/s,1.17 Mb/s,,,,,,,,,,,,
2025-11-28 21:03:00,2.03 Mb/s,1.36 Mb/s,1.23 Mb/s,1.27 Mb/s,1.34 Mb/s,1.44 Mb/s,1.39 Mb/s,1.34 Mb/s,1.21 Mb/s,1.35 Mb/s,1.46 Mb/s,1.18 Mb/s,,,,,,,,,,,,
2025-11-28 21:03:15,2.06 Mb/s,1.36 Mb/s,1.25 Mb/s,1.21 Mb/s,1.36 Mb/s,1.39 Mb/s,1.40 Mb/s,1.35 Mb/s,1.20 Mb/s,1.37 Mb/s,1.43 Mb/s,1.22 Mb/s,,,,,,,,,,,,
2025-11-28 21:03:30,2.04 Mb/s,1.42 Mb/s,1.21 Mb/s,1.21 Mb/s,1.37 Mb/s,1.40 Mb/s,1.43 Mb/s,1.34 Mb/s,1.23 Mb/s,1.36 Mb/s,1.48 Mb/s,1.21 Mb/s,,,,,,,,,,,,
2025-11-28 21:03:45,1.94 Mb/s,1.43 Mb/s,1.23 Mb/s,1.23 Mb/s,1.35 Mb/s,1.38 Mb/s,1.40 Mb/s,1.37 Mb/s,1.21 Mb/s,1.38 Mb/s,1.47 Mb/s,1.26 Mb/s,,,,,,,,,,,,
2025-11-28 21:04:00,1.93 Mb/s,1.44 Mb/s,1.20 Mb/s,1.24 Mb/s,1.39 Mb/s,1.40 Mb/s,1.39 Mb/s,1.39 Mb/s,1.23 Mb/s,1.36 Mb/s,1.48 Mb/s,1.26 Mb/s,,,,,,,,,,,,
2025-11-28 21:04:15,1.97 Mb/s,1.42 Mb/s,1.22 Mb/s,1.26 Mb/s,1.39 Mb/s,1.39 Mb/s,1.40 Mb/s,1.38 Mb/s,1.20 Mb/s,1.36 Mb/s,1.42 Mb/s,1.27 Mb/s,,,,,,,,,,,,
2025-11-28 21:04:30,2.00 Mb/s,1.41 Mb/s,1.19 Mb/s,1.25 Mb/s,1.38 Mb/s,1.47 Mb/s,1.41 Mb/s,1.35 Mb/s,1.20 Mb/s,1.35 Mb/s,1.43 Mb/s,1.22 Mb/s,,,,,,,,,,,,
2025-11-28 21:04:45,1.92 Mb/s,1.40 Mb/s,1.18 Mb/s,1.24 Mb/s,1.35 Mb/s,1.43 Mb/s,1.38 Mb/s,1.30 Mb/s,1.16 Mb/s,1.35 Mb/s,1.41 Mb/s,1.20 Mb/s,,,,,,,,,,,,
2025-11-28 21:05:00,1.89 Mb/s,1.38 Mb/s,1.14 Mb/s,1.24 Mb/s,1.31 Mb/s,1.44 Mb/s,1.31 Mb/s,1.28 Mb/s,1.11 Mb/s,1.31 Mb/s,1.38 Mb/s,1.20 Mb/s,,,,,,,,,,,,
2025-11-28 21:05:15,1.84 Mb/s,1.34 Mb/s,1.15 Mb/s,1.21 Mb/s,1.32 Mb/s,1.39 Mb/s,1.29 Mb/s,1.27 Mb/s,1.07 Mb/s,1.31 Mb/s,1.35 Mb/s,1.19 Mb/s,,,,,,,,,,,,
2025-11-28 21:05:30,1.80 Mb/s,1.30 Mb/s,1.11 Mb/s,1.16 Mb/s,1.31 Mb/s,1.36 Mb/s,1.29 Mb/s,1.24 Mb/s,1.04 Mb/s,1.24 Mb/s,1.33 Mb/s,1.12 Mb/s,,,,,,,,,,,,
2025-11-28 21:05:45,1.71 Mb/s,1.29 Mb/s,1.10 Mb/s,1.15 Mb/s,1.26 Mb/s,1.33 Mb/s,1.24 Mb/s,1.21 Mb/s,1.00 Mb/s,1.24 Mb/s,1.26 Mb/s,1.10 Mb/s,,,,,,,,,,,,
2025-11-28 21:06:00,1.67 Mb/s,1.26 Mb/s,1.06 Mb/s,1.14 Mb/s,1.24 Mb/s,1.29 Mb/s,1.22 Mb/s,1.21 Mb/s,985 kb/s,1.19 Mb/s,1.26 Mb/s,1.10 Mb/s,,,,,,,,,,,,
2025-11-28 21:06:15,1.66 Mb/s,1.23 Mb/s,1.06 Mb/s,1.10 Mb/s,1.23 Mb/s,1.23 Mb/s,1.22 Mb/s,1.20 Mb/s,933 kb/s,1.17 Mb/s,1.19 Mb/s,1.09 Mb/s,,,,,,,,,,,,
2025-11-28 21:06:30,1.62 Mb/s,1.19 Mb/s,1.02 Mb/s,1.07 Mb/s,1.18 Mb/s,1.23 Mb/s,1.22 Mb/s,1.11 Mb/s,907 kb/s,1.14 Mb/s,1.17 Mb/s,1.06 Mb/s,,,,,,,,,,,,
2025-11-28 21:06:45,1.54 Mb/s,1.19 Mb/s,1.01 Mb/s,1.08 Mb/s,1.15 Mb/s,1.19 Mb/s,1.18 Mb/s,1.08 Mb/s,865 kb/s,1.14 Mb/s,1.10 Mb/s,1.04 Mb/s,,,,,,,,,,,,
2025-11-28 21:07:00,1.46 Mb/s,1.18 Mb/s,970 kb/s,1.07 Mb/s,1.12 Mb/s,1.19 Mb/s,1.17 Mb/s,1.07 Mb/s,848 kb/s,1.10 Mb/s,1.09 Mb/s,1.03 Mb/s,,,,,,,,,,,,
2025-11-28 21:07:15,1.41 Mb/s,1.15 Mb/s,971 kb/s,1.04 Mb/s,1.09 Mb/s,1.14 Mb/s,1.15 Mb/s,1.05 Mb/s,823 kb/s,1.10 Mb/s,1.05 Mb/s,1.02 Mb/s,,,,,,,,,,,,
2025-11-28 21:07:30,1.34 Mb/s,1.13 Mb/s,947 kb/s,1.01 Mb/s,1.08 Mb/s,1.13 Mb/s,1.10 Mb/s,1.01 Mb/s,814 kb/s,1.06 Mb/s,1.03 Mb/s,987 kb/s,,,,,,,,,,,,
2025-11-28 21:07:45,1.26 Mb/s,1.12 Mb/s,928 kb/s,1.00 Mb/s,1.05 Mb/s,1.05 Mb/s,1.05 Mb/s,992 kb/s,781 kb/s,1.04 Mb/s,1.01 Mb/s,965 kb/s,,,,,,,,,,,,
2025-11-28 21:08:00,1.21 Mb/s,1.09 Mb/s,891 kb/s,985 kb/s,1.01 Mb/s,1.05 Mb/s,1.01 Mb/s,1.00 Mb/s,765 kb/s,999 kb/s,999 kb/s,924 kb/s,,,,,,,,,,,,
2025-11-28 21:08:15,1.19 Mb/s,1.01 Mb/s,897 kb/s,947 kb/s,1.02 Mb/s,1.02 Mb/s,962 kb/s,973 kb/s,715 kb/s,1.00 Mb/s,925 kb/s,915 kb/s,,,,,,,,,,,,
2025-11-28 21:08:30,1.16 Mb/s,985 kb/s,866 kb/s,912 kb/s,1.01 Mb/s,1.01 Mb/s,963 kb/s,914 kb/s,706 kb/s,962 kb/s,908 kb/s,854 kb/s,,,,,,,,,,,,
2025-11-28 21:08:45,1.07 Mb/s,981 kb/s,853 kb/s,905 kb/s,927 kb/s,985 kb/s,939 kb/s,883 kb/s,669 kb/s,947 kb/s,888 kb/s,835 kb/s,,,,,,,,,,,,
2025-11-28 21:08:52,,,,,,,,,,,,,939 kb/s,853 kb/s,644 kb/s,1.02 Mb/s,902 kb/s,915 kb/s,831 kb/s,882 kb/s,997 kb/s,877 kb/s,964 kb/s,850 kb/s
