"Time","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}"
2025-11-16 04:55:00,11.6 vCPU,11.9 vCPU,10.5 vCPU,7.42 vCPU,8.45 vCPU,7.27 vCPU,9.27 vCPU,8.85 vCPU,11.2 vCPU,7.08 vCPU,8.32 vCPU,7.13 vCPU,8.82 vCPU,8.65 vCPU,10.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:55:15,12.0 vCPU,9.57 vCPU,9.37 vCPU,11.6 vCPU,7.53 vCPU,7.80 vCPU,9.28 vCPU,8.10 vCPU,11.9 vCPU,7.05 vCPU,7.07 vCPU,7.07 vCPU,7.73 vCPU,9.28 vCPU,8.05 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:55:30,11.6 vCPU,8.15 vCPU,8.93 vCPU,11.7 vCPU,8.15 vCPU,7.78 vCPU,7.48 vCPU,8.32 vCPU,11.5 vCPU,7.10 vCPU,7.47 vCPU,6.33 vCPU,6.88 vCPU,9.22 vCPU,8.40 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:55:45,10.2 vCPU,8.35 vCPU,8.77 vCPU,10.4 vCPU,7.18 vCPU,6.63 vCPU,7.97 vCPU,5.60 vCPU,7.28 vCPU,7.38 vCPU,6.78 vCPU,7.67 vCPU,7.17 vCPU,7.13 vCPU,8.92 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:56:00,8.05 vCPU,16.1 vCPU,8.57 vCPU,6.05 vCPU,7.15 vCPU,6.05 vCPU,7.98 vCPU,4.97 vCPU,6.50 vCPU,6.83 vCPU,6.93 vCPU,7.48 vCPU,7.18 vCPU,6.58 vCPU,8.80 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:56:15,9.38 vCPU,16.0 vCPU,7.70 vCPU,6.35 vCPU,6.43 vCPU,6.42 vCPU,8.32 vCPU,5.48 vCPU,9.48 vCPU,6.30 vCPU,6.35 vCPU,7.98 vCPU,7.12 vCPU,6.77 vCPU,6.53 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:56:30,9.50 vCPU,15.5 vCPU,6.93 vCPU,6.18 vCPU,6.50 vCPU,6.23 vCPU,7.13 vCPU,5.62 vCPU,10.00 vCPU,6.08 vCPU,6.33 vCPU,6.50 vCPU,6.13 vCPU,7.28 vCPU,6.00 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:56:45,9.48 vCPU,9.72 vCPU,6.65 vCPU,6.15 vCPU,12.4 vCPU,6.38 vCPU,7.57 vCPU,5.65 vCPU,9.38 vCPU,5.97 vCPU,6.03 vCPU,7.18 vCPU,6.15 vCPU,6.83 vCPU,6.08 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:57:00,8.20 vCPU,9.20 vCPU,7.70 vCPU,5.90 vCPU,11.9 vCPU,5.50 vCPU,6.58 vCPU,5.65 vCPU,6.50 vCPU,6.38 vCPU,7.68 vCPU,6.60 vCPU,5.88 vCPU,6.93 vCPU,5.52 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:57:15,9.05 vCPU,9.08 vCPU,7.47 vCPU,5.88 vCPU,11.3 vCPU,5.28 vCPU,6.35 vCPU,7.45 vCPU,6.23 vCPU,6.22 vCPU,12.2 vCPU,6.38 vCPU,5.78 vCPU,6.87 vCPU,5.22 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:57:30,9.05 vCPU,6.53 vCPU,7.65 vCPU,5.88 vCPU,5.82 vCPU,5.15 vCPU,5.78 vCPU,7.53 vCPU,6.27 vCPU,6.05 vCPU,12.1 vCPU,5.58 vCPU,6.18 vCPU,10.5 vCPU,5.48 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:57:45,8.28 vCPU,9.05 vCPU,6.73 vCPU,8.43 vCPU,5.87 vCPU,5.88 vCPU,6.45 vCPU,7.05 vCPU,5.87 vCPU,10.8 vCPU,10.2 vCPU,6.08 vCPU,6.07 vCPU,9.82 vCPU,5.90 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:58:00,7.13 vCPU,8.78 vCPU,9.32 vCPU,9.73 vCPU,6.22 vCPU,5.68 vCPU,6.75 vCPU,5.28 vCPU,5.35 vCPU,10.8 vCPU,6.58 vCPU,6.27 vCPU,6.00 vCPU,9.88 vCPU,6.17 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:58:15,11.7 vCPU,9.07 vCPU,9.48 vCPU,10.00 vCPU,5.65 vCPU,7.13 vCPU,7.10 vCPU,5.85 vCPU,5.68 vCPU,10.8 vCPU,6.80 vCPU,6.73 vCPU,5.90 vCPU,6.50 vCPU,6.22 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:58:30,12.9 vCPU,7.65 vCPU,9.48 vCPU,8.22 vCPU,6.82 vCPU,8.52 vCPU,7.65 vCPU,5.88 vCPU,5.68 vCPU,5.98 vCPU,7.70 vCPU,6.42 vCPU,5.78 vCPU,7.02 vCPU,6.55 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:58:45,20.6 vCPU,9.95 vCPU,8.65 vCPU,8.67 vCPU,8.67 vCPU,11.3 vCPU,11.3 vCPU,8.25 vCPU,6.75 vCPU,10.3 vCPU,8.73 vCPU,11.7 vCPU,8.58 vCPU,11.7 vCPU,7.42 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:59:00,21.9 vCPU,11.7 vCPU,10.6 vCPU,11.1 vCPU,10.6 vCPU,11.8 vCPU,11.9 vCPU,9.32 vCPU,7.95 vCPU,11.4 vCPU,10.6 vCPU,12.6 vCPU,10.0 vCPU,16.7 vCPU,8.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:59:15,32.0 vCPU,14.2 vCPU,11.2 vCPU,14.1 vCPU,9.77 vCPU,10.2 vCPU,11.9 vCPU,12.3 vCPU,11.7 vCPU,11.4 vCPU,16.5 vCPU,12.1 vCPU,9.98 vCPU,19.5 vCPU,9.48 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:59:30,31.0 vCPU,14.2 vCPU,9.20 vCPU,12.4 vCPU,12.1 vCPU,8.92 vCPU,10.5 vCPU,11.4 vCPU,10.8 vCPU,9.23 vCPU,14.6 vCPU,10.2 vCPU,7.95 vCPU,14.3 vCPU,10.4 vCPU,,,,,,,,,,,,,,,
2025-11-16 04:59:45,34.1 vCPU,13.4 vCPU,7.57 vCPU,10.8 vCPU,11.1 vCPU,7.70 vCPU,10.6 vCPU,10.0 vCPU,9.48 vCPU,9.58 vCPU,13.3 vCPU,9.53 vCPU,9.52 vCPU,9.77 vCPU,9.00 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:00:00,28.3 vCPU,10.9 vCPU,8.23 vCPU,7.12 vCPU,11.5 vCPU,8.70 vCPU,11.1 vCPU,6.70 vCPU,5.68 vCPU,9.58 vCPU,6.97 vCPU,9.75 vCPU,9.55 vCPU,6.77 vCPU,7.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:00:15,35.0 vCPU,8.72 vCPU,8.85 vCPU,8.75 vCPU,11.1 vCPU,15.3 vCPU,9.13 vCPU,7.47 vCPU,6.35 vCPU,7.55 vCPU,7.45 vCPU,7.57 vCPU,10.1 vCPU,6.78 vCPU,6.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:00:30,30.6 vCPU,8.07 vCPU,8.37 vCPU,8.07 vCPU,11.3 vCPU,14.5 vCPU,12.4 vCPU,7.13 vCPU,5.93 vCPU,5.98 vCPU,6.53 vCPU,7.22 vCPU,6.77 vCPU,6.08 vCPU,6.15 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:00:45,31.7 vCPU,11.7 vCPU,7.47 vCPU,8.55 vCPU,11.4 vCPU,14.9 vCPU,11.7 vCPU,7.68 vCPU,7.60 vCPU,6.20 vCPU,7.10 vCPU,7.85 vCPU,8.37 vCPU,6.70 vCPU,6.72 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:01:00,24.9 vCPU,12.1 vCPU,7.20 vCPU,7.28 vCPU,7.65 vCPU,6.93 vCPU,11.1 vCPU,5.35 vCPU,6.78 vCPU,6.30 vCPU,6.87 vCPU,6.35 vCPU,7.33 vCPU,6.73 vCPU,6.43 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:01:15,26.4 vCPU,12.4 vCPU,10.1 vCPU,7.83 vCPU,6.82 vCPU,6.93 vCPU,7.05 vCPU,5.85 vCPU,7.53 vCPU,6.38 vCPU,7.05 vCPU,5.85 vCPU,7.20 vCPU,6.73 vCPU,6.67 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:01:30,28.5 vCPU,8.83 vCPU,9.85 vCPU,7.78 vCPU,8.02 vCPU,5.78 vCPU,6.68 vCPU,5.83 vCPU,6.33 vCPU,6.35 vCPU,6.28 vCPU,5.52 vCPU,10.1 vCPU,6.08 vCPU,6.40 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:01:45,26.4 vCPU,9.45 vCPU,9.98 vCPU,7.33 vCPU,7.92 vCPU,6.17 vCPU,7.25 vCPU,5.97 vCPU,6.27 vCPU,6.70 vCPU,6.45 vCPU,7.55 vCPU,14.0 vCPU,6.18 vCPU,6.20 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:02:00,21.8 vCPU,9.07 vCPU,8.73 vCPU,6.78 vCPU,7.32 vCPU,5.82 vCPU,7.08 vCPU,5.87 vCPU,5.80 vCPU,6.80 vCPU,7.00 vCPU,11.3 vCPU,14.6 vCPU,7.95 vCPU,6.58 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:02:15,20.6 vCPU,8.08 vCPU,8.25 vCPU,6.28 vCPU,5.37 vCPU,5.13 vCPU,6.50 vCPU,5.65 vCPU,5.75 vCPU,8.55 vCPU,6.50 vCPU,12.0 vCPU,9.72 vCPU,7.40 vCPU,8.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:02:30,25.0 vCPU,9.10 vCPU,14.1 vCPU,8.78 vCPU,8.23 vCPU,4.93 vCPU,7.90 vCPU,6.55 vCPU,6.57 vCPU,9.13 vCPU,8.57 vCPU,9.90 vCPU,5.63 vCPU,9.27 vCPU,9.07 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:02:45,27.6 vCPU,9.48 vCPU,12.2 vCPU,8.57 vCPU,8.37 vCPU,6.35 vCPU,8.17 vCPU,6.20 vCPU,6.47 vCPU,9.20 vCPU,7.85 vCPU,7.38 vCPU,6.38 vCPU,7.40 vCPU,10.8 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:03:00,23.6 vCPU,9.58 vCPU,15.1 vCPU,8.65 vCPU,8.82 vCPU,6.55 vCPU,8.13 vCPU,5.82 vCPU,8.48 vCPU,7.52 vCPU,8.17 vCPU,6.53 vCPU,6.22 vCPU,7.92 vCPU,7.85 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:03:15,22.9 vCPU,9.75 vCPU,9.03 vCPU,6.62 vCPU,6.33 vCPU,6.75 vCPU,6.63 vCPU,5.95 vCPU,8.10 vCPU,6.35 vCPU,5.85 vCPU,7.02 vCPU,6.08 vCPU,6.07 vCPU,7.25 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:03:30,36.5 vCPU,10.4 vCPU,11.1 vCPU,9.48 vCPU,10.2 vCPU,6.37 vCPU,9.80 vCPU,8.97 vCPU,12.0 vCPU,7.92 vCPU,6.18 vCPU,5.85 vCPU,4.77 vCPU,6.80 vCPU,5.15 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:03:45,36.9 vCPU,10.6 vCPU,8.15 vCPU,11.6 vCPU,9.83 vCPU,7.50 vCPU,10.2 vCPU,9.08 vCPU,9.62 vCPU,7.35 vCPU,6.02 vCPU,8.80 vCPU,7.98 vCPU,6.35 vCPU,9.05 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:04:00,33.6 vCPU,8.37 vCPU,8.43 vCPU,11.3 vCPU,9.63 vCPU,7.25 vCPU,10.0 vCPU,7.90 vCPU,9.43 vCPU,7.58 vCPU,6.67 vCPU,12.1 vCPU,8.00 vCPU,7.43 vCPU,9.28 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:04:15,20.5 vCPU,6.72 vCPU,6.75 vCPU,9.20 vCPU,6.93 vCPU,8.75 vCPU,6.70 vCPU,5.57 vCPU,6.20 vCPU,6.35 vCPU,6.43 vCPU,16.3 vCPU,8.35 vCPU,6.95 vCPU,9.50 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:04:30,22.9 vCPU,6.77 vCPU,7.33 vCPU,7.30 vCPU,7.57 vCPU,9.03 vCPU,6.85 vCPU,5.68 vCPU,6.43 vCPU,6.10 vCPU,6.67 vCPU,13.8 vCPU,5.32 vCPU,7.42 vCPU,10.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:04:45,22.2 vCPU,6.43 vCPU,6.85 vCPU,7.12 vCPU,6.90 vCPU,9.27 vCPU,6.75 vCPU,5.88 vCPU,7.80 vCPU,5.98 vCPU,6.47 vCPU,10.7 vCPU,5.75 vCPU,6.03 vCPU,10.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:05:00,23.0 vCPU,7.08 vCPU,7.30 vCPU,6.58 vCPU,6.80 vCPU,7.23 vCPU,7.00 vCPU,5.27 vCPU,6.55 vCPU,5.88 vCPU,7.13 vCPU,6.60 vCPU,5.42 vCPU,9.80 vCPU,9.85 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:05:15,23.8 vCPU,5.52 vCPU,6.30 vCPU,5.35 vCPU,6.60 vCPU,5.77 vCPU,5.55 vCPU,5.23 vCPU,5.93 vCPU,4.78 vCPU,6.35 vCPU,6.18 vCPU,5.25 vCPU,8.70 vCPU,5.35 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:05:30,22.8 vCPU,4.82 vCPU,8.72 vCPU,4.82 vCPU,6.78 vCPU,4.68 vCPU,6.23 vCPU,4.77 vCPU,3.60 vCPU,4.17 vCPU,5.23 vCPU,7.58 vCPU,4.25 vCPU,8.27 vCPU,4.45 vCPU,,,,,,,,,,,,,,,
2025-11-16 05:05:45,21.4 vCPU,2.97 vCPU,6.90 vCPU,3.37 vCPU,4.62 vCPU,3.67 vCPU,6.07 vCPU,4.08 vCPU,3.12 vCPU,3.22 vCPU,3.68 vCPU,7.32 vCPU,3.57 vCPU,3.38 vCPU,3.62 vCPU,,,,,,,,,,,,,,,
