"Time","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-02-geth-lighthouse:9001"", job=""el-02-geth-lighthouse"", service=""el-02-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-05-geth-lighthouse:9001"", job=""el-05-geth-lighthouse"", service=""el-05-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-03-geth-lighthouse:9001"", job=""el-03-geth-lighthouse"", service=""el-03-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-04-geth-lighthouse:9001"", job=""el-04-geth-lighthouse"", service=""el-04-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-06-geth-lighthouse:9001"", job=""el-06-geth-lighthouse"", service=""el-06-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-07-geth-lighthouse:9001"", job=""el-07-geth-lighthouse"", service=""el-07-geth-lighthouse""}","{client_name=""geth"", client_type=""execution"", instance=""el-01-geth-lighthouse:9001"", job=""el-01-geth-lighthouse"", service=""el-01-geth-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-08-nethermind-lighthouse:9001"", job=""el-08-nethermind-lighthouse"", service=""el-08-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-10-nethermind-lighthouse:9001"", job=""el-10-nethermind-lighthouse"", service=""el-10-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-13-nethermind-lighthouse:9001"", job=""el-13-nethermind-lighthouse"", service=""el-13-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-11-nethermind-lighthouse:9001"", job=""el-11-nethermind-lighthouse"", service=""el-11-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-12-nethermind-lighthouse:9001"", job=""el-12-nethermind-lighthouse"", service=""el-12-nethermind-lighthouse""}","{Commit=""e4a537799f8f058dc2900c9636ce21f7198956c0"", Instance=""Nethermind"", Network=""42069"", PruningMode=""Hybrid"", Runtime="".NET 9.0.10"", SourceDate=""1760953374"", SyncType=""Full"", Version=""1.35.0+e4a53779"", client_name=""nethermind"", client_type=""execution"", instance=""el-09-nethermind-lighthouse:9001"", job=""el-09-nethermind-lighthouse"", service=""el-09-nethermind-lighthouse""}"
2025-11-16 15:48:00,2.62 vCPU,2.60 vCPU,2.55 vCPU,2.62 vCPU,2.51 vCPU,2.62 vCPU,2.62 vCPU,,,,,,,,2.35 vCPU,2.31 vCPU,2.52 vCPU,2.36 vCPU,2.45 vCPU,2.29 vCPU,4.87 vCPU,4.45 vCPU,,,,,,,,
2025-11-16 15:48:15,2.59 vCPU,2.54 vCPU,2.67 vCPU,2.58 vCPU,2.51 vCPU,2.59 vCPU,2.59 vCPU,,,,,,,,2.43 vCPU,2.53 vCPU,2.48 vCPU,2.48 vCPU,2.55 vCPU,2.37 vCPU,6.63 vCPU,5.00 vCPU,,,,,,,,
2025-11-16 15:48:30,2.69 vCPU,2.43 vCPU,2.63 vCPU,2.73 vCPU,2.58 vCPU,2.67 vCPU,2.68 vCPU,,,,,,,,2.52 vCPU,2.59 vCPU,2.45 vCPU,2.60 vCPU,2.61 vCPU,2.52 vCPU,7.08 vCPU,5.43 vCPU,,,,,,,,
2025-11-16 15:48:45,2.55 vCPU,2.74 vCPU,2.57 vCPU,2.50 vCPU,2.75 vCPU,2.57 vCPU,2.55 vCPU,,,,,,,,2.56 vCPU,2.77 vCPU,2.31 vCPU,2.47 vCPU,2.68 vCPU,2.57 vCPU,7.88 vCPU,6.02 vCPU,,,,,,,,
2025-11-16 15:49:00,2.78 vCPU,2.79 vCPU,2.71 vCPU,2.77 vCPU,2.70 vCPU,2.78 vCPU,2.78 vCPU,,,,,,,,2.45 vCPU,2.54 vCPU,2.35 vCPU,2.50 vCPU,2.65 vCPU,2.55 vCPU,6.33 vCPU,5.60 vCPU,,,,,,,,
2025-11-16 15:49:15,2.84 vCPU,2.67 vCPU,2.94 vCPU,2.84 vCPU,2.77 vCPU,2.84 vCPU,2.84 vCPU,,,,,,,,2.59 vCPU,2.64 vCPU,2.35 vCPU,2.38 vCPU,2.58 vCPU,2.48 vCPU,9.03 vCPU,9.70 vCPU,,,,,,,,
2025-11-16 15:49:30,3.04 vCPU,2.71 vCPU,2.93 vCPU,3.08 vCPU,2.89 vCPU,3.02 vCPU,3.04 vCPU,,,,,,,,2.56 vCPU,2.59 vCPU,2.40 vCPU,2.62 vCPU,2.56 vCPU,2.47 vCPU,8.68 vCPU,10.2 vCPU,,,,,,,,
2025-11-16 15:49:45,3.11 vCPU,3.17 vCPU,3.09 vCPU,3.05 vCPU,3.19 vCPU,3.13 vCPU,3.11 vCPU,,,,,,,,2.77 vCPU,2.68 vCPU,2.53 vCPU,2.72 vCPU,2.74 vCPU,2.63 vCPU,10.3 vCPU,12.7 vCPU,,,,,,,,
2025-11-16 15:50:00,3.37 vCPU,3.34 vCPU,3.26 vCPU,3.36 vCPU,3.12 vCPU,3.37 vCPU,3.37 vCPU,,,,,,,,2.68 vCPU,2.64 vCPU,2.66 vCPU,2.90 vCPU,2.75 vCPU,2.72 vCPU,8.23 vCPU,10.8 vCPU,,,,,,,,
2025-11-16 15:50:15,3.35 vCPU,3.25 vCPU,3.42 vCPU,3.31 vCPU,3.21 vCPU,3.35 vCPU,3.35 vCPU,,,,,,,,2.65 vCPU,2.80 vCPU,2.69 vCPU,2.73 vCPU,2.67 vCPU,2.75 vCPU,10.6 vCPU,12.1 vCPU,,,,,,,,
2025-11-16 15:50:30,3.48 vCPU,3.23 vCPU,3.40 vCPU,3.53 vCPU,3.39 vCPU,3.46 vCPU,3.47 vCPU,,,,,,,,2.53 vCPU,2.74 vCPU,2.54 vCPU,2.61 vCPU,2.44 vCPU,2.57 vCPU,21.7 vCPU,10.9 vCPU,,,,,,,,
2025-11-16 15:50:45,3.36 vCPU,3.61 vCPU,3.37 vCPU,3.29 vCPU,3.63 vCPU,3.36 vCPU,3.35 vCPU,,,,,,,,2.61 vCPU,2.72 vCPU,2.47 vCPU,2.54 vCPU,2.46 vCPU,2.43 vCPU,22.2 vCPU,8.77 vCPU,,,,,,,,
2025-11-16 15:51:00,3.66 vCPU,3.67 vCPU,3.67 vCPU,3.69 vCPU,3.58 vCPU,3.65 vCPU,3.66 vCPU,,,,,,,,2.80 vCPU,2.67 vCPU,2.57 vCPU,2.68 vCPU,2.59 vCPU,2.49 vCPU,19.9 vCPU,7.77 vCPU,,,,,,,,
2025-11-16 15:51:15,3.38 vCPU,3.43 vCPU,3.53 vCPU,3.39 vCPU,3.37 vCPU,3.38 vCPU,3.38 vCPU,,,,,,,,2.82 vCPU,2.78 vCPU,2.56 vCPU,2.68 vCPU,2.62 vCPU,2.48 vCPU,9.05 vCPU,7.75 vCPU,,,,,,,,
2025-11-16 15:51:30,3.36 vCPU,3.16 vCPU,3.35 vCPU,3.44 vCPU,3.34 vCPU,3.35 vCPU,3.37 vCPU,,,,,,,,2.67 vCPU,2.74 vCPU,2.62 vCPU,2.69 vCPU,2.55 vCPU,2.44 vCPU,8.53 vCPU,7.45 vCPU,,,,,,,,
2025-11-16 15:51:45,3.12 vCPU,3.36 vCPU,3.07 vCPU,3.02 vCPU,3.32 vCPU,3.11 vCPU,3.10 vCPU,,,,,,,,2.48 vCPU,2.62 vCPU,2.64 vCPU,2.56 vCPU,2.85 vCPU,2.36 vCPU,8.88 vCPU,8.08 vCPU,,,,,,,,
2025-11-16 15:52:00,3.37 vCPU,3.37 vCPU,3.25 vCPU,3.34 vCPU,3.25 vCPU,3.36 vCPU,3.36 vCPU,,,,,,,,2.48 vCPU,2.38 vCPU,2.77 vCPU,2.79 vCPU,2.86 vCPU,2.49 vCPU,8.15 vCPU,7.10 vCPU,,,,,,,,
2025-11-16 15:52:15,3.31 vCPU,3.23 vCPU,3.41 vCPU,3.31 vCPU,3.20 vCPU,3.30 vCPU,3.31 vCPU,,,,,,,,2.62 vCPU,2.47 vCPU,2.70 vCPU,2.80 vCPU,3.07 vCPU,2.63 vCPU,8.35 vCPU,8.43 vCPU,,,,,,,,
2025-11-16 15:52:30,3.33 vCPU,3.14 vCPU,3.29 vCPU,3.42 vCPU,3.31 vCPU,3.33 vCPU,3.34 vCPU,,,,,,,,2.63 vCPU,2.47 vCPU,2.58 vCPU,2.84 vCPU,2.68 vCPU,2.69 vCPU,8.02 vCPU,8.18 vCPU,,,,,,,,
2025-11-16 15:52:45,3.28 vCPU,3.44 vCPU,3.27 vCPU,3.20 vCPU,3.45 vCPU,3.27 vCPU,3.26 vCPU,,,,,,,,2.58 vCPU,2.60 vCPU,2.52 vCPU,2.60 vCPU,2.75 vCPU,2.62 vCPU,8.00 vCPU,8.17 vCPU,,,,,,,,
2025-11-16 15:53:00,3.49 vCPU,3.48 vCPU,3.39 vCPU,3.48 vCPU,3.33 vCPU,3.49 vCPU,3.48 vCPU,,,,,,,,2.45 vCPU,2.51 vCPU,2.52 vCPU,2.57 vCPU,2.58 vCPU,2.65 vCPU,7.22 vCPU,7.43 vCPU,,,,,,,,
2025-11-16 15:53:15,3.40 vCPU,3.35 vCPU,3.54 vCPU,3.39 vCPU,3.33 vCPU,3.40 vCPU,3.40 vCPU,,,,,,,,2.45 vCPU,2.55 vCPU,2.48 vCPU,2.58 vCPU,2.60 vCPU,2.56 vCPU,8.72 vCPU,8.57 vCPU,,,,,,,,
2025-11-16 15:53:30,3.43 vCPU,3.21 vCPU,3.42 vCPU,3.52 vCPU,3.39 vCPU,3.44 vCPU,3.45 vCPU,,,,,,,,2.54 vCPU,2.60 vCPU,2.47 vCPU,2.62 vCPU,2.58 vCPU,2.70 vCPU,8.48 vCPU,9.18 vCPU,,,,,,,,
2025-11-16 15:53:45,3.32 vCPU,3.56 vCPU,3.28 vCPU,3.21 vCPU,3.55 vCPU,3.31 vCPU,3.29 vCPU,,,,,,,,2.45 vCPU,2.64 vCPU,2.45 vCPU,2.52 vCPU,2.64 vCPU,2.51 vCPU,8.85 vCPU,9.05 vCPU,,,,,,,,
2025-11-16 15:54:00,3.49 vCPU,3.56 vCPU,3.44 vCPU,3.49 vCPU,3.40 vCPU,3.49 vCPU,3.49 vCPU,,,,,,,,2.53 vCPU,2.51 vCPU,2.57 vCPU,2.44 vCPU,2.66 vCPU,2.72 vCPU,7.57 vCPU,7.10 vCPU,,,,,,,,
2025-11-16 15:54:15,3.41 vCPU,3.32 vCPU,3.54 vCPU,3.42 vCPU,3.30 vCPU,3.41 vCPU,3.41 vCPU,,,,,,,,2.71 vCPU,2.79 vCPU,2.81 vCPU,2.55 vCPU,2.82 vCPU,2.76 vCPU,8.15 vCPU,7.95 vCPU,,,,,,,,
2025-11-16 15:54:30,3.42 vCPU,3.24 vCPU,3.40 vCPU,3.52 vCPU,3.42 vCPU,3.43 vCPU,3.44 vCPU,,,,,,,,2.94 vCPU,2.92 vCPU,2.97 vCPU,2.74 vCPU,2.87 vCPU,3.02 vCPU,7.60 vCPU,7.75 vCPU,,,,,,,,
2025-11-16 15:54:45,3.41 vCPU,3.54 vCPU,3.33 vCPU,3.29 vCPU,3.56 vCPU,3.40 vCPU,3.38 vCPU,,,,,,,,2.90 vCPU,2.96 vCPU,2.93 vCPU,2.88 vCPU,2.96 vCPU,2.91 vCPU,7.68 vCPU,7.50 vCPU,,,,,,,,
2025-11-16 15:55:00,3.63 vCPU,3.61 vCPU,3.53 vCPU,3.62 vCPU,3.45 vCPU,3.63 vCPU,3.62 vCPU,,,,,,,,2.67 vCPU,2.63 vCPU,2.68 vCPU,3.02 vCPU,2.77 vCPU,2.90 vCPU,6.57 vCPU,6.98 vCPU,,,,,,,,
2025-11-16 15:55:15,3.51 vCPU,3.48 vCPU,3.65 vCPU,3.51 vCPU,3.43 vCPU,3.51 vCPU,3.51 vCPU,,,,,,,,2.44 vCPU,2.55 vCPU,2.50 vCPU,2.89 vCPU,2.60 vCPU,2.66 vCPU,7.68 vCPU,7.87 vCPU,,,,,,,,
2025-11-16 15:55:30,3.79 vCPU,3.32 vCPU,3.74 vCPU,3.87 vCPU,3.51 vCPU,3.80 vCPU,3.81 vCPU,,,,,,,,2.45 vCPU,2.57 vCPU,2.45 vCPU,2.79 vCPU,2.53 vCPU,2.64 vCPU,7.88 vCPU,7.93 vCPU,,,,,,,,
2025-11-16 15:55:45,4.00 vCPU,4.09 vCPU,3.92 vCPU,3.87 vCPU,4.12 vCPU,3.98 vCPU,3.96 vCPU,,,,,,,,2.47 vCPU,2.64 vCPU,2.47 vCPU,2.58 vCPU,2.64 vCPU,2.51 vCPU,7.97 vCPU,7.92 vCPU,,,,,,,,
2025-11-16 15:56:00,4.24 vCPU,4.26 vCPU,4.20 vCPU,4.25 vCPU,4.14 vCPU,4.24 vCPU,4.24 vCPU,,,,,,,,2.52 vCPU,2.58 vCPU,2.73 vCPU,2.74 vCPU,2.64 vCPU,2.63 vCPU,7.43 vCPU,6.75 vCPU,,,,,,,,
2025-11-16 15:56:15,3.99 vCPU,4.20 vCPU,4.16 vCPU,4.01 vCPU,4.16 vCPU,3.99 vCPU,4.00 vCPU,,,,,,,,2.52 vCPU,2.75 vCPU,2.80 vCPU,2.72 vCPU,2.68 vCPU,2.63 vCPU,16.7 vCPU,8.88 vCPU,,,,,,,,
2025-11-16 15:56:30,3.49 vCPU,3.65 vCPU,3.55 vCPU,3.62 vCPU,3.76 vCPU,3.50 vCPU,3.52 vCPU,,,,,,,,2.52 vCPU,2.69 vCPU,2.82 vCPU,2.72 vCPU,2.55 vCPU,2.64 vCPU,22.5 vCPU,8.47 vCPU,,,,,,,,
2025-11-16 15:56:42,,,,,,,,3.58 vCPU,3.60 vCPU,3.58 vCPU,3.53 vCPU,3.63 vCPU,3.61 vCPU,3.66 vCPU,,,,,,,,,8.47 vCPU,21.7 vCPU,2.49 vCPU,2.48 vCPU,2.61 vCPU,2.54 vCPU,2.55 vCPU,2.46 vCPU
