"Time","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-15-besu-lighthouse:9001"", job=""el-15-besu-lighthouse"", service=""el-15-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-06-besu-lighthouse:9001"", job=""el-06-besu-lighthouse"", service=""el-06-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-08-besu-lighthouse:9001"", job=""el-08-besu-lighthouse"", service=""el-08-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-09-besu-lighthouse:9001"", job=""el-09-besu-lighthouse"", service=""el-09-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-11-besu-lighthouse:9001"", job=""el-11-besu-lighthouse"", service=""el-11-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-01-besu-lighthouse:9001"", job=""el-01-besu-lighthouse"", service=""el-01-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-04-besu-lighthouse:9001"", job=""el-04-besu-lighthouse"", service=""el-04-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-03-besu-lighthouse:9001"", job=""el-03-besu-lighthouse"", service=""el-03-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-14-besu-lighthouse:9001"", job=""el-14-besu-lighthouse"", service=""el-14-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-10-besu-lighthouse:9001"", job=""el-10-besu-lighthouse"", service=""el-10-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-05-besu-lighthouse:9001"", job=""el-05-besu-lighthouse"", service=""el-05-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-12-besu-lighthouse:9001"", job=""el-12-besu-lighthouse"", service=""el-12-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-07-besu-lighthouse:9001"", job=""el-07-besu-lighthouse"", service=""el-07-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-13-besu-lighthouse:9001"", job=""el-13-besu-lighthouse"", service=""el-13-besu-lighthouse""}","{client_name=""besu"", client_type=""execution"", instance=""el-02-besu-lighthouse:9001"", job=""el-02-besu-lighthouse"", service=""el-02-besu-lighthouse""}"
2025-11-16 03:40:45,11.3 vCPU,9.92 vCPU,9.93 vCPU,7.87 vCPU,8.42 vCPU,7.65 vCPU,9.68 vCPU,7.60 vCPU,8.33 vCPU,8.03 vCPU,7.73 vCPU,7.50 vCPU,8.57 vCPU,8.58 vCPU,9.83 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:41:00,10.0 vCPU,9.15 vCPU,9.60 vCPU,7.45 vCPU,8.73 vCPU,7.28 vCPU,9.68 vCPU,7.08 vCPU,9.02 vCPU,8.10 vCPU,10.2 vCPU,7.12 vCPU,8.38 vCPU,7.47 vCPU,9.10 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:41:15,10.2 vCPU,8.67 vCPU,10.1 vCPU,7.13 vCPU,9.08 vCPU,7.30 vCPU,8.07 vCPU,6.52 vCPU,9.02 vCPU,6.88 vCPU,8.95 vCPU,7.45 vCPU,6.43 vCPU,15.0 vCPU,9.05 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:41:30,8.62 vCPU,9.55 vCPU,8.48 vCPU,5.90 vCPU,7.75 vCPU,6.93 vCPU,7.93 vCPU,8.57 vCPU,7.02 vCPU,5.33 vCPU,11.0 vCPU,7.65 vCPU,7.18 vCPU,13.6 vCPU,6.78 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:41:45,7.92 vCPU,9.47 vCPU,9.88 vCPU,5.75 vCPU,7.72 vCPU,14.1 vCPU,7.60 vCPU,8.63 vCPU,6.37 vCPU,6.12 vCPU,7.83 vCPU,7.48 vCPU,7.43 vCPU,14.1 vCPU,6.55 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:42:00,8.87 vCPU,9.00 vCPU,8.22 vCPU,7.63 vCPU,7.30 vCPU,12.6 vCPU,7.22 vCPU,8.20 vCPU,6.63 vCPU,7.07 vCPU,8.48 vCPU,6.55 vCPU,7.28 vCPU,6.13 vCPU,8.67 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:42:15,11.3 vCPU,7.67 vCPU,8.27 vCPU,7.63 vCPU,6.08 vCPU,13.2 vCPU,12.6 vCPU,6.10 vCPU,6.53 vCPU,7.18 vCPU,6.25 vCPU,6.47 vCPU,6.70 vCPU,6.10 vCPU,9.07 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:42:30,11.6 vCPU,8.20 vCPU,7.60 vCPU,7.22 vCPU,5.50 vCPU,5.57 vCPU,12.3 vCPU,5.67 vCPU,7.98 vCPU,5.90 vCPU,6.18 vCPU,6.98 vCPU,6.43 vCPU,5.53 vCPU,9.68 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:42:45,10.1 vCPU,7.78 vCPU,10.2 vCPU,5.10 vCPU,5.83 vCPU,5.23 vCPU,12.5 vCPU,5.32 vCPU,7.98 vCPU,5.82 vCPU,5.17 vCPU,6.45 vCPU,5.97 vCPU,6.02 vCPU,6.57 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:43:00,8.12 vCPU,8.73 vCPU,9.92 vCPU,5.27 vCPU,5.93 vCPU,4.48 vCPU,6.58 vCPU,4.70 vCPU,8.07 vCPU,5.57 vCPU,6.93 vCPU,5.65 vCPU,6.87 vCPU,5.68 vCPU,6.12 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:43:15,7.97 vCPU,7.62 vCPU,9.10 vCPU,5.40 vCPU,6.05 vCPU,4.80 vCPU,6.90 vCPU,5.87 vCPU,8.55 vCPU,5.85 vCPU,6.90 vCPU,5.23 vCPU,6.63 vCPU,5.65 vCPU,7.07 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:43:30,7.95 vCPU,8.52 vCPU,6.85 vCPU,5.32 vCPU,5.58 vCPU,5.02 vCPU,7.90 vCPU,6.42 vCPU,8.28 vCPU,4.88 vCPU,7.10 vCPU,6.17 vCPU,7.50 vCPU,5.60 vCPU,6.98 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:43:45,7.23 vCPU,8.28 vCPU,9.07 vCPU,5.18 vCPU,5.97 vCPU,5.27 vCPU,8.07 vCPU,6.58 vCPU,7.75 vCPU,5.28 vCPU,7.03 vCPU,6.37 vCPU,11.5 vCPU,5.97 vCPU,6.83 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:44:00,9.37 vCPU,8.68 vCPU,9.30 vCPU,5.35 vCPU,5.98 vCPU,4.97 vCPU,8.27 vCPU,6.72 vCPU,6.22 vCPU,5.17 vCPU,7.82 vCPU,6.33 vCPU,11.6 vCPU,6.07 vCPU,7.63 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:44:15,11.5 vCPU,9.53 vCPU,9.82 vCPU,6.12 vCPU,6.43 vCPU,7.85 vCPU,7.83 vCPU,13.2 vCPU,6.25 vCPU,6.17 vCPU,9.03 vCPU,7.77 vCPU,12.7 vCPU,11.9 vCPU,9.23 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:44:30,27.8 vCPU,12.6 vCPU,11.3 vCPU,10.2 vCPU,12.4 vCPU,10.2 vCPU,12.5 vCPU,14.9 vCPU,8.60 vCPU,8.47 vCPU,10.7 vCPU,12.6 vCPU,10.2 vCPU,15.0 vCPU,13.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:44:45,48.9 vCPU,16.2 vCPU,14.9 vCPU,12.0 vCPU,17.1 vCPU,12.0 vCPU,16.2 vCPU,15.8 vCPU,10.4 vCPU,11.0 vCPU,11.6 vCPU,29.1 vCPU,15.9 vCPU,16.7 vCPU,12.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:45:00,70.2 vCPU,15.9 vCPU,16.4 vCPU,18.0 vCPU,22.4 vCPU,10.4 vCPU,16.7 vCPU,10.6 vCPU,12.7 vCPU,11.8 vCPU,12.7 vCPU,28.7 vCPU,15.2 vCPU,13.3 vCPU,11.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:45:15,74.9 vCPU,13.4 vCPU,14.0 vCPU,16.1 vCPU,18.0 vCPU,10.7 vCPU,12.7 vCPU,11.1 vCPU,15.9 vCPU,10.4 vCPU,11.4 vCPU,25.4 vCPU,13.5 vCPU,10.9 vCPU,8.73 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:45:30,67.7 vCPU,13.1 vCPU,11.3 vCPU,15.5 vCPU,17.7 vCPU,10.8 vCPU,15.7 vCPU,12.8 vCPU,15.8 vCPU,8.88 vCPU,11.1 vCPU,10.1 vCPU,9.45 vCPU,10.4 vCPU,10.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:45:45,60.7 vCPU,15.4 vCPU,10.9 vCPU,11.4 vCPU,15.9 vCPU,10.8 vCPU,16.0 vCPU,13.7 vCPU,14.4 vCPU,8.17 vCPU,11.2 vCPU,10.4 vCPU,9.60 vCPU,8.55 vCPU,10.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:46:00,55.3 vCPU,16.4 vCPU,11.5 vCPU,11.7 vCPU,14.7 vCPU,8.97 vCPU,18.2 vCPU,13.1 vCPU,10.2 vCPU,8.97 vCPU,12.4 vCPU,10.3 vCPU,14.9 vCPU,10.3 vCPU,10.9 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:46:15,60.7 vCPU,14.2 vCPU,11.0 vCPU,11.4 vCPU,11.1 vCPU,8.45 vCPU,11.8 vCPU,11.1 vCPU,13.0 vCPU,8.82 vCPU,13.1 vCPU,10.0 vCPU,14.8 vCPU,9.82 vCPU,9.28 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:46:30,58.0 vCPU,13.4 vCPU,10.3 vCPU,10.3 vCPU,8.42 vCPU,8.73 vCPU,10.9 vCPU,9.67 vCPU,12.7 vCPU,11.4 vCPU,11.5 vCPU,8.78 vCPU,16.1 vCPU,9.62 vCPU,9.75 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:46:45,56.0 vCPU,13.2 vCPU,10.4 vCPU,9.40 vCPU,9.83 vCPU,9.47 vCPU,10.1 vCPU,9.10 vCPU,12.1 vCPU,15.3 vCPU,9.57 vCPU,10.2 vCPU,13.7 vCPU,8.70 vCPU,10.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:47:00,51.9 vCPU,21.3 vCPU,11.9 vCPU,10.3 vCPU,10.2 vCPU,9.62 vCPU,10.1 vCPU,8.90 vCPU,8.32 vCPU,16.3 vCPU,8.70 vCPU,11.3 vCPU,14.5 vCPU,9.67 vCPU,10.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:47:15,61.6 vCPU,22.0 vCPU,14.1 vCPU,11.7 vCPU,9.93 vCPU,10.6 vCPU,10.1 vCPU,9.08 vCPU,9.45 vCPU,16.5 vCPU,9.68 vCPU,12.7 vCPU,13.1 vCPU,9.93 vCPU,10.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:47:30,63.1 vCPU,24.4 vCPU,16.4 vCPU,13.0 vCPU,9.07 vCPU,11.9 vCPU,10.0 vCPU,11.4 vCPU,9.55 vCPU,12.3 vCPU,9.07 vCPU,10.9 vCPU,10.2 vCPU,8.90 vCPU,11.6 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:47:45,58.6 vCPU,17.3 vCPU,15.4 vCPU,15.3 vCPU,9.38 vCPU,11.5 vCPU,11.9 vCPU,11.6 vCPU,9.20 vCPU,12.9 vCPU,9.95 vCPU,11.4 vCPU,9.27 vCPU,9.30 vCPU,11.3 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:48:00,52.8 vCPU,15.8 vCPU,15.1 vCPU,15.8 vCPU,9.25 vCPU,9.68 vCPU,14.2 vCPU,11.6 vCPU,8.30 vCPU,11.3 vCPU,9.55 vCPU,12.3 vCPU,9.25 vCPU,10.1 vCPU,9.68 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:48:15,57.7 vCPU,12.1 vCPU,13.2 vCPU,16.7 vCPU,8.82 vCPU,8.88 vCPU,12.9 vCPU,10.7 vCPU,9.53 vCPU,10.9 vCPU,12.3 vCPU,14.0 vCPU,9.43 vCPU,10.8 vCPU,7.97 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:48:30,58.6 vCPU,11.2 vCPU,13.4 vCPU,15.4 vCPU,8.18 vCPU,9.78 vCPU,12.8 vCPU,10.4 vCPU,9.53 vCPU,9.44 vCPU,11.4 vCPU,13.0 vCPU,9.22 vCPU,9.82 vCPU,10.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:48:45,54.3 vCPU,13.5 vCPU,11.7 vCPU,13.3 vCPU,8.93 vCPU,9.98 vCPU,10.6 vCPU,9.97 vCPU,9.77 vCPU,9.42 vCPU,11.4 vCPU,10.9 vCPU,10.9 vCPU,9.70 vCPU,10.2 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:49:00,56.0 vCPU,13.8 vCPU,10.9 vCPU,11.6 vCPU,9.12 vCPU,9.17 vCPU,12.1 vCPU,8.67 vCPU,8.52 vCPU,11.3 vCPU,9.57 vCPU,9.90 vCPU,11.6 vCPU,11.2 vCPU,11.0 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:49:15,62.6 vCPU,16.7 vCPU,10.4 vCPU,9.85 vCPU,9.82 vCPU,12.6 vCPU,10.7 vCPU,9.33 vCPU,11.9 vCPU,11.9 vCPU,11.6 vCPU,10.3 vCPU,11.4 vCPU,11.6 vCPU,9.45 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:49:30,64.0 vCPU,17.3 vCPU,11.4 vCPU,12.0 vCPU,9.95 vCPU,15.7 vCPU,11.1 vCPU,9.38 vCPU,11.5 vCPU,10.9 vCPU,11.7 vCPU,9.92 vCPU,11.5 vCPU,10.8 vCPU,10.7 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:49:45,57.9 vCPU,21.3 vCPU,11.3 vCPU,11.8 vCPU,10.1 vCPU,17.2 vCPU,9.85 vCPU,9.32 vCPU,11.4 vCPU,9.02 vCPU,13.1 vCPU,12.1 vCPU,12.1 vCPU,12.4 vCPU,10.5 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:50:00,52.8 vCPU,18.7 vCPU,12.7 vCPU,12.6 vCPU,9.93 vCPU,16.0 vCPU,9.18 vCPU,8.08 vCPU,8.32 vCPU,10.1 vCPU,11.3 vCPU,11.8 vCPU,12.0 vCPU,12.1 vCPU,12.1 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:50:15,61.0 vCPU,13.6 vCPU,11.0 vCPU,10.1 vCPU,8.98 vCPU,11.8 vCPU,7.87 vCPU,7.60 vCPU,9.42 vCPU,9.95 vCPU,11.9 vCPU,11.2 vCPU,9.13 vCPU,11.7 vCPU,9.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:50:30,45.5 vCPU,7.00 vCPU,8.30 vCPU,7.02 vCPU,6.57 vCPU,8.32 vCPU,5.80 vCPU,5.83 vCPU,7.57 vCPU,8.28 vCPU,7.70 vCPU,6.32 vCPU,5.68 vCPU,6.12 vCPU,7.48 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:50:45,29.3 vCPU,4.37 vCPU,4.43 vCPU,4.05 vCPU,4.28 vCPU,3.25 vCPU,3.58 vCPU,4.63 vCPU,6.12 vCPU,4.62 vCPU,5.43 vCPU,3.95 vCPU,4.08 vCPU,4.03 vCPU,3.53 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:51:00,5.00 vCPU,2.90 vCPU,2.60 vCPU,1.78 vCPU,2.43 vCPU,2.53 vCPU,2.55 vCPU,3.37 vCPU,4.92 vCPU,3.00 vCPU,2.35 vCPU,2.38 vCPU,2.87 vCPU,2.30 vCPU,2.87 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:51:15,3.33 vCPU,2.83 vCPU,2.70 vCPU,2.25 vCPU,2.70 vCPU,2.37 vCPU,2.23 vCPU,3.32 vCPU,6.05 vCPU,2.75 vCPU,2.68 vCPU,2.77 vCPU,3.12 vCPU,2.70 vCPU,2.58 vCPU,,,,,,,,,,,,,,,
2025-11-16 03:51:30,2.70 vCPU,3.20 vCPU,3.05 vCPU,2.13 vCPU,2.38 vCPU,2.48 vCPU,2.67 vCPU,2.53 vCPU,6.63 vCPU,2.82 vCPU,2.48 vCPU,2.38 vCPU,2.47 vCPU,2.88 vCPU,2.75 vCPU,,,,,,,,,,,,,,,
