"Time","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-04-lighthouse-besu:5054"", job=""cl-04-lighthouse-besu"", service=""cl-04-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-11-lighthouse-besu:5054"", job=""cl-11-lighthouse-besu"", service=""cl-11-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-06-lighthouse-besu:5054"", job=""cl-06-lighthouse-besu"", service=""cl-06-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-08-lighthouse-besu:5054"", job=""cl-08-lighthouse-besu"", service=""cl-08-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-12-lighthouse-besu:5054"", job=""cl-12-lighthouse-besu"", service=""cl-12-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-02-lighthouse-besu:5054"", job=""cl-02-lighthouse-besu"", service=""cl-02-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-09-lighthouse-besu:5054"", job=""cl-09-lighthouse-besu"", service=""cl-09-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-10-lighthouse-besu:5054"", job=""cl-10-lighthouse-besu"", service=""cl-10-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-01-lighthouse-besu:5054"", job=""cl-01-lighthouse-besu"", service=""cl-01-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-05-lighthouse-besu:5054"", job=""cl-05-lighthouse-besu"", service=""cl-05-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-03-lighthouse-besu:5054"", job=""cl-03-lighthouse-besu"", service=""cl-03-lighthouse-besu"", supernode=""True""}","{client_name=""lighthouse"", client_type=""beacon"", instance=""cl-07-lighthouse-besu:5054"", job=""cl-07-lighthouse-besu"", service=""cl-07-lighthouse-besu"", supernode=""True""}"
2025-11-30 04:35:45,1.04 Mb/s,852 kb/s,784 kb/s,798 kb/s,853 kb/s,799 kb/s,844 kb/s,877 kb/s,822 kb/s,717 kb/s,840 kb/s,802 kb/s,,,,,,,,,,,,
2025-11-30 04:36:00,1.08 Mb/s,898 kb/s,813 kb/s,825 kb/s,885 kb/s,837 kb/s,875 kb/s,903 kb/s,866 kb/s,746 kb/s,869 kb/s,815 kb/s,,,,,,,,,,,,
2025-11-30 04:36:15,1.09 Mb/s,907 kb/s,819 kb/s,823 kb/s,896 kb/s,841 kb/s,882 kb/s,930 kb/s,870 kb/s,756 kb/s,862 kb/s,836 kb/s,,,,,,,,,,,,
2025-11-30 04:36:30,1.08 Mb/s,903 kb/s,823 kb/s,829 kb/s,902 kb/s,852 kb/s,880 kb/s,944 kb/s,868 kb/s,763 kb/s,889 kb/s,841 kb/s,,,,,,,,,,,,
2025-11-30 04:36:45,1.11 Mb/s,892 kb/s,850 kb/s,845 kb/s,923 kb/s,853 kb/s,892 kb/s,934 kb/s,851 kb/s,772 kb/s,890 kb/s,859 kb/s,,,,,,,,,,,,
2025-11-30 04:37:00,1.12 Mb/s,911 kb/s,869 kb/s,842 kb/s,931 kb/s,853 kb/s,886 kb/s,926 kb/s,868 kb/s,777 kb/s,889 kb/s,844 kb/s,,,,,,,,,,,,
2025-11-30 04:37:15,1.10 Mb/s,912 kb/s,866 kb/s,847 kb/s,924 kb/s,852 kb/s,899 kb/s,954 kb/s,877 kb/s,788 kb/s,885 kb/s,865 kb/s,,,,,,,,,,,,
2025-11-30 04:37:30,1.14 Mb/s,922 kb/s,868 kb/s,922 kb/s,937 kb/s,890 kb/s,911 kb/s,974 kb/s,905 kb/s,821 kb/s,918 kb/s,895 kb/s,,,,,,,,,,,,
2025-11-30 04:37:45,1.20 Mb/s,974 kb/s,887 kb/s,956 kb/s,963 kb/s,895 kb/s,991 kb/s,990 kb/s,918 kb/s,839 kb/s,951 kb/s,920 kb/s,,,,,,,,,,,,
2025-11-30 04:38:00,1.25 Mb/s,1.01 Mb/s,902 kb/s,972 kb/s,973 kb/s,929 kb/s,1.01 Mb/s,1.00 Mb/s,945 kb/s,877 kb/s,964 kb/s,929 kb/s,,,,,,,,,,,,
2025-11-30 04:38:15,1.28 Mb/s,1.02 Mb/s,911 kb/s,996 kb/s,999 kb/s,946 kb/s,1.09 Mb/s,1.04 Mb/s,967 kb/s,883 kb/s,990 kb/s,966 kb/s,,,,,,,,,,,,
2025-11-30 04:38:30,1.39 Mb/s,1.06 Mb/s,924 kb/s,1.02 Mb/s,1.01 Mb/s,990 kb/s,1.12 Mb/s,1.08 Mb/s,982 kb/s,896 kb/s,1.02 Mb/s,987 kb/s,,,,,,,,,,,,
2025-11-30 04:38:45,1.46 Mb/s,1.08 Mb/s,955 kb/s,1.04 Mb/s,1.05 Mb/s,993 kb/s,1.15 Mb/s,1.09 Mb/s,1.03 Mb/s,919 kb/s,1.03 Mb/s,1.08 Mb/s,,,,,,,,,,,,
2025-11-30 04:39:00,1.50 Mb/s,1.11 Mb/s,969 kb/s,1.04 Mb/s,1.07 Mb/s,1.06 Mb/s,1.16 Mb/s,1.12 Mb/s,1.08 Mb/s,945 kb/s,1.08 Mb/s,1.08 Mb/s,,,,,,,,,,,,
2025-11-30 04:39:15,1.54 Mb/s,1.13 Mb/s,968 kb/s,1.08 Mb/s,1.07 Mb/s,1.08 Mb/s,1.20 Mb/s,1.17 Mb/s,1.10 Mb/s,952 kb/s,1.12 Mb/s,1.16 Mb/s,,,,,,,,,,,,
2025-11-30 04:39:30,1.59 Mb/s,1.14 Mb/s,986 kb/s,1.12 Mb/s,1.09 Mb/s,1.11 Mb/s,1.23 Mb/s,1.20 Mb/s,1.11 Mb/s,973 kb/s,1.16 Mb/s,1.22 Mb/s,,,,,,,,,,,,
2025-11-30 04:39:45,1.65 Mb/s,1.17 Mb/s,1.02 Mb/s,1.15 Mb/s,1.11 Mb/s,1.13 Mb/s,1.26 Mb/s,1.21 Mb/s,1.17 Mb/s,1.01 Mb/s,1.21 Mb/s,1.25 Mb/s,,,,,,,,,,,,
2025-11-30 04:40:00,1.70 Mb/s,1.20 Mb/s,1.04 Mb/s,1.17 Mb/s,1.14 Mb/s,1.16 Mb/s,1.26 Mb/s,1.22 Mb/s,1.19 Mb/s,1.04 Mb/s,1.22 Mb/s,1.25 Mb/s,,,,,,,,,,,,
2025-11-30 04:40:15,1.77 Mb/s,1.22 Mb/s,1.04 Mb/s,1.20 Mb/s,1.14 Mb/s,1.23 Mb/s,1.29 Mb/s,1.25 Mb/s,1.20 Mb/s,1.07 Mb/s,1.23 Mb/s,1.29 Mb/s,,,,,,,,,,,,
2025-11-30 04:40:30,1.83 Mb/s,1.24 Mb/s,1.06 Mb/s,1.22 Mb/s,1.17 Mb/s,1.31 Mb/s,1.29 Mb/s,1.26 Mb/s,1.21 Mb/s,1.09 Mb/s,1.26 Mb/s,1.31 Mb/s,,,,,,,,,,,,
2025-11-30 04:40:45,1.90 Mb/s,1.29 Mb/s,1.09 Mb/s,1.24 Mb/s,1.20 Mb/s,1.31 Mb/s,1.34 Mb/s,1.26 Mb/s,1.27 Mb/s,1.12 Mb/s,1.28 Mb/s,1.34 Mb/s,,,,,,,,,,,,
2025-11-30 04:41:00,1.94 Mb/s,1.33 Mb/s,1.10 Mb/s,1.25 Mb/s,1.24 Mb/s,1.35 Mb/s,1.35 Mb/s,1.29 Mb/s,1.30 Mb/s,1.14 Mb/s,1.29 Mb/s,1.39 Mb/s,,,,,,,,,,,,
2025-11-30 04:41:15,1.97 Mb/s,1.34 Mb/s,1.11 Mb/s,1.28 Mb/s,1.27 Mb/s,1.39 Mb/s,1.39 Mb/s,1.34 Mb/s,1.33 Mb/s,1.14 Mb/s,1.34 Mb/s,1.42 Mb/s,,,,,,,,,,,,
2025-11-30 04:41:30,2.04 Mb/s,1.35 Mb/s,1.12 Mb/s,1.30 Mb/s,1.33 Mb/s,1.42 Mb/s,1.42 Mb/s,1.35 Mb/s,1.36 Mb/s,1.16 Mb/s,1.37 Mb/s,1.42 Mb/s,,,,,,,,,,,,
2025-11-30 04:41:45,2.10 Mb/s,1.41 Mb/s,1.14 Mb/s,1.32 Mb/s,1.36 Mb/s,1.47 Mb/s,1.46 Mb/s,1.38 Mb/s,1.37 Mb/s,1.19 Mb/s,1.39 Mb/s,1.48 Mb/s,,,,,,,,,,,,
2025-11-30 04:42:00,2.17 Mb/s,1.48 Mb/s,1.16 Mb/s,1.34 Mb/s,1.39 Mb/s,1.51 Mb/s,1.45 Mb/s,1.38 Mb/s,1.39 Mb/s,1.20 Mb/s,1.41 Mb/s,1.49 Mb/s,,,,,,,,,,,,
2025-11-30 04:42:15,2.17 Mb/s,1.49 Mb/s,1.15 Mb/s,1.30 Mb/s,1.38 Mb/s,1.55 Mb/s,1.47 Mb/s,1.40 Mb/s,1.37 Mb/s,1.18 Mb/s,1.43 Mb/s,1.49 Mb/s,,,,,,,,,,,,
2025-11-30 04:42:30,2.17 Mb/s,1.45 Mb/s,1.15 Mb/s,1.30 Mb/s,1.42 Mb/s,1.57 Mb/s,1.46 Mb/s,1.39 Mb/s,1.35 Mb/s,1.19 Mb/s,1.45 Mb/s,1.47 Mb/s,,,,,,,,,,,,
2025-11-30 04:42:45,2.19 Mb/s,1.45 Mb/s,1.17 Mb/s,1.31 Mb/s,1.47 Mb/s,1.54 Mb/s,1.46 Mb/s,1.38 Mb/s,1.39 Mb/s,1.18 Mb/s,1.44 Mb/s,1.48 Mb/s,,,,,,,,,,,,
2025-11-30 04:43:00,2.21 Mb/s,1.49 Mb/s,1.21 Mb/s,1.29 Mb/s,1.44 Mb/s,1.56 Mb/s,1.39 Mb/s,1.41 Mb/s,1.39 Mb/s,1.19 Mb/s,1.42 Mb/s,1.48 Mb/s,,,,,,,,,,,,
2025-11-30 04:43:15,2.12 Mb/s,1.46 Mb/s,1.19 Mb/s,1.30 Mb/s,1.41 Mb/s,1.58 Mb/s,1.40 Mb/s,1.41 Mb/s,1.39 Mb/s,1.17 Mb/s,1.44 Mb/s,1.49 Mb/s,,,,,,,,,,,,
2025-11-30 04:43:30,2.12 Mb/s,1.44 Mb/s,1.20 Mb/s,1.31 Mb/s,1.46 Mb/s,1.61 Mb/s,1.40 Mb/s,1.40 Mb/s,1.34 Mb/s,1.18 Mb/s,1.46 Mb/s,1.43 Mb/s,,,,,,,,,,,,
2025-11-30 04:43:45,2.13 Mb/s,1.43 Mb/s,1.21 Mb/s,1.33 Mb/s,1.48 Mb/s,1.57 Mb/s,1.42 Mb/s,1.38 Mb/s,1.38 Mb/s,1.17 Mb/s,1.42 Mb/s,1.45 Mb/s,,,,,,,,,,,,
2025-11-30 04:44:00,2.17 Mb/s,1.44 Mb/s,1.22 Mb/s,1.31 Mb/s,1.48 Mb/s,1.60 Mb/s,1.40 Mb/s,1.36 Mb/s,1.41 Mb/s,1.19 Mb/s,1.36 Mb/s,1.39 Mb/s,,,,,,,,,,,,
2025-11-30 04:44:15,2.14 Mb/s,1.43 Mb/s,1.20 Mb/s,1.28 Mb/s,1.46 Mb/s,1.58 Mb/s,1.39 Mb/s,1.34 Mb/s,1.40 Mb/s,1.16 Mb/s,1.40 Mb/s,1.34 Mb/s,,,,,,,,,,,,
2025-11-30 04:44:30,2.08 Mb/s,1.38 Mb/s,1.16 Mb/s,1.27 Mb/s,1.43 Mb/s,1.56 Mb/s,1.37 Mb/s,1.33 Mb/s,1.31 Mb/s,1.12 Mb/s,1.37 Mb/s,1.30 Mb/s,,,,,,,,,,,,
2025-11-30 04:44:45,2.05 Mb/s,1.36 Mb/s,1.16 Mb/s,1.25 Mb/s,1.43 Mb/s,1.53 Mb/s,1.36 Mb/s,1.30 Mb/s,1.29 Mb/s,1.10 Mb/s,1.35 Mb/s,1.29 Mb/s,,,,,,,,,,,,
2025-11-30 04:45:00,1.97 Mb/s,1.35 Mb/s,1.15 Mb/s,1.21 Mb/s,1.41 Mb/s,1.46 Mb/s,1.32 Mb/s,1.28 Mb/s,1.28 Mb/s,1.07 Mb/s,1.32 Mb/s,1.26 Mb/s,,,,,,,,,,,,
2025-11-30 04:45:15,1.90 Mb/s,1.33 Mb/s,1.11 Mb/s,1.19 Mb/s,1.36 Mb/s,1.38 Mb/s,1.31 Mb/s,1.28 Mb/s,1.28 Mb/s,1.04 Mb/s,1.29 Mb/s,1.25 Mb/s,,,,,,,,,,,,
2025-11-30 04:45:30,1.84 Mb/s,1.26 Mb/s,1.08 Mb/s,1.18 Mb/s,1.33 Mb/s,1.38 Mb/s,1.27 Mb/s,1.27 Mb/s,1.20 Mb/s,1.01 Mb/s,1.29 Mb/s,1.21 Mb/s,,,,,,,,,,,,
2025-11-30 04:45:45,1.82 Mb/s,1.23 Mb/s,1.09 Mb/s,1.15 Mb/s,1.31 Mb/s,1.34 Mb/s,1.26 Mb/s,1.23 Mb/s,1.18 Mb/s,1.00 Mb/s,1.28 Mb/s,1.16 Mb/s,,,,,,,,,,,,
2025-11-30 04:46:00,1.78 Mb/s,1.24 Mb/s,1.08 Mb/s,1.11 Mb/s,1.28 Mb/s,1.28 Mb/s,1.20 Mb/s,1.18 Mb/s,1.15 Mb/s,999 kb/s,1.21 Mb/s,1.12 Mb/s,,,,,,,,,,,,
2025-11-30 04:46:15,1.70 Mb/s,1.22 Mb/s,1.04 Mb/s,1.09 Mb/s,1.20 Mb/s,1.25 Mb/s,1.17 Mb/s,1.19 Mb/s,1.12 Mb/s,963 kb/s,1.19 Mb/s,1.13 Mb/s,,,,,,,,,,,,
2025-11-30 04:46:30,1.64 Mb/s,1.15 Mb/s,1.03 Mb/s,1.07 Mb/s,1.18 Mb/s,1.21 Mb/s,1.12 Mb/s,1.16 Mb/s,1.10 Mb/s,936 kb/s,1.20 Mb/s,1.08 Mb/s,,,,,,,,,,,,
2025-11-30 04:46:42,,,,,,,,,,,,,1.05 Mb/s,1.17 Mb/s,1.17 Mb/s,1.12 Mb/s,1.05 Mb/s,1.08 Mb/s,1.08 Mb/s,936 kb/s,1.59 Mb/s,1.17 Mb/s,1.02 Mb/s,1.13 Mb/s
